timestamp_ms,green,red,yellow
1485174905485.46,1,0,0
1485174908565.83,1,0,0
1485174911578.85,1,0,0
1485174914587.22,1,0,0
1485174917589.64,1,0,0
1485174920895.15,1,0,0
1485174923901.98,1,0,0
1485174926908.95,1,0,0
1485174929915.85,1,0,0
1485174933039.34,1,0,0
1485174936045.58,1,0,0
1485174939055.34,1,0,0
1485174942377.63,1,0,0
1485174945389.62,1,0,0
1485174948395.27,1,0,0
1485174951499.55,1,0,0
1485174954516.55,1,0,0
1485174957595.79,1,0,0
1485174960604.67,1,0,0
1485174963612.99,1,0,0
1485174966617.11,1,0,0
1485174973631.3,1,0,0
1485174976658.61,1,0,0
1485174980095.65,1,0,0
1485174983099.35,1,0,0
1485174986106.22,1,0,0
1485174989113.11,1,0,0
1485174992120,1,0,0
1485174995123.26,1,0,0
1485174998147.02,1,0,0
1485175001155.12,1,0,0
1485175004162.4,1,0,0
1485175007167.15,1,0,0
1485175010173.79,1,0,0
1485175013237.83,1,0,0
1485175016260.82,1,0,0
1485175019352.67,1,0,0
1485175022362.88,1,0,0
1485175025364.96,1,0,0
1485175028419.96,1,0,0
1485175031522.97,1,0,0
1485175034529.82,1,0,0
1485175037536.71,1,0,0
1485175040546.5,1,0,0
1485175043553.98,1,0,0
1485175046557.29,1,0,0
1485175049564.21,1,0,0
1485175052589.22,1,0,0
1485175055614.11,1,0,0
1485175058619.67,1,0,0
1485175061626.57,1,0,0
1485175064656.71,1,0,0
1485175067669.96,1,0,0
1485175070675.83,1,0,0
1485175073681.73,1,0,0
1485175076684.3,1,0,0
1485175079691.05,1,0,0
1485175082700.59,1,0,0
1485175085726.91,1,0,0
1485175088793.02,1,0,0
1485175091800.24,1,0,0
1485175094806.79,1,0,0
1485175097813.61,1,0,0
1485175100820.54,1,0,0
1485175107837.72,1,0,0
1485175110851.22,1,0,0
1485175113899.48,1,0,0
1485175116907.16,1,0,0
1485175119911.23,1,0,0
1485175122913.57,1,0,0
1485175125920.59,1,0,0
1485175128927.36,1,0,0
1485175131934.25,1,0,0
1485175134941.02,1,0,0
1485175137948.61,1,0,0
1485175140954.86,1,0,0
1485175143961.74,1,0,0
1485175146968.51,1,0,0
1485175150121.08,1,0,0
1485175153314.45,1,0,0
1485175156331.58,1,0,0
1485175159339.03,1,0,0
1485175162346.69,1,0,0
1485175169359.97,1,0,0
1485175172424.82,1,0,0
1485175175638.83,1,0,0
1485175178647.27,1,0,0
1485175181653.97,1,0,0
1485175184657.01,1,0,0
1485175187661.19,1,0,0
1485175190690.36,1,0,0
1485175193697.21,1,0,0
1485175196704.05,1,0,0
1485175199711.04,1,0,0
1485175203066.18,1,0,0
1485175206073.01,1,0,0
1485175213085.25,1,0,0
1485175216092.1,1,0,0
1485175219172.47,1,0,0
1485175222186.99,1,0,0
1485175225519.02,1,0,0
1485175228567.94,1,0,0
1485175231578.99,1,0,0
1485175234586.19,1,0,0
1485175237593.08,1,0,0
1485175240601.91,1,0,0
1485175243828.72,1,0,0
1485175246834.45,1,0,0
1485175249844.91,1,0,0
1485175252853.68,1,0,0
1485175255901.35,1,0,0
1485175259093.72,1,0,0
1485175262309.95,1,0,0
1485175265316.64,1,0,0
1485175268323.6,1,0,0
1485175271330.53,1,0,0
1485175274477.6,1,0,0
1485175277483.58,1,0,0
1485175280490.47,1,0,0
1485175283497.2,1,0,0
1485175286510.42,1,0,0
1485175289517.89,1,0,0
1485175292564.47,1,0,0
1485175295590.43,1,0,0
1485175298593.23,1,0,0
1485175302311.93,1,0,0
1485175305318.08,1,0,0
1485175308330.25,1,0,0
1485175311382.79,1,0,0
1485175314390.14,1,0,0
1485175317542.51,1,0,0
1485175320547.08,1,0,0
1485175323570.38,1,0,0
1485175326584.07,1,0,0
1485175329592.16,1,0,0
1485175332598.13,1,0,0
1485175335682.3,1,0,0
1485175338689.27,1,0,0
1485175341696.14,1,0,0
1485175344703.1,1,0,0
1485175347709.94,1,0,0
1485175350716.83,1,0,0
1485175353724.94,1,0,0
1485175356733.66,1,0,0
1485175359767.42,1,0,0
1485175362781.55,1,0,0
1485175365797.64,1,0,0
1485175368862.68,1,0,0
1485175371869.48,1,0,0
1485175375131.65,1,0,0
1485175378777.13,1,0,0
1485175381784.09,1,0,0
1485175384790.94,1,0,0
1485175387797.79,1,0,0
1485175390810.29,1,0,0
1485175393812.81,1,0,0
1485175396836.18,1,0,0
1485175399853.11,1,0,0
1485175402855.46,1,0,0
1485175405862.32,1,0,0
1485175408869.17,1,0,0
1485175411876.11,1,0,0
1485175414883.04,1,0,0
1485175417889.83,1,0,0
1485175420932.88,1,0,0
1485175423961.67,1,0,0
1485175426968.56,1,0,0
1485175429975.43,1,0,0
1485175432998.49,1,0,0
1485175436122.13,1,0,0
1485175439140.19,1,0,0
1485175442145.28,1,0,0
1485175445149.39,1,0,0
1485175448156.14,1,0,0
1485175451162.91,1,0,0
1485175454171.48,1,0,0
1485175457176.69,1,0,0
1485175460183.58,1,0,0
1485175463190.48,1,0,0
1485175466197.36,1,0,0
1485175469204.17,1,0,0
1485175472211.03,1,0,0
1485175475217.95,1,0,0
