timestamp_ms,IRQ_000_IR-IO-APIC-edge_timer,IRQ_001_IR-IO-APIC-edge_i8042,IRQ_008_IR-IO-APIC-edge_rtc0,IRQ_009_IR-IO-APIC-fasteoi_acpi,IRQ_012_IR-IO-APIC-edge_i8042,IRQ_016_IR-IO-APIC-fasteoi_ehci_hcd:usb1_mmc0,IRQ_018_IR-IO-APIC-fasteoi_i801_smbus,IRQ_019_IR-IO-APIC-fasteoi_firewire_ohci,IRQ_023_IR-IO-APIC-fasteoi_ehci_hcd:usb2,IRQ_040_DMAR_MSI-edge_dmar0,IRQ_041_DMAR_MSI-edge_dmar1,IRQ_042_IR-PCI-MSI-edge_ahci,IRQ_043_IR-PCI-MSI-edge_xhci_hcd,IRQ_044_IR-PCI-MSI-edge_i915,IRQ_045_IR-PCI-MSI-edge_mei_me,IRQ_046_IR-PCI-MSI-edge_snd_hda_intel,IRQ_047_IR-PCI-MSI-edge_iwlwifi,IRQ_048_IR-PCI-MSI-edge_em1,IRQ_CAL_Function_call_interrupts,IRQ_ERR,IRQ_IWI_IRQ_work_interrupts,IRQ_LOC_Local_timer_interrupts,IRQ_MCE_Machine_check_exceptions,IRQ_MCP_Machine_check_polls,IRQ_MIS,IRQ_NMI_Non-maskable_interrupts,IRQ_PMI_Performance_monitoring_interrupts,IRQ_RES_Rescheduling_interrupts,IRQ_RTR_APIC_ICR_read_retries,IRQ_SPU_Spurious_interrupts,IRQ_THR_Hypervisor_callback_interrupts,IRQ_THR_Threshold_APIC_interrupts,IRQ_TLB_TLB_shootdowns,IRQ_TRM_Thermal_event_interrupts
1424904563523.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33082698583121,0,0,123.101496189387,0,0,0,8.98308215436066,8.98308215436066,4.99060119686703,0,0,0,0,0.998120239373407,0
1424904566530.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32789381387713,0,0,323.244683869795,0,0,0,17.9580379927664,17.9580379927664,7.64879395988199,0,0,0,0,0,0
1424904569533.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6648630650129,0,0,178.473320569383,0,0,0,4.66161658203613,4.66161658203613,4.99458919503871,0,0,0,0,0.332972613002581,0
1424904572537.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998774777750666,0,0,136.499219625924,0,0,0,4.32802403691955,4.32802403691955,3.99509911100266,0,0,0,0,0,0
1424904575540.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665998500202596,0,0,75.923829023096,0,0,0,1.99799550060779,1.99799550060779,0.332999250101298,0,0,0,0,0,0
1424904578543.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33303802227452,0,0,114.23204164016,0,0,0,3.66341824501972,3.66341824501972,1.33215208909808,0,0,0,0,0,0
1424904581546.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665790053932083,0,0,100.534298143744,0,0,0,2.33026518876229,2.33026518876229,0.665790053932083,0,0,0,0,0.332895026966041,0
1424904584550.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332992563355778,0,0,116.547397174522,0,0,0,1.33197025342311,1.33197025342311,0.665985126711556,0,0,0,0,0,0
1424904587552.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2611612143193,0,0,0,0.666109353006327,0.666109353006327,0.666109353006327,0,0,0,0,0,0
1424904590555.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333059117912116,0,0,141.883184230561,0,0,0,0.666118235824232,0.666118235824232,0,0,0,0,0,0,0
1424904593558.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332908311719218,0,0,61.5880376680553,0,0,0,4.32780805234983,4.32780805234983,2.33035818203452,0,0,0,0,0.998724935157653,0
