timestamp_ms,br0-rx,br0-tx,em1-rx,em1-tx,em2-rx,em2-tx,em3-rx,em3-tx,em4-rx,em4-tx,lbr0-rx,lbr0-tx,lo-rx,lo-tx,ovs-system-rx,ovs-system-tx,p3p1-rx,p3p1-tx,p3p2-rx,p3p2-tx,veth1bdc8f0-rx,veth1bdc8f0-tx,veth5fc8421-rx,veth5fc8421-tx,veth6b17299-rx,veth6b17299-tx,veth7db7cba-rx,veth7db7cba-tx,vethc2c3258-rx,vethc2c3258-tx,vethd05859d-rx,vethd05859d-tx,vlinuxbr-rx,vlinuxbr-tx,vovsbr-rx,vovsbr-tx
1427871353000,3.96034048,1.1927552,0.00294912,0,0,0,0,0,0,0,1.81248,5.3747712,0.90988544,0.90988544,0,0,4.50330624,1.19373824,0,0,1.31334144,2.3580672,0,0,2.92732928,5.33241856,0.40288256,0.25468928,0.00016384,0.0004096,0,0,0,0,0,0
1427871356000,0.841728,0.85475328,0.00262144,0,0,0,0,0,0,0,1.52641536,1.80944896,0.34914304,0.34914304,0,0,0.93995008,0.85377024,0,0,1.28663552,2.28032512,0,0,2.512896,1.74669824,0.39993344,0.25329664,0,0,0,0,0,0,0,0
1427871359000,0.47947776,0.76955648,0.00360448,0,0,0,0,0,0,0,1.41983744,1.38190848,0.21757952,0.21757952,0,0,0.5451776,0.76955648,0,0,1.22986496,1.98098944,0,0,2.15138304,1.30973696,0.38682624,0.2449408,0.00016384,0.0004096,0,0,0,0,0,0
1427871362000,0.18669568,0.731136,0.00352256,0,0,0,0,0,0,0,1.40148736,1.07216896,0.74293248,0.74293248,0,0,0.2347008,0.731136,0,0,1.24755968,1.67256064,0,0,1.79945472,1.00483072,0.39100416,0.24854528,0.00016384,0.0004096,0,0,0,0,0,0
1427871365000,0.2277376,0.6914048,0.0032768,0.0004096,0,0,0,0,0,0,1.23404288,0.96362496,0.20660224,0.20660224,0,0,0.27475968,0.6914048,0,0,0.92291072,0.91348992,0,0,1.12459776,0.8269824,0.33538048,0.21618688,0,0,0,0,0,0,0,0
1427871368000,4.399104,4.92716032,0.00294912,0,0,0,0,0,0,0,4.44178432,5.11000576,0.52764672,0.52764672,0,0,5.08403712,4.92716032,0,0,0.05619712,0.09740288,0,0,5.01530624,5.11942656,0.01196032,0.012288,0.00016384,0.0004096,0,0,0,0,0,0
1427871371000,1.931264,2.15318528,0.03219456,0.00016384,0,0,0,0,0,0,2.05185024,2.36879872,0.03325952,0.03325952,0,0,2.23854592,2.15318528,0,0,0.2019328,0.24567808,0,0,2.31415808,2.36306432,0.05963776,0.04128768,0,0,0,0,0,0,0,0
1427871374000,0.02113536,0.0139264,0.00262144,0,0,0,0,0,0,0,0.014336,0.01015808,0.91824128,0.91824128,0,0,0.02547712,0.0139264,0,0,0.00933888,0.02113536,0,0,0.03342336,0.014336,0.00155648,0.00147456,0.00016384,0.0004096,0,0,0,0,0,0
1427871377000,0.0126976,0.00401408,0.00376832,0,0,0,0,0,0,0,0.00851968,0.00712704,0.4202496,0.4202496,0,0,0.01482752,0.00401408,0,0,0.00729088,0.006144,0,0,0.00761856,0.00565248,0.00237568,0.00270336,0.00032768,0.00049152,0,0,0,0,0,0
1427871380000,0.01114112,0,0.00262144,0,0,0,0,0,0,0,0,0,0.1294336,0.1294336,0,0,0.0126976,0,0,0,0.00016384,0.0004096,0,0,0.0004096,0.00016384,0,0,0,0,0,0,0,0,0,0
1427871383000,0.00958464,0,0.00278528,0,0,0,0,0,0,0,0,0,0.80896,0.80896,0,0,0.01097728,0,0,0,0,0,0,0,0.0004096,0.00016384,0,0,0.00016384,0.0004096,0,0,0,0,0,0
1427871386000,0.01245184,0,0.00294912,0,0,0,0,0,0,0,0,0,0.15958016,0.15958016,0,0,0.01400832,0,0,0,0.00016384,0.0004096,0,0,0.0004096,0.00016384,0,0,0,0,0,0,0,0,0,0
1427871389000,0.01318912,0,0.0024576,0,0,0,0,0,0,0,0,0,0.5320704,0.5320704,0,0,0.01482752,0,0,0,0.00016384,0.0004096,0,0,0.00073728,0.0004096,0,0,0.00016384,0.0004096,0,0,0,0,0,0
1427871392000,0.00581632,0,0.00278528,0,0,0,0,0,0,0,0,0,0.76849152,0.76849152,0,0,0.0069632,0,0,0,0,0,0,0,0.0004096,0.00016384,0,0,0.00016384,0.0004096,0,0,0,0,0,0
1427871395000,0.00770048,0,0.00278528,0,0,0,0,0,0,0,0.0008192,0.00065536,0.20733952,0.20733952,0,0,0.00884736,0,0,0,0.00016384,0.0004096,0,0,0.0012288,0.00090112,0,0,0,0,0,0,0,0,0,0
1427871398000,0.01785856,0.00319488,0.0032768,0,0,0,0,0,0,0,0.0024576,0.01155072,0.42745856,0.42745856,0,0,0.01974272,0.00319488,0,0,0,0,0,0,0.0036864,0.01171456,0,0,0.00016384,0.0004096,0,0,0,0,0,0
1427871401000,0.44228608,0.41590784,0.0024576,0,0,0,0,0,0,0,0.68067328,0.8769536,0.1953792,0.1953792,0,0,0.51380224,0.41590784,0,0,0.56057856,0.6877184,0,0,0.8343552,0.83959808,0.145408,0.10248192,0,0,0,0,0,0,0,0
