timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23
1427871374000,1199.76,1199.92,1200.00,1200.00,1200.00,1200.00,1199.92,1199.92,1199.92,1200.07,1200.07,1199.92,1200.00,1199.92,1200.07,1200.00,1200.00,1199.92,1200.00,1199.68,1199.92,1199.92,1199.92,1199.92
1427871377000,1200.46,1200.00,1200.00,1200.39,1199.92,1200.00,1200.07,1200.00,1200.00,1199.92,1200.00,1200.00,1200.00,1199.92,1199.84,1199.76,1200.00,1199.92,1199.92,1200.00,1200.15,1199.76,1199.92,1200.00
1427871380000,1200.00,1199.92,1200.00,1199.92,1200.07,1200.00,1199.84,1199.92,1200.00,1199.92,1199.92,1200.00,1200.00,1199.92,1200.00,1199.92,1199.92,1199.84,1200.15,1200.07,1199.92,1199.92,1199.92,1199.92
1427871383000,1199.92,1200.00,1199.84,1199.84,1199.92,1200.07,1200.00,1200.00,1200.00,1200.00,1199.92,1199.92,1199.92,1199.92,1200.00,1200.00,1199.92,1199.92,1200.00,1199.76,1199.92,1199.92,1200.00,1200.00
1427871386000,1200.07,1200.07,1200.07,1200.00,1199.92,1200.00,1200.00,1199.92,1199.92,1200.00,1200.00,1200.00,1200.00,1199.92,1199.92,1199.84,1199.92,1199.92,1200.00,1200.07,1199.92,1200.00,1199.92,1199.92
1427871389000,1198.75,1199.92,1200.00,1200.15,1200.07,1199.92,1200.00,1200.07,1199.68,1199.92,1200.00,1200.00,1199.92,1199.92,1199.92,1199.76,1199.92,1200.00,1200.00,1200.00,1199.92,1200.46,1199.92,1199.92
1427871392000,1200.00,1200.00,1199.92,1199.84,1199.92,1200.00,1200.00,1200.00,1200.00,1200.07,1200.00,1199.92,1200.00,1199.92,1200.00,1199.53,1199.92,1199.92,1200.07,1199.92,1199.92,1200.07,1199.92,1199.92
1427871395000,1199.92,1200.39,1200.07,1200.00,1199.92,1200.00,1200.00,1199.92,1200.15,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1200.00,1199.92,1200.00,1199.92,1199.92,1199.92
1427871398000,1200.00,1200.15,1199.92,1200.00,1200.00,1200.15,1200.00,1199.92,1200.00,1199.76,1200.07,1199.84,1200.00,1199.92,1199.92,1199.92,1199.92,1199.92,1200.00,1200.00,1200.00,1199.92,1199.92,1199.92
1427871401000,1199.92,1200.00,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1199.92,1200.07,1199.92,1199.92,1199.92,1199.92,1199.92,1200.00,1200.07,1199.92,1199.92,1200.00
