timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23
1459956714000,0,0,57.73,0,0,100,52,100,0,0,0,0,0,0,1.01,0,2.97,0,0,0,0,0,0,0
1459956715000,0,0,56.25,0,0.99,100,51,100,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
1459956716000,0,0,57.14,0,0,100,52,100,0,0,0,0,0.99,0,1,0,2,0,1.96,0,0,0,0,0
1459956717000,0,0,57.72,0,0,100,51.51,100,0,0,0,0,0,0,2,0,1.01,0,0,0,0.99,0,0,0
1459956718000,0,0,56.25,0,49.5,100,3.96,100,0,0,0,0,0,0,1,0,1.98,0,0,0,0,0,0,0
1459956719000,0,0,57.29,0,3,100,48.48,100,0,0,0,0,0,0,2.97,0,1.01,0,0.99,0,0,0,0,0
1459956720000,0,0,56.7,0,48,100,3.96,100,0,0,0,0,0,0,1,0,1.98,0,1,0,0,0,0,0
1459956721000,0,0,57.72,0,3.03,100,49,100,0,0,0,0,0,0,1.01,0,1.01,0,1,0,0.99,0,0,0
1459956722000,0,0,55.79,0,48.51,100,3,100,0,0,0,0,0,0,1.98,0,1.98,0,0,0,0.99,0,0,0
1459956723000,0,0,57.14,0,51.51,100,1.98,100,0,0,0,0,0,0,2,0,1.01,0,1.98,0,0,0,0,0.99
1459956724000,0,0,56.84,0,3.96,100,47.47,100,0,0,0,0,0,0,1.01,0,2,0,0,0,0,0,0,0
1459956725000,0,0,56.7,0,1,100,51.51,100,0,0,0,0,0,0,1.98,0,1,0,1,0,0,0,0,0
1459956726000,0,0,57.72,0,1,100,50.5,100,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
1459956727000,0,0,56.12,0,49.49,100,5.88,100,0,0,0,0,0,0,1,0,1,0,1.98,0,0,0,0,0
1459956728000,0,0,63.92,0,4.95,100,40.82,100,0,0,0,0,0,0,2,0,2,0,0,0,0.99,0,0,0
1459956729000,0,0,51.04,0,54.08,100,3,100,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1459956730000,0,0,63.92,0,5.94,100,41.58,100,0,0,0,0,0,0,2,0,2,0,1.98,0,0,0,0,0
1459956731000,0,0,64.59,0,40.4,100,3.03,100,0.99,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1459956732000,0,0,64.95,0,45,100,1,100,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
1459956733000,0,0,51.03,0,4,100,53.53,100,0,0,0,0,0,0,1,0,1.01,0,1.98,0,0.99,0,0,0.99
1459956734000,0,0,49.48,0,0,100,59,100,0,0,0,0,0,0,2,0,1.98,0,0,0,0,0,0,0
1459956735000,0,0,63.54,0,0,100,45.45,100,0,0,0,0,0,0,1,0,1.01,0,0,0,0,0,0,0
1459956736000,0,0,65.31,0,1,100,43.43,100,0,0,0,0,0,0,2.97,0,1.98,0,1.96,0,0,0,0,0
1459956737000,0,0,64.29,0,40.4,100,4.95,100,0,0,0,0,0,0,1.01,0,1.01,0,0,0,1,0,0,0
1459956738000,0,0,51.04,0,5.05,100,52.52,100,0,0,0,0,0,0,1.98,0,1.98,0,1,0,0,0,0,0
1459956739000,0,0,49.99,0,0.99,100,58.58,100,0,0,0,0,0,0,1.01,0,1.01,0,0.99,0,0,0,0,0
1459956740000,0,0,50,0,0,100,58,100,0,0,0,0,0,0,1.98,0,1.98,0,1,0,0,0,0,0
1459956741000,0,0,63.27,0,1,100,45.45,100,0,0,0,0,0,0,2,0,1.01,0,0,0,0,0,0,0
1459956742000,0,0,51.03,0,52.47,100,5.94,100,0,0,0,0,0,0,1,0,2.97,0,0.99,0,0.99,0,0,0
1459956743000,0,0,50.51,0,16,100,42.42,100,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.99
1459956744000,0,0,62.1,0,0,100,47,100,0,0,0,0,0,0,1,0,1.01,0,1,0,0,0,0,0
1459956745000,0,0,65.31,0,39.6,100,4.04,100,0,0,0,0,0,0,2,0,1.98,0,0.99,0,0,0,0,0
1459956746000,0,0,64.95,0,6.06,100,38,100,0,0,0,0,0,0,1,0,1.01,0,1,0,0,0,0,0
1459956747000,0,0,51.54,0,0,100,57.42,100,0,0,0,0,0,0,2,0,1.98,0,0,0,1,0,0,0
1459956748000,0,0,62.89,0,38,100,8.08,100,0.99,0,0,0,0,0,1,0,1.01,0,1,0,0,0,0,0
1459956749000,1,0,49.99,0,6,100,51.51,100,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
1459956750000,0,0,49.48,0,0,100,59.4,100,0,0,0,0,0,0,1.01,0,1,0,1.98,0,0,0,0,0
1459956751000,0,0,51.58,0,1,100,15,100,0,0,40,0,0,0,1.98,0,2,0,0,0,0,0,0,0
1459956752000,0,0,63.27,0,38,100,0,100,0,0,9,0,0,0,2,0,1,0,0.99,0,0.99,0,0,0
1459956753000,0,0,59.38,0,7,100,45.54,100,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.99
1459956754000,0,0,49.48,0,1,100,58.58,100,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0
