timestamp_ms,heap_max_in_bytes,heap_used_in_bytes
1485174499222,2077753344,305459792
1485174502370,2077753344,255663416
1485174505466,2077753344,313631512
1485174508509,2077753344,317154032
1485174511524,2077753344,348522168
1485174514539,2077753344,261494168
1485174517555,2077753344,277228264
1485174520574,3116630016,330858992
1485174523622,3116630016,402166728
1485174527123,3116630016,508769696
1485174530312,3116630016,342552472
1485174533333,3116630016,376608424
1485174536511,3116630016,333394176
1485174539757,3116630016,426605280
1485174543076,3116630016,374115432
1485174546218,3116630016,454335032
1485174549488,3116630016,452881080
1485174553100,3116630016,363057232
1485174556121,3116630016,350066992
1485174559369,3116630016,406963648
1485174562389,3116630016,372272792
1485174565734,3116630016,387851656
1485174568761,3116630016,388047344
1485174572019,3116630016,429276816
1485174575138,3116630016,489074256
1485174578380,3116630016,499074504
1485174581502,3116630016,399705120
1485174584516,3116630016,405718200
1485174587691,3116630016,460781984
1485174590951,3116630016,450242280
1485174594094,3116630016,536247208
1485174597162,3116630016,429521184
1485174600231,3116630016,462361216
1485174603246,3116630016,420606304
1485174606333,3116630016,435765240
1485174609562,3116630016,499784016
1485174613115,3116630016,437020536
1485174616603,3116630016,477235712
1485174619961,3116630016,495909392
1485174623470,3116630016,513861832
1485174626862,3116630016,454440592
1485174630110,3116630016,491586328
1485174633186,3116630016,500156328
1485174636212,3116630016,459512776
1485174641475,3116630016,418044544
1485174644944,3116630016,498799600
1485174647976,3116630016,529768912
1485174651219,3116630016,479136288
1485174654309,3116630016,394849672
1485174657324,3116630016,437269904
1485174660354,3116630016,453922664
1485174663698,3116630016,475738696
1485174666831,3116630016,511356672
1485174669885,3116630016,467731368
1485174672963,3116630016,563648384
1485174676361,3116630016,443279920
1485174679460,3116630016,470158152
1485174682572,3116630016,476531296
1485174685950,3116630016,474606080
1485174689331,3116630016,572660952
1485174692472,3116630016,483159856
1485174695562,3116630016,314134528
1485174699071,3116630016,394215144
1485174702146,3116630016,428740832
1485174706716,3116630016,397925936
1485174709893,3116630016,438498616
1485174712972,3116630016,496250560
1485174716026,3116630016,531649528
1485174719762,3116630016,493310264
1485174722782,3116630016,477467056
1485174725800,3116630016,475196392
1485174729321,3116630016,536351936
1485174732426,3116630016,554158056
1485174735636,3116630016,532345472
1485174738668,3116630016,512607712
1485174742303,3116630016,442272304
1485174745456,3116630016,409140288
1485174748478,3116630016,507510096
1485174751867,3116630016,354982616
1485174755052,3116630016,490802888
1485174758307,3116630016,520952192
1485174761328,3116630016,474397424
1485174764860,3116630016,537735608
1485174768032,3116630016,574319744
1485174771390,3116630016,412458216
1485174774427,3116630016,418836344
1485174777489,3116630016,525649920
1485174780520,3116630016,398730040
1485174783992,3116630016,430365024
1485174788792,3116630016,430498696
1485174791968,3116630016,499285736
1485174795672,3116630016,507237016
1485174798968,3116630016,479866376
1485174802460,3116630016,475973712
1485174805996,3116630016,377659376
1485174809071,3116630016,512647624
1485174812147,3116630016,606153080
1485174815411,3116630016,538742336
1485174819951,3116630016,429916832
1485174823230,3116630016,330345432
1485174826525,3116630016,398050208
1485174831473,3116630016,412643344
1485174834627,3116630016,385597928
1485174837735,3116630016,543307720
1485174840844,3116630016,460091720
1485174844924,3116630016,555238536
1485174848643,3116630016,425677856
1485174851917,3116630016,302371224
1485174855399,3116630016,442291240
1485174858864,3116630016,474814256
1485174861890,3116630016,491253872
1485174866113,3116630016,379959144
1485174870051,3116630016,409007416
1485174873141,3116630016,498751048
1485174876199,3116630016,531079128
1485174880220,3116630016,398849424
1485174883509,3116630016,422918784
1485174887150,3116630016,467751648
1485174890980,3116630016,488978520
1485174894264,3116630016,543533744
1485174897949,3116630016,443978392
1485174901851,3116630016,403048248
1485174905161,3116630016,468121560
1485174908671,3116630016,389911760
1485174912559,3116630016,388436480
1485174915951,3116630016,528913296
1485174919269,3116630016,452404976
1485174922366,3116630016,418652016
1485174925445,3116630016,458724136
1485174928720,3116630016,499832336
1485174931800,3116630016,422995032
1485174936219,3116630016,480052696
1485174939240,3116630016,508781824
1485174942552,3116630016,498782680
1485174945855,3116630016,440163616
1485174949060,3116630016,443584536
1485174952234,3116630016,507760216
1485174955653,3116630016,495858640
1485174959436,3116630016,504290696
1485174962541,3116630016,406409096
1485174966053,3116630016,423960736
1485174969809,3116630016,461386904
1485174972877,3116630016,512922448
1485174976257,3116630016,577510424
1485174980471,3116630016,460122136
1485174983674,3116630016,439398384
1485174987021,3116630016,408440448
1485174990719,3116630016,450727808
1485174993831,3116630016,476409752
1485174997107,3116630016,496465800
1485175001194,3116630016,484967720
1485175004454,3116630016,526429352
1485175007476,3116630016,467226120
1485175011968,3116630016,513420160
1485175015076,3116630016,381773600
1485175019611,3116630016,474685080
1485175023118,3116630016,410968240
1485175026225,3116630016,531735320
1485175029864,3116630016,512444344
1485175033800,3116630016,436189856
1485175036962,3116630016,435460248
1485175040704,3116630016,341851328
1485175044896,3116630016,428644200
1485175048223,3116630016,447794448
1485175051864,3116630016,513031344
1485175055729,3116630016,484426720
1485175059188,3116630016,499394768
1485175062475,3116630016,470377552
1485175066312,3116630016,446416984
1485175069558,3116630016,502843872
1485175072744,3116630016,437706320
1485175076818,3116630016,386735496
1485175080690,3116630016,506912696
1485175083748,3116630016,555967752
1485175087168,3116630016,363651968
1485175090580,3116630016,361639024
1485175093674,3116630016,410239720
1485175097660,3116630016,460647184
1485175100763,3116630016,481974680
1485175106374,3116630016,468429552
1485175109397,3116630016,506931000
1485175112821,3116630016,529337224
1485175116516,3116630016,441438800
1485175119533,3116630016,424889840
1485175122610,3116630016,411476264
1485175125825,3116630016,464303896
1485175129598,3116630016,469410200
1485175132617,3116630016,557160816
1485175135675,3116630016,596894944
1485175138691,3116630016,432359960
1485175143750,3116630016,424595304
1485175147204,3116630016,427398392
1485175151307,3116630016,514178640
1485175154464,3116630016,474603688
1485175157863,3116630016,479476040
1485175161711,3116630016,549819488
1485175164737,3116630016,459617280
1485175168063,3116630016,525541864
1485175172018,3116630016,489578608
1485175175122,3116630016,417209288
1485175178511,3116630016,449814400
1485175182875,3116630016,464450880
1485175186909,3116630016,445050048
1485175190004,3116630016,521920776
1485175193954,3116630016,534719048
1485175197040,3116630016,557484384
1485175200639,3116630016,482433272
1485175204772,3116630016,489691128
1485175207784,3116630016,418433880
1485175210846,3116630016,430748808
1485175214123,3116630016,461288608
1485175217563,3116630016,428243312
1485175220702,3116630016,585670008
1485175223716,3116630016,497688880
1485175226802,3116630016,412866184
1485175229964,3116630016,522375576
1485175232988,3116630016,498786432
1485175236084,3116630016,517629024
1485175239574,3116630016,525484072
1485175243078,3116630016,400957256
1485175246417,3116630016,474359960
1485175250126,3116630016,515302688
1485175253657,3116630016,481769672
1485175257106,3116630016,526645896
1485175261428,3116630016,469766168
1485175264973,3116630016,419722576
1485175267991,3116630016,444303120
1485175271403,3116630016,515937096
1485175274455,3116630016,499807144
1485175277551,3116630016,493966320
1485175280590,3116630016,389551056
1485175283651,3116630016,410459856
1485175286746,3116630016,458906144
1485175290123,3116630016,464811064
1485175293719,3116630016,540145960
1485175297033,3116630016,483101824
1485175300775,3116630016,445440584
1485175304335,3116630016,354494240
1485175307777,3116630016,376282264
1485175310953,3116630016,451503624
1485175314632,3116630016,476774392
1485175318280,3116630016,500813800
1485175321546,3116630016,370522576
1485175324974,3116630016,436852216
1485175328156,3116630016,430111352
1485175331854,3116630016,464909472
1485175335555,3116630016,581947600
1485175338873,3116630016,404789344
1485175342125,3116630016,403028096
1485175345296,3116630016,439838336
1485175348350,3116630016,443853912
1485175352854,3116630016,382185192
1485175356386,3116630016,482241128
1485175359662,3116630016,449950136
1485175362924,3116630016,444959192
1485175365988,3116630016,509363872
1485175369618,3116630016,541078552
1485175374039,3116630016,461316416
1485175377146,3116630016,396234320
1485175380559,3116630016,474852312
1485175384466,3116630016,461809800
1485175387708,3116630016,512161232
1485175391212,3116630016,471288488
1485175394826,3116630016,402288224
1485175398209,3116630016,531731520
1485175401675,3116630016,564638400
1485175405372,3116630016,373489040
1485175408483,3116630016,361461928
1485175411738,3116630016,469227512
1485175414868,3116630016,481373440
1485175417887,3116630016,439213360
1485175420927,3116630016,372602152
1485175424034,3116630016,370530536
1485175427219,3116630016,467138296
1485175430368,3116630016,430394496
1485175433549,3116630016,398384080
1485175436574,3116630016,341998480
1485175439830,3116630016,433586464
1485175443182,3116630016,461985480
1485175446260,3116630016,416526704
1485175449281,3116630016,368215512
1485175452466,3116630016,352392056
1485175455545,3116630016,405835112
1485175458615,3116630016,384188816
1485175461628,3116630016,414497744
1485175464651,3116630016,452096456
1485175467779,3116630016,469146688
1485175470799,3116630016,424713688
1485175473809,3116630016,426647176
1485175476852,3116630016,419443824
