timestamp_ms,size_in_bytes
1485174630110,615738106
1485174633186,604635739
1485174636212,605644314
1485174641475,626660277
1485174644944,615663616
1485174647976,615663616
1485174651219,609123342
1485174654309,602286614
1485174657324,612405722
1485174660354,604337146
1485174663698,573916855
1485174666831,586442787
1485174669885,609777953
1485174672963,616787759
1485174676361,631500331
1485174679460,631500331
1485174682572,636408339
1485174685950,647159075
1485174689331,648961930
1485174692472,652679162
1485174695562,655793013
1485174699071,677391509
1485174702146,681885507
1485174706716,701956456
1485174709893,712084750
1485174712972,716399817
1485174716026,721041815
1485174719762,752135389
1485174722782,753020645
1485174725800,756269690
1485174729321,742545766
1485174732426,760876768
1485174735636,764603023
1485174738668,766057311
1485174742303,798551507
1485174745456,800445244
1485174748478,803923573
1485174751867,806515431
1485174755052,804556701
1485174758307,815017870
1485174761328,815738642
1485174764860,838427595
1485174768032,841112470
1485174771390,848122425
1485174774427,849306123
1485174777489,856371932
1485174780520,845742785
1485174783992,852493188
1485174788792,846472257
1485174791968,856774540
1485174795672,839508594
1485174798968,841669860
1485174802460,846707478
1485174805996,847472016
1485174809071,857223190
1485174812147,854848156
1485174815411,861523589
1485174819951,875743004
1485174823230,885606326
1485174826525,895591968
1485174831473,916717932
1485174834627,917132996
1485174837735,924209096
1485174840844,939623869
1485174844924,953208048
1485174848643,955817653
1485174851917,969829291
1485174855399,979513243
1485174858864,1009231890
1485174861890,1009231890
1485174866113,1021439827
1485174870051,1050382817
1485174873141,1053626978
1485174876199,1064428140
1485174880220,1086503569
1485174883509,1070403982
1485174887150,1079719984
1485174890980,1077042548
1485174894264,1109847632
1485174897949,1119569833
1485174901851,1117020748
1485174905161,1134614013
1485174908671,1139714997
1485174912559,1113129143
1485174915951,1126514789
1485174919269,1137179573
1485174922366,1142943906
1485174925445,1133088519
1485174928720,1141952227
1485174931800,1119397930
1485174936219,1119171016
1485174939240,1119548014
1485174942552,1127653232
1485174945855,1135509926
1485174949060,1145148642
1485174952234,1153966236
1485174955653,1140271355
1485174959436,1142983348
1485174962541,1111892421
1485174966053,1122506269
1485174969809,1102968920
1485174972877,1111553521
1485174976257,1117045596
1485174980471,1091461120
1485174983674,1070585650
1485174987021,1078531603
1485174990719,1092226620
1485174993831,1100866357
1485174997107,1112023228
1485175001194,1112450077
1485175004454,1119596901
1485175007476,1130722356
1485175011968,1148711356
1485175015076,1148950374
1485175019611,1166703752
1485175023118,1187157721
1485175026225,1193577305
1485175029864,1191207309
1485175033800,1202403237
1485175036962,1203413058
1485175040704,1209114800
1485175044896,1221277844
1485175048223,1238387543
1485175051864,1251654816
1485175055729,1267909245
1485175059188,1277819517
1485175062475,1265011898
1485175066312,1287413472
1485175069558,1288710380
1485175072744,1288746450
1485175076818,1281452885
1485175080690,1289214165
1485175083748,1297115110
1485175087168,1287503384
1485175090580,1301302475
1485175093674,1308365829
1485175097660,1322259103
1485175100763,1315727629
1485175106374,1302513307
1485175109397,1320663726
1485175112821,1326796828
1485175116516,1310384873
1485175119533,1324542295
1485175122610,1324542295
1485175125825,1325612634
1485175129598,1356399225
1485175132617,1335701162
1485175135675,1339480306
1485175138691,1349837010
1485175143750,1369492109
1485175147204,1392226322
1485175151307,1411050760
1485175154464,1413274659
1485175157863,1424811152
1485175161711,1435891830
1485175164737,1437255208
1485175168063,1450992612
1485175172018,1484593451
1485175175122,1486013245
1485175178511,1481946552
1485175182875,1489909357
1485175186909,1499234724
1485175190004,1508461251
1485175193954,1498199356
1485175197040,1498990065
1485175200639,1492529669
1485175204772,1516044835
1485175207784,1517926244
1485175210846,1530039613
1485175214123,1506658803
1485175217563,1489671033
1485175220702,1481933518
1485175223716,1463864171
1485175226802,1455800108
1485175229964,1468997753
1485175232988,1474833636
1485175236084,1468689142
1485175239574,1466014652
1485175243078,1499578833
1485175246417,1516501977
1485175250126,1530176556
1485175253657,1553753528
1485175257106,1570655189
1485175261428,1569130249
1485175264973,1585827686
1485175267991,1600396980
1485175271403,1605737305
1485175274455,1607947462
1485175277551,1632169430
1485175280590,1634043565
1485175283651,1628495137
1485175286746,1648264801
1485175290123,1636286730
1485175293719,1654712765
1485175297033,1662198930
1485175300775,1663308182
1485175304335,1641152589
1485175307777,1656304483
1485175310953,1671856922
1485175314632,1669330337
1485175318280,1595437720
1485175321546,1608176362
1485175324974,1602747414
1485175328156,1615704694
1485175331854,1641277326
1485175335555,1651274697
1485175338873,1657068856
1485175342125,1663797621
1485175345296,1671205470
1485175348350,1676581317
1485175352854,1670382970
1485175356386,1684490807
1485175359662,1674912737
1485175362924,1683463254
1485175365988,1662250277
1485175369618,1665962993
1485175374039,1691831310
1485175377146,1700327722
1485175380559,1727037678
1485175384466,1752284418
1485175387708,1760240431
1485175391212,1760467492
1485175394826,1815275549
1485175398209,1820194311
1485175401675,1826864240
1485175405372,1835537964
1485175408483,1845626523
1485175411738,1864599795
1485175414868,1872855899
1485175417887,1906921130
1485175420927,1903814563
1485175424034,1950320806
1485175427219,1987881579
1485175430368,2018840778
1485175433549,2042876557
1485175436574,2042876557
1485175439830,2054560155
1485175443182,2097673279
1485175446260,2157482378
1485175449281,2146417334
1485175452466,2181329605
1485175455545,2167449829
1485175458615,2156239948
1485175461628,2138574353
1485175464651,2111043078
1485175467779,2164172296
1485175470799,2069939705
1485175473809,2069939705
1485175476852,2018727807
