timestamp_ms,count,deleted
1485174783992,15781,0
1485174788792,15873,0
1485174791968,16024,0
1485174795672,16107,0
1485174798968,16230,0
1485174802460,16366,0
1485174805996,16392,0
1485174809071,16580,0
1485174812147,16813,0
1485174815411,16825,0
1485174819951,17025,0
1485174823230,17139,0
1485174826525,17260,0
1485174831473,17349,0
1485174834627,17446,0
1485174837735,17551,0
1485174840844,17653,0
1485174844924,17714,0
1485174848643,17889,0
1485174851917,17951,0
1485174855399,18044,0
1485174858864,18210,0
1485174861890,18240,0
1485174866113,18414,0
1485174870051,18484,0
1485174873141,18552,0
1485174876199,18595,0
1485174880220,18768,0
1485174883509,18872,0
1485174887150,18893,0
1485174890980,19047,0
1485174894264,19047,0
1485174897949,19188,0
1485174901851,19277,0
1485174905161,19424,0
1485174908671,19508,0
1485174912559,19510,0
1485174915951,19570,0
1485174919269,19658,0
1485174922366,19752,0
1485174925445,19904,0
1485174928720,20009,0
1485174931800,20027,0
1485174936219,20114,0
1485174939240,20206,0
1485174942552,20312,0
1485174945855,20398,0
1485174949060,20474,0
1485174952234,20506,0
1485174955653,20630,0
1485174959436,20794,0
1485174962541,20876,0
1485174966053,21037,0
1485174969809,21154,0
1485174972877,21255,0
1485174976257,21422,0
1485174980471,21422,0
1485174983674,21601,0
1485174987021,21678,0
1485174990719,21744,0
1485174993831,21897,0
1485174997107,21995,0
1485175001194,22105,0
1485175004454,22261,0
1485175007476,22409,0
1485175011968,22409,0
1485175015076,22523,0
1485175019611,22720,0
1485175023118,22799,0
1485175026225,22956,0
1485175029864,23082,0
1485175033800,23175,0
1485175036962,23284,0
1485175040704,23366,0
1485175044896,23463,0
1485175048223,23654,0
1485175051864,23683,0
1485175055729,23717,0
1485175059188,23881,0
1485175062475,23967,0
1485175066312,23977,0
1485175069558,24182,0
1485175072744,24246,0
1485175076818,24326,0
1485175080690,24445,0
1485175083748,24472,0
1485175087168,24619,0
1485175090580,24677,0
1485175093674,24827,0
1485175097660,24881,0
1485175100763,24971,0
1485175106374,25168,0
1485175109397,25168,0
1485175112821,25335,0
1485175116516,25510,0
1485175119533,25540,0
1485175122610,25740,0
1485175125825,25740,0
1485175129598,25800,0
1485175132617,25893,0
1485175135675,25967,0
1485175138691,26045,0
1485175143750,26274,0
1485175147204,26371,0
1485175151307,26455,0
1485175154464,26549,0
1485175157863,26703,0
1485175161711,26854,0
1485175164737,26912,0
1485175168063,26977,0
1485175172018,26983,0
1485175175122,27136,0
1485175178511,27275,0
1485175182875,27299,0
1485175186909,27516,0
1485175190004,27587,0
1485175193954,27590,0
1485175197040,27690,0
1485175200639,27717,0
1485175204772,27793,0
1485175207784,27959,0
1485175210846,28092,0
1485175214123,28178,0
1485175217563,28251,0
1485175220702,28391,0
1485175223716,28473,0
1485175226802,28473,0
1485175229964,28547,0
1485175232988,28686,0
1485175236084,28762,0
1485175239574,28916,0
1485175243078,29080,0
1485175246417,29235,0
1485175250126,29237,0
1485175253657,29405,0
1485175257106,29468,0
1485175261428,29575,0
1485175264973,29639,0
1485175267991,29698,0
1485175271403,29731,0
1485175274455,29873,0
1485175277551,29971,0
1485175280590,30022,0
1485175283651,30163,0
1485175286746,30249,0
1485175290123,30340,0
1485175293719,30471,0
1485175297033,30480,0
1485175300775,30689,0
1485175304335,30764,0
1485175307777,30786,0
1485175310953,30962,0
1485175314632,30996,0
1485175318280,31165,0
1485175321546,31302,0
1485175324974,31437,0
1485175328156,31532,0
1485175331854,31546,0
1485175335555,31645,0
1485175338873,31697,0
1485175342125,31800,0
1485175345296,31804,0
1485175348350,32065,0
1485175352854,32160,0
1485175356386,32280,0
1485175359662,32436,0
1485175362924,32601,0
1485175365988,32720,0
1485175369618,32817,0
1485175374039,32922,0
1485175377146,32974,0
1485175380559,33139,0
1485175384466,33170,0
1485175387708,33363,0
1485175391212,33454,0
1485175394826,33554,0
1485175398209,33781,0
1485175401675,33911,0
1485175405372,34086,0
1485175408483,34227,0
1485175411738,34447,0
1485175414868,34699,0
1485175417887,34911,0
1485175420927,35179,0
1485175424034,35307,0
1485175427219,35625,0
1485175430368,35967,0
1485175433549,36101,0
1485175436574,36308,0
1485175439830,36547,0
1485175443182,36712,0
1485175446260,36864,0
1485175449281,36864,0
1485175452466,37097,0
1485175455545,37126,0
1485175458615,37126,0
1485175461628,37243,0
1485175464651,37291,0
1485175467779,37291,0
1485175470799,37461,0
1485175473809,37461,0
1485175476852,37646,0
