timestamp_ms,client,data_only,master_data,master_only,total
1485174819951,0,0,3,0,3
1485174823230,0,0,3,0,3
1485174826525,0,0,3,0,3
1485174831473,0,0,3,0,3
1485174834627,0,0,3,0,3
1485174837735,0,0,3,0,3
1485174840844,0,0,3,0,3
1485174844924,0,0,3,0,3
1485174848643,0,0,3,0,3
1485174851917,0,0,3,0,3
1485174855399,0,0,3,0,3
1485174858864,0,0,3,0,3
1485174861890,0,0,3,0,3
1485174866113,0,0,3,0,3
1485174870051,0,0,3,0,3
1485174873141,0,0,3,0,3
1485174876199,0,0,3,0,3
1485174880220,0,0,3,0,3
1485174883509,0,0,3,0,3
1485174887150,0,0,3,0,3
1485174890980,0,0,3,0,3
1485174894264,0,0,3,0,3
1485174897949,0,0,3,0,3
1485174901851,0,0,3,0,3
1485174905161,0,0,3,0,3
1485174908671,0,0,3,0,3
1485174912559,0,0,3,0,3
1485174915951,0,0,3,0,3
1485174919269,0,0,3,0,3
1485174922366,0,0,3,0,3
1485174925445,0,0,3,0,3
1485174928720,0,0,3,0,3
1485174931800,0,0,3,0,3
1485174936219,0,0,3,0,3
1485174939240,0,0,3,0,3
1485174942552,0,0,3,0,3
1485174945855,0,0,3,0,3
1485174949060,0,0,3,0,3
1485174952234,0,0,3,0,3
1485174955653,0,0,3,0,3
1485174959436,0,0,3,0,3
1485174962541,0,0,3,0,3
1485174966053,0,0,3,0,3
1485174969809,0,0,3,0,3
1485174972877,0,0,3,0,3
1485174976257,0,0,3,0,3
1485174980471,0,0,3,0,3
1485174983674,0,0,3,0,3
1485174987021,0,0,3,0,3
1485174990719,0,0,3,0,3
1485174993831,0,0,3,0,3
1485174997107,0,0,3,0,3
1485175001194,0,0,3,0,3
1485175004454,0,0,3,0,3
1485175007476,0,0,3,0,3
1485175011968,0,0,3,0,3
1485175015076,0,0,3,0,3
1485175019611,0,0,3,0,3
1485175023118,0,0,3,0,3
1485175026225,0,0,3,0,3
1485175029864,0,0,3,0,3
1485175033800,0,0,3,0,3
1485175036962,0,0,3,0,3
1485175040704,0,0,3,0,3
1485175044896,0,0,3,0,3
1485175048223,0,0,3,0,3
1485175051864,0,0,3,0,3
1485175055729,0,0,3,0,3
1485175059188,0,0,3,0,3
1485175062475,0,0,3,0,3
1485175066312,0,0,3,0,3
1485175069558,0,0,3,0,3
1485175072744,0,0,3,0,3
1485175076818,0,0,3,0,3
1485175080690,0,0,3,0,3
1485175083748,0,0,3,0,3
1485175087168,0,0,3,0,3
1485175090580,0,0,3,0,3
1485175093674,0,0,3,0,3
1485175097660,0,0,3,0,3
1485175100763,0,0,3,0,3
1485175106374,0,0,3,0,3
1485175109397,0,0,3,0,3
1485175112821,0,0,3,0,3
1485175116516,0,0,3,0,3
1485175119533,0,0,3,0,3
1485175122610,0,0,3,0,3
1485175125825,0,0,3,0,3
1485175129598,0,0,3,0,3
1485175132617,0,0,3,0,3
1485175135675,0,0,3,0,3
1485175138691,0,0,3,0,3
1485175143750,0,0,3,0,3
1485175147204,0,0,3,0,3
1485175151307,0,0,3,0,3
1485175154464,0,0,3,0,3
1485175157863,0,0,3,0,3
1485175161711,0,0,3,0,3
1485175164737,0,0,3,0,3
1485175168063,0,0,3,0,3
1485175172018,0,0,3,0,3
1485175175122,0,0,3,0,3
1485175178511,0,0,3,0,3
1485175182875,0,0,3,0,3
1485175186909,0,0,3,0,3
1485175190004,0,0,3,0,3
1485175193954,0,0,3,0,3
1485175197040,0,0,3,0,3
1485175200639,0,0,3,0,3
1485175204772,0,0,3,0,3
1485175207784,0,0,3,0,3
1485175210846,0,0,3,0,3
1485175214123,0,0,3,0,3
1485175217563,0,0,3,0,3
1485175220702,0,0,3,0,3
1485175223716,0,0,3,0,3
1485175226802,0,0,3,0,3
1485175229964,0,0,3,0,3
1485175232988,0,0,3,0,3
1485175236084,0,0,3,0,3
1485175239574,0,0,3,0,3
1485175243078,0,0,3,0,3
1485175246417,0,0,3,0,3
1485175250126,0,0,3,0,3
1485175253657,0,0,3,0,3
1485175257106,0,0,3,0,3
1485175261428,0,0,3,0,3
1485175264973,0,0,3,0,3
1485175267991,0,0,3,0,3
1485175271403,0,0,3,0,3
1485175274455,0,0,3,0,3
1485175277551,0,0,3,0,3
1485175280590,0,0,3,0,3
1485175283651,0,0,3,0,3
1485175286746,0,0,3,0,3
1485175290123,0,0,3,0,3
1485175293719,0,0,3,0,3
1485175297033,0,0,3,0,3
1485175300775,0,0,3,0,3
1485175304335,0,0,3,0,3
1485175307777,0,0,3,0,3
1485175310953,0,0,3,0,3
1485175314632,0,0,3,0,3
1485175318280,0,0,3,0,3
1485175321546,0,0,3,0,3
1485175324974,0,0,3,0,3
1485175328156,0,0,3,0,3
1485175331854,0,0,3,0,3
1485175335555,0,0,3,0,3
1485175338873,0,0,3,0,3
1485175342125,0,0,3,0,3
1485175345296,0,0,3,0,3
1485175348350,0,0,3,0,3
1485175352854,0,0,3,0,3
1485175356386,0,0,3,0,3
1485175359662,0,0,3,0,3
1485175362924,0,0,3,0,3
1485175365988,0,0,3,0,3
1485175369618,0,0,3,0,3
1485175374039,0,0,3,0,3
1485175377146,0,0,3,0,3
1485175380559,0,0,3,0,3
1485175384466,0,0,3,0,3
1485175387708,0,0,3,0,3
1485175391212,0,0,3,0,3
1485175394826,0,0,3,0,3
1485175398209,0,0,3,0,3
1485175401675,0,0,3,0,3
1485175405372,0,0,3,0,3
1485175408483,0,0,3,0,3
1485175411738,0,0,3,0,3
1485175414868,0,0,3,0,3
1485175417887,0,0,3,0,3
1485175420927,0,0,3,0,3
1485175424034,0,0,3,0,3
1485175427219,0,0,3,0,3
1485175430368,0,0,3,0,3
1485175433549,0,0,3,0,3
1485175436574,0,0,3,0,3
1485175439830,0,0,3,0,3
1485175443182,0,0,3,0,3
1485175446260,0,0,3,0,3
1485175449281,0,0,3,0,3
1485175452466,0,0,3,0,3
1485175455545,0,0,3,0,3
1485175458615,0,0,3,0,3
1485175461628,0,0,3,0,3
1485175464651,0,0,3,0,3
1485175467779,0,0,3,0,3
1485175470799,0,0,3,0,3
1485175473809,0,0,3,0,3
1485175476852,0,0,3,0,3
