timestamp_ms,percent
1485175090580,27
1485175093674,25
1485175097660,24
1485175100763,23
1485175106374,23
1485175109397,24
1485175112821,23
1485175116516,22
1485175119533,23
1485175122610,23
1485175125825,23
1485175129598,23
1485175132617,24
1485175135675,24
1485175138691,24
1485175143750,23
1485175147204,24
1485175151307,23
1485175154464,24
1485175157863,23
1485175161711,23
1485175164737,23
1485175168063,23
1485175172018,23
1485175175122,23
1485175178511,23
1485175182875,23
1485175186909,23
1485175190004,23
1485175193954,23
1485175197040,24
1485175200639,24
1485175204772,24
1485175207784,23
1485175210846,23
1485175214123,23
1485175217563,24
1485175220702,25
1485175223716,25
1485175226802,24
1485175229964,26
1485175232988,24
1485175236084,26
1485175239574,27
1485175243078,27
1485175246417,26
1485175250126,24
1485175253657,30
1485175257106,28
1485175261428,24
1485175264973,24
1485175267991,24
1485175271403,24
1485175274455,28
1485175277551,26
1485175280590,29
1485175283651,24
1485175286746,26
1485175290123,26
1485175293719,26
1485175297033,23
1485175300775,22
1485175304335,23
1485175307777,25
1485175310953,26
1485175314632,24
1485175318280,24
1485175321546,26
1485175324974,24
1485175328156,23
1485175331854,24
1485175335555,24
1485175338873,24
1485175342125,24
1485175345296,23
1485175348350,24
1485175352854,24
1485175356386,25
1485175359662,27
1485175362924,25
1485175365988,25
1485175369618,25
1485175374039,26
1485175377146,23
1485175380559,25
1485175384466,26
1485175387708,28
1485175391212,29
1485175394826,43
1485175398209,42
1485175401675,44
1485175405372,62
1485175408483,64
1485175411738,66
1485175414868,69
1485175417887,64
1485175420927,70
1485175424034,67
1485175427219,68
1485175430368,71
1485175433549,69
1485175436574,70
1485175439830,61
1485175443182,64
1485175446260,73
1485175449281,60
1485175452466,63
1485175455545,67
1485175458615,65
1485175461628,42
1485175464651,33
1485175467779,14
1485175470799,35
1485175473809,0
1485175476852,29
