timestamp_ms,available_in_bytes,free_in_bytes,total_in_bytes
1485174430471,155432988672,165122666496,190287155200
1485174433583,155422175232,165111853056,190287155200
1485174436599,155425886208,165115564032,190287155200
1485174439629,155409784832,165099462656,190287155200
1485174442675,155389095936,165078773760,190287155200
1485174445735,155373281280,165062959104,190287155200
1485174448747,155359760384,165049438208,190287155200
1485174451896,155338715136,165028392960,190287155200
1485174455014,155323568128,165013245952,190287155200
1485174458123,155308240896,164997918720,190287155200
1485174461219,155304316928,164993994752,190287155200
1485174464677,155303251968,164992929792,190287155200
1485174468425,155283435520,164973113344,190287155200
1485174471450,155279286272,164968964096,190287155200
1485174474652,155287117824,164976795648,190287155200
1485174477671,155279777792,164969455616,190287155200
1485174480683,155264475136,164954152960,190287155200
1485174483713,155265609728,164955287552,190287155200
1485174486727,155251777536,164941455360,190287155200
1485174489806,155249725440,164939403264,190287155200
1485174492825,155252789248,164942467072,190287155200
1485174496120,155234029568,164923707392,190287155200
1485174499222,155238432768,164928110592,190287155200
1485174502370,155224850432,164914528256,190287155200
1485174505466,155211698176,164901376000,190287155200
1485174508509,155200643072,164890320896,190287155200
1485174511524,155207454720,164897132544,190287155200
1485174514539,155215826944,164905504768,190287155200
1485174517555,155204263936,164893941760,190287155200
1485174520574,155194617856,164884295680,190287155200
1485174523622,155182010368,164871688192,190287155200
1485174527123,155167711232,164857389056,190287155200
1485174530312,155157991424,164847669248,190287155200
1485174533333,155146326016,164836003840,190287155200
1485174536511,155135418368,164825096192,190287155200
1485174539757,155122028544,164811706368,190287155200
1485174543076,155107848192,164797526016,190287155200
1485174546218,155094433792,164784111616,190287155200
1485174549488,155074359296,164764037120,190287155200
1485174553100,155066519552,164756197376,190287155200
1485174556121,155051569152,164741246976,190287155200
1485174559369,155038539776,164728217600,190287155200
1485174562389,155022962688,164712640512,190287155200
1485174565734,155025113088,164714790912,190287155200
1485174568761,155010711552,164700389376,190287155200
1485174572019,154992836608,164682514432,190287155200
1485174575138,154983464960,164673142784,190287155200
1485174578380,154974781440,164664459264,190287155200
1485174581502,154962694144,164652371968,190287155200
1485174584516,154964492288,164654170112,190287155200
1485174587691,154960441344,164650119168,190287155200
1485174590951,154976108544,164665786368,190287155200
1485174594094,154959384576,164649062400,190287155200
1485174597162,154940895232,164630573056,190287155200
1485174600231,154928955392,164618633216,190287155200
1485174603246,154933829632,164623507456,190287155200
1485174606333,154930610176,164620288000,190287155200
1485174609562,154932252672,164621930496,190287155200
1485174613115,154915368960,164605046784,190287155200
1485174616603,154891427840,164581105664,190287155200
1485174619961,154870169600,164559847424,190287155200
1485174623470,154864685056,164554362880,190287155200
1485174626862,154864635904,164554313728,190287155200
1485174630110,154849284096,164538961920,190287155200
1485174633186,154834501632,164524179456,190287155200
1485174636212,154838192128,164527869952,190287155200
1485174641475,154831376384,164521054208,190287155200
1485174644944,154828242944,164517920768,190287155200
1485174647976,154829844480,164519522304,190287155200
1485174651219,154823413760,164513091584,190287155200
1485174654309,154808164352,164497842176,190287155200
1485174657324,154807881728,164497559552,190287155200
1485174660354,154803429376,164493107200,190287155200
1485174663698,154802270208,164491948032,190287155200
1485174666831,154808926208,164498604032,190287155200
1485174669885,154810232832,164499910656,190287155200
1485174672963,154830938112,164520615936,190287155200
1485174676361,154816241664,164505919488,190287155200
1485174679460,154812276736,164501954560,190287155200
1485174682572,154796879872,164486557696,190287155200
1485174685950,154780004352,164469682176,190287155200
1485174689331,154763501568,164453179392,190287155200
1485174692472,154750001152,164439678976,190287155200
1485174695562,154736345088,164426022912,190287155200
1485174699071,154717859840,164407537664,190287155200
1485174702146,154702319616,164391997440,190287155200
1485174706716,154687389696,164377067520,190287155200
1485174709893,154662539264,164352217088,190287155200
1485174712972,154648166400,164337844224,190287155200
1485174716026,154625318912,164314996736,190287155200
1485174719762,154619768832,164309446656,190287155200
1485174722782,154621726720,164311404544,190287155200
1485174725800,154613682176,164303360000,190287155200
1485174729321,154598604800,164288282624,190287155200
1485174732426,154582949888,164272627712,190287155200
1485174735636,154566811648,164256489472,190287155200
1485174738668,154549190656,164238868480,190287155200
1485174742303,154531016704,164220694528,190287155200
1485174745456,154519969792,164209647616,190287155200
1485174748478,154517950464,164207628288,190287155200
1485174751867,154515107840,164204785664,190287155200
1485174755052,154494033920,164183711744,190287155200
1485174758307,154478067712,164167745536,190287155200
1485174761328,154470825984,164160503808,190287155200
1485174764860,154450440192,164140118016,190287155200
1485174768032,154438619136,164128296960,190287155200
1485174771390,154411327488,164101005312,190287155200
1485174774427,154442817536,164132495360,190287155200
1485174777489,154444767232,164134445056,190287155200
1485174780520,154462138368,164151816192,190287155200
1485174783992,154453254144,164142931968,190287155200
1485174788792,154455523328,164145201152,190287155200
1485174791968,154444980224,164134658048,190287155200
1485174795672,154439335936,164129013760,190287155200
1485174798968,154425647104,164115324928,190287155200
1485174802460,154421686272,164111364096,190287155200
1485174805996,154414309376,164103987200,190287155200
1485174809071,154398302208,164087980032,190287155200
1485174812147,154387509248,164077187072,190287155200
1485174815411,154368958464,164058636288,190287155200
1485174819951,154350649344,164040327168,190287155200
1485174823230,154327814144,164017491968,190287155200
1485174826525,154308681728,163998359552,190287155200
1485174831473,154279505920,163969183744,190287155200
1485174834627,154275500032,163965177856,190287155200
1485174837735,154252767232,163942445056,190287155200
1485174840844,154246148096,163935825920,190287155200
1485174844924,154233372672,163923050496,190287155200
1485174848643,154210168832,163899846656,190287155200
1485174851917,154197426176,163887104000,190287155200
1485174855399,154171207680,163860885504,190287155200
1485174858864,154218000384,163907678208,190287155200
1485174861890,154191581184,163881259008,190287155200
1485174866113,154171617280,163861295104,190287155200
1485174870051,154162991104,163852668928,190287155200
1485174873141,154164895744,163854573568,190287155200
1485174876199,154149462016,163839139840,190287155200
1485174880220,154131255296,163820933120,190287155200
1485174883509,154129506304,163819184128,190287155200
1485174887150,154109005824,163798683648,190287155200
1485174890980,154079055872,163768733696,190287155200
1485174894264,154053001216,163742679040,190287155200
1485174897949,154037035008,163726712832,190287155200
1485174901851,154039222272,163728900096,190287155200
1485174905161,154060226560,163749904384,190287155200
1485174908671,154053132288,163742810112,190287155200
1485174912559,154031001600,163720679424,190287155200
1485174915951,154052349952,163742027776,190287155200
1485174919269,154039877632,163729555456,190287155200
1485174922366,154045247488,163734925312,190287155200
1485174925445,154044739584,163734417408,190287155200
1485174928720,154031484928,163721162752,190287155200
1485174931800,154056859648,163746537472,190287155200
1485174936219,154039734272,163729412096,190287155200
1485174939240,154033139712,163722817536,190287155200
1485174942552,154015686656,163705364480,190287155200
1485174945855,154018086912,163707764736,190287155200
1485174949060,154004668416,163694346240,190287155200
1485174952234,154004537344,163694215168,190287155200
1485174955653,154000162816,163689840640,190287155200
1485174959436,154025709568,163715387392,190287155200
1485174962541,154043158528,163732836352,190287155200
1485174966053,154024288256,163713966080,190287155200
1485174969809,154003877888,163693555712,190287155200
1485174972877,153985810432,163675488256,190287155200
1485174976257,154007465984,163697143808,190287155200
1485174980471,154000396288,163690074112,190287155200
1485174983674,154006155264,163695833088,190287155200
1485174987021,153989279744,163678957568,190287155200
1485174990719,153967370240,163657048064,190287155200
1485174993831,153961058304,163650736128,190287155200
1485174997107,153950969856,163640647680,190287155200
1485175001194,153942319104,163631996928,190287155200
1485175004454,153921908736,163611586560,190287155200
1485175007476,153905659904,163595337728,190287155200
1485175011968,153889849344,163579527168,190287155200
1485175015076,153867726848,163557404672,190287155200
1485175019611,153864691712,163554369536,190287155200
1485175023118,153847111680,163536789504,190287155200
1485175026225,153825161216,163514839040,190287155200
1485175029864,153807933440,163497611264,190287155200
1485175033800,153809047552,163498725376,190287155200
1485175036962,153790296064,163479973888,190287155200
1485175040704,153763291136,163452968960,190287155200
1485175044896,153756647424,163446325248,190287155200
1485175048223,153732571136,163422248960,190287155200
1485175051864,153720791040,163410468864,190287155200
1485175055729,153697112064,163386789888,190287155200
1485175059188,153677504512,163367182336,190287155200
1485175062475,153683873792,163373551616,190287155200
1485175066312,153678807040,163368484864,190287155200
1485175069558,153678020608,163367698432,190287155200
1485175072744,153679618048,163369295872,190287155200
1485175076818,153662332928,163352010752,190287155200
1485175080690,153637507072,163327184896,190287155200
1485175083748,153638531072,163328208896,190287155200
1485175087168,153631367168,163321044992,190287155200
1485175090580,153611341824,163301019648,190287155200
1485175093674,153591021568,163280699392,190287155200
1485175097660,153605038080,163294715904,190287155200
1485175100763,153597390848,163287068672,190287155200
1485175106374,153603268608,163292946432,190287155200
1485175109397,153586130944,163275808768,190287155200
1485175112821,153569058816,163258736640,190287155200
1485175116516,153561616384,163251294208,190287155200
1485175119533,153544212480,163233890304,190287155200
1485175122610,153560215552,163249893376,190287155200
1485175125825,153538600960,163228278784,190287155200
1485175129598,153521283072,163210960896,190287155200
1485175132617,153494573056,163184250880,190287155200
1485175135675,153487986688,163177664512,190287155200
1485175138691,153474134016,163163811840,190287155200
1485175143750,153444691968,163134369792,190287155200
1485175147204,153425940480,163115618304,190287155200
1485175151307,153407053824,163096731648,190287155200
1485175154464,153402318848,163091996672,190287155200
1485175157863,153389281280,163078959104,190287155200
1485175161711,153367404544,163057082368,190287155200
1485175164737,153344741376,163034419200,190287155200
1485175168063,153327325184,163017003008,190287155200
1485175172018,153323180032,163012857856,190287155200
1485175175122,153311879168,163001556992,190287155200
1485175178511,153300910080,162990587904,190287155200
1485175182875,153279127552,162968805376,190287155200
1485175186909,153274785792,162964463616,190287155200
1485175190004,153276805120,162966482944,190287155200
1485175193954,153261883392,162951561216,190287155200
1485175197040,153259212800,162948890624,190287155200
1485175200639,153253203968,162942881792,190287155200
1485175204772,153341620224,163031298048,190287155200
1485175207784,153340157952,163029835776,190287155200
1485175210846,153336737792,163026415616,190287155200
1485175214123,153337073664,163026751488,190287155200
1485175217563,153357078528,163046756352,190287155200
1485175220702,153426124800,163115802624,190287155200
1485175223716,153430523904,163120201728,190287155200
1485175226802,153417211904,163106889728,190287155200
1485175229964,153407967232,163097645056,190287155200
1485175232988,153396588544,163086266368,190287155200
1485175236084,153394540544,163084218368,190287155200
1485175239574,153365864448,163055542272,190287155200
1485175243078,153341280256,163030958080,190287155200
1485175246417,153321607168,163011284992,190287155200
1485175250126,153300295680,162989973504,190287155200
1485175253657,153276874752,162966552576,190287155200
1485175257106,153266438144,162956115968,190287155200
1485175261428,153248796672,162938474496,190287155200
1485175264973,153225646080,162915323904,190287155200
1485175267991,153216118784,162905796608,190287155200
1485175271403,153206149120,162895826944,190287155200
1485175274455,153184083968,162873761792,190287155200
1485175277551,153166589952,162856267776,190287155200
1485175280590,153164943360,162854625280,190287155200
1485175283651,153153302528,162842980352,190287155200
1485175286746,153156751360,162846429184,190287155200
1485175290123,153140768768,162830446592,190287155200
1485175293719,153135710208,162825388032,190287155200
1485175297033,153112563712,162802241536,190287155200
1485175300775,153112719360,162802397184,190287155200
1485175304335,153106784256,162796462080,190287155200
1485175307777,153094799360,162784477184,190287155200
1485175310953,153067130880,162756808704,190287155200
1485175314632,153119993856,162809671680,190287155200
1485175318280,153144995840,162834673664,190287155200
1485175321546,153125302272,162814980096,190287155200
1485175324974,153115348992,162805026816,190287155200
1485175328156,153093656576,162783334400,190287155200
1485175331854,153078173696,162767851520,190287155200
1485175335555,153073037312,162762715136,190287155200
1485175338873,153047982080,162737659904,190287155200
1485175342125,153031942144,162721619968,190287155200
1485175345296,153023127552,162712805376,190287155200
1485175348350,153012989952,162702667776,190287155200
1485175352854,153029722112,162719399936,190287155200
1485175356386,153039757312,162729435136,190287155200
1485175359662,153020678144,162710355968,190287155200
1485175362924,153003409408,162693087232,190287155200
1485175365988,152979726336,162669404160,190287155200
1485175369618,152977981440,162667659264,190287155200
1485175374039,152947150848,162636828672,190287155200
1485175377146,152914702336,162604380160,190287155200
1485175380559,152894541824,162584219648,190287155200
1485175384466,152879726592,162569404416,190287155200
1485175387708,152866353152,162556030976,190287155200
1485175391212,152851918848,162541596672,190287155200
1485175394826,152985358336,162675036160,190287155200
1485175398209,152988622848,162678300672,190287155200
1485175401675,152994172928,162683850752,190287155200
1485175405372,153245151232,162934829056,190287155200
1485175408483,153332101120,163021778944,190287155200
1485175411738,153391816704,163081494528,190287155200
1485175414868,153342947328,163032625152,190287155200
1485175417887,153308733440,162998411264,190287155200
1485175420927,153249792000,162939469824,190287155200
1485175424034,153228165120,162917842944,190287155200
1485175427219,153189101568,162878779392,190287155200
1485175430368,153174437888,162864115712,190287155200
1485175433549,153104756736,162794426368,190287155200
1485175436574,153043394560,162733072384,190287155200
1485175439830,152988184576,162677862400,190287155200
1485175443182,152956641280,162646319104,190287155200
1485175446260,152953090048,162642767872,190287155200
1485175449281,152961306624,162650984448,190287155200
1485175452466,152880476160,162570153984,190287155200
1485175455545,152986316800,162675994624,190287155200
1485175458615,153102221312,162791899136,190287155200
1485175461628,153270001664,162959679488,190287155200
1485175464651,153230811136,162920488960,190287155200
1485175467779,153283948544,162973626368,190287155200
1485175470799,153273266176,162962944000,190287155200
1485175473809,153273266176,162962944000,190287155200
1485175476852,153248559104,162938236928,190287155200
