timestamp_ms,green,red,yellow
1485174663698,1,0,0
1485174666831,1,0,0
1485174669885,1,0,0
1485174672963,1,0,0
1485174676361,1,0,0
1485174679460,1,0,0
1485174682572,1,0,0
1485174685950,1,0,0
1485174689331,1,0,0
1485174692472,1,0,0
1485174695562,1,0,0
1485174699071,1,0,0
1485174702146,1,0,0
1485174706716,1,0,0
1485174709893,1,0,0
1485174712972,1,0,0
1485174716026,1,0,0
1485174719762,1,0,0
1485174722782,1,0,0
1485174725800,1,0,0
1485174729321,1,0,0
1485174732426,1,0,0
1485174735636,1,0,0
1485174738668,1,0,0
1485174742303,1,0,0
1485174745456,1,0,0
1485174748478,1,0,0
1485174751867,1,0,0
1485174755052,1,0,0
1485174758307,1,0,0
1485174761328,1,0,0
1485174764860,1,0,0
1485174768032,1,0,0
1485174771390,1,0,0
1485174774427,1,0,0
1485174777489,1,0,0
1485174780520,1,0,0
1485174783992,1,0,0
1485174788792,1,0,0
1485174791968,1,0,0
1485174795672,1,0,0
1485174798968,1,0,0
1485174802460,1,0,0
1485174805996,1,0,0
1485174809071,1,0,0
1485174812147,1,0,0
1485174815411,1,0,0
1485174819951,1,0,0
1485174823230,1,0,0
1485174826525,1,0,0
1485174831473,1,0,0
1485174834627,1,0,0
1485174837735,1,0,0
1485174840844,1,0,0
1485174844924,1,0,0
1485174848643,1,0,0
1485174851917,1,0,0
1485174855399,1,0,0
1485174858864,1,0,0
1485174861890,1,0,0
1485174866113,1,0,0
1485174870051,1,0,0
1485174873141,1,0,0
1485174876199,1,0,0
1485174880220,1,0,0
1485174883509,1,0,0
1485174887150,1,0,0
1485174890980,1,0,0
1485174894264,1,0,0
1485174897949,1,0,0
1485174901851,1,0,0
1485174905161,1,0,0
1485174908671,1,0,0
1485174912559,1,0,0
1485174915951,1,0,0
1485174919269,1,0,0
1485174922366,1,0,0
1485174925445,1,0,0
1485174928720,1,0,0
1485174931800,1,0,0
1485174936219,1,0,0
1485174939240,1,0,0
1485174942552,1,0,0
1485174945855,1,0,0
1485174949060,1,0,0
1485174952234,1,0,0
1485174955653,1,0,0
1485174959436,1,0,0
1485174962541,1,0,0
1485174966053,1,0,0
1485174969809,1,0,0
1485174972877,1,0,0
1485174976257,1,0,0
1485174980471,1,0,0
1485174983674,1,0,0
1485174987021,1,0,0
1485174990719,1,0,0
1485174993831,1,0,0
1485174997107,1,0,0
1485175001194,1,0,0
1485175004454,1,0,0
1485175007476,1,0,0
1485175011968,1,0,0
1485175015076,1,0,0
1485175019611,1,0,0
1485175023118,1,0,0
1485175026225,1,0,0
1485175029864,1,0,0
1485175033800,1,0,0
1485175036962,1,0,0
1485175040704,1,0,0
1485175044896,1,0,0
1485175048223,1,0,0
1485175051864,1,0,0
1485175055729,1,0,0
1485175059188,1,0,0
1485175062475,1,0,0
1485175066312,1,0,0
1485175069558,1,0,0
1485175072744,1,0,0
1485175076818,1,0,0
1485175080690,1,0,0
1485175083748,1,0,0
1485175087168,1,0,0
1485175090580,1,0,0
1485175093674,1,0,0
1485175097660,1,0,0
1485175100763,1,0,0
1485175106374,1,0,0
1485175109397,1,0,0
1485175112821,1,0,0
1485175116516,1,0,0
1485175119533,1,0,0
1485175122610,1,0,0
1485175125825,1,0,0
1485175129598,1,0,0
1485175132617,1,0,0
1485175135675,1,0,0
1485175138691,1,0,0
1485175143750,1,0,0
1485175147204,1,0,0
1485175151307,1,0,0
1485175154464,1,0,0
1485175157863,1,0,0
1485175161711,1,0,0
1485175164737,1,0,0
1485175168063,1,0,0
1485175172018,1,0,0
1485175175122,1,0,0
1485175178511,1,0,0
1485175182875,1,0,0
1485175186909,1,0,0
1485175190004,1,0,0
1485175193954,1,0,0
1485175197040,1,0,0
1485175200639,1,0,0
1485175204772,1,0,0
1485175207784,1,0,0
1485175210846,1,0,0
1485175214123,1,0,0
1485175217563,1,0,0
1485175220702,1,0,0
1485175223716,1,0,0
1485175226802,1,0,0
1485175229964,1,0,0
1485175232988,1,0,0
1485175236084,1,0,0
1485175239574,1,0,0
1485175243078,1,0,0
1485175246417,1,0,0
1485175250126,1,0,0
1485175253657,1,0,0
1485175257106,1,0,0
1485175261428,1,0,0
1485175264973,1,0,0
1485175267991,1,0,0
1485175271403,1,0,0
1485175274455,1,0,0
1485175277551,1,0,0
1485175280590,1,0,0
1485175283651,1,0,0
1485175286746,1,0,0
1485175290123,1,0,0
1485175293719,1,0,0
1485175297033,1,0,0
1485175300775,1,0,0
1485175304335,1,0,0
1485175307777,1,0,0
1485175310953,1,0,0
1485175314632,1,0,0
1485175318280,1,0,0
1485175321546,1,0,0
1485175324974,1,0,0
1485175328156,1,0,0
1485175331854,1,0,0
1485175335555,1,0,0
1485175338873,1,0,0
1485175342125,1,0,0
1485175345296,1,0,0
1485175348350,1,0,0
1485175352854,1,0,0
1485175356386,1,0,0
1485175359662,1,0,0
1485175362924,1,0,0
1485175365988,1,0,0
1485175369618,1,0,0
1485175374039,1,0,0
1485175377146,1,0,0
1485175380559,1,0,0
1485175384466,1,0,0
1485175387708,1,0,0
1485175391212,1,0,0
1485175394826,1,0,0
1485175398209,1,0,0
1485175401675,1,0,0
1485175405372,1,0,0
1485175408483,1,0,0
1485175411738,1,0,0
1485175414868,1,0,0
1485175417887,1,0,0
1485175420927,1,0,0
1485175424034,1,0,0
1485175427219,1,0,0
1485175430368,1,0,0
1485175433549,1,0,0
1485175436574,1,0,0
1485175439830,1,0,0
1485175443182,1,0,0
1485175446260,1,0,0
1485175449281,1,0,0
1485175452466,1,0,0
1485175455545,1,0,0
1485175458615,1,0,0
1485175461628,1,0,0
1485175464651,1,0,0
1485175467779,1,0,0
1485175470799,1,0,0
1485175473809,1,0,0
1485175476852,1,0,0
