Linux 3.10.0-957.1.3.el7.x86_64 (perf48.perf.lab.eng.bos.redhat.com) 	03/19/19 	_x86_64_	(24 CPU)

21:54:46        CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
21:54:51        all      4.14      0.00      0.05      0.00      0.00      0.00      0.00      0.00      0.00     95.81
21:54:51          0      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          1     99.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
21:54:51          2      0.20      0.00      0.20      0.00      0.00      0.00      0.00      0.00      0.00     99.60
21:54:51          3      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          4      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          5      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          6      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          7      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          8      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51          9      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         10      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         11      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         12      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         13      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         16      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         17      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         18      0.20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     99.80
21:54:51         19      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         20      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         21      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         22      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
21:54:51         23      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

21:54:46       proc/s   cswch/s
21:54:51          108      0.60
21:54:51          109      0.60
21:54:51          110      0.60
21:54:51          111      0.60
21:54:51          112      0.60
21:54:51          113      0.60
21:54:51          114      0.60
21:54:51          115      0.60
21:54:51          116      0.60
21:54:51          117      0.60
21:54:51          118      0.60
21:54:51          119      0.60
21:54:51          120      0.60
21:54:51          121      0.00
21:54:51          122      0.00
21:54:51          123      0.60
21:54:51          124      0.60
21:54:51          125      0.60
21:54:51          126      0.60
21:54:51          127      0.60
21:54:51          128      0.60
21:54:51          129      0.60
21:54:51          130      0.60
21:54:51          131      0.60
21:54:51          132      0.60
21:54:51          133      0.60
21:54:51          134      0.60
21:54:51          135      0.60
21:54:51          136      0.60
21:54:51          137      0.60
21:54:51          138      0.60
21:54:51          139      0.60
21:54:51          140      0.60
21:54:51          141      0.60
21:54:51          142      0.60
21:54:51          143      0.60
21:54:51          144      0.60
21:54:51          145      0.60
21:54:51          146      0.60
21:54:51          147      0.00
21:54:51          148      4.80
21:54:51          149      2.00
21:54:51          150      2.80
21:54:51          151      3.80
21:54:51          152      8.20
21:54:51          153      3.60
21:54:51          154      3.20
21:54:51          155      2.60
21:54:51          156      0.00
21:54:51          157      0.00
21:54:51          158      0.00
21:54:51          159      0.00
21:54:51          160      0.00
21:54:51          161      0.00
21:54:51          162      0.00
21:54:51          163      0.00
21:54:51          164      0.00
21:54:51          165      0.00
21:54:51          166      0.00
21:54:51          167      0.00
21:54:51          168      0.00
21:54:51          169      0.00
21:54:51          170      0.00
21:54:51          171      0.00
21:54:51          172      0.00
21:54:51          173      0.00
21:54:51          174      0.00
21:54:51          175      0.00
21:54:51          176      0.00
21:54:51          177      0.00
21:54:51          178      0.00
21:54:51          179      0.00
21:54:51          180      0.00
21:54:51          181      0.00
21:54:51          182      0.00
21:54:51          183      0.00
21:54:51          184      0.00
21:54:51          185      0.00
21:54:51          186      0.00
21:54:51          187      0.00
21:54:51          188      0.00
21:54:51          189      0.00
21:54:51          190      0.00
21:54:51          191      0.00
21:54:51          192      0.00
21:54:51          193      0.00
21:54:51          194      0.00
21:54:51          195      0.00
21:54:51          196      0.00
21:54:51          197      0.00
21:54:51          198      0.00
21:54:51          199      0.00
21:54:51          200      0.00
21:54:51          201      0.00
21:54:51          202      0.00
21:54:51          203      0.00
21:54:51          204      0.00
21:54:51          205      0.00
21:54:51          206      0.00
21:54:51          207      0.00
21:54:51          208      0.00
21:54:51          209      0.00
21:54:51          210      0.00
21:54:51          211      0.00
21:54:51          212      0.00
21:54:51          213      0.00
21:54:51          214      0.00
21:54:51          215      0.00
21:54:51          216      0.00
21:54:51          217      0.00
21:54:51          218      0.00
21:54:51          219      0.00
21:54:51          220      0.00
21:54:51          221      0.00
21:54:51          222      0.00
21:54:51          223      0.00
21:54:51          224      0.00
21:54:51          225      0.00
21:54:51          226      0.00
21:54:51          227      0.00
21:54:51          228      0.00
21:54:51          229      0.00
21:54:51          230      0.00
21:54:51          231      0.00
21:54:51          232      0.00
21:54:51          233      0.00
21:54:51          234      0.00
21:54:51          235      0.00
21:54:51          236      0.00
21:54:51          237      0.00
21:54:51          238      0.00
21:54:51          239      0.00
21:54:51          240      0.00
21:54:51          241      0.00
21:54:51          242      0.00
21:54:51          243      0.00
21:54:51          244      0.00
21:54:51          245      0.00
21:54:51          246      0.00
21:54:51          247      0.00
21:54:51          248      0.00
21:54:51          249      0.00
21:54:51          250      0.00
21:54:51          251      0.00
21:54:51          252      0.00
21:54:51          253      0.00
21:54:51          254      0.00
21:54:51          255      0.00
21:54:51          256      0.00
21:54:51          257      0.00
21:54:51          258      0.00
21:54:51          259      0.00
21:54:51          260      0.00
21:54:51          261      0.00
21:54:51          262      0.00
21:54:51          263      0.00
21:54:51          264      0.00
21:54:51          265      0.00
21:54:51          266      0.00
21:54:51          267      0.00
21:54:51          268      0.00
21:54:51          269      0.00
21:54:51          270      0.00
21:54:51          271      0.00
21:54:51          272      0.00
21:54:51          273      0.00
21:54:51          274      0.00
21:54:51          275      0.00
21:54:51          276      0.00
21:54:51          277      0.00
21:54:51          278      0.00
21:54:51          279      0.00
21:54:51          280      0.00
21:54:51          281      0.00
21:54:51          282      0.00
21:54:51          283      0.00
21:54:51          284      0.00
21:54:51          285      0.00
21:54:51          286      0.00
21:54:51          287      0.00
21:54:51          288      0.00
21:54:51          289      0.00
21:54:51          290      0.00
21:54:51          291      0.00
21:54:51          292      0.00
21:54:51          293      0.00
21:54:51          294      0.00
21:54:51          295      0.00
21:54:51          296      0.00
21:54:51          297      0.00
21:54:51          298      0.00
21:54:51          299      0.00
21:54:51          300      0.00
21:54:51          301      0.00
21:54:51          302      0.00
21:54:51          303      0.00
21:54:51          304      0.00
21:54:51          305      0.00
21:54:51          306      0.00
21:54:51          307      0.00
21:54:51          308      0.00
21:54:51          309      0.00
21:54:51          310      0.00
21:54:51          311      0.00
21:54:51          312      0.00
21:54:51          313      0.00
21:54:51          314      0.00
21:54:51          315      0.00
21:54:51          316      0.00
21:54:51          317      0.00
21:54:51          318      0.00
21:54:51          319      0.00
21:54:51          320      0.00
21:54:51          321      0.00
21:54:51          322      0.00
21:54:51          323      0.00
21:54:51          324      0.00
21:54:51          325      0.00
21:54:51          326      0.00
21:54:51          327      0.00
21:54:51          328      0.00
21:54:51          329      0.00
21:54:51          330      0.00
21:54:51          331      0.00
21:54:51          332      0.00
21:54:51          333      0.00
21:54:51          334      0.00
21:54:51          335      0.00
21:54:51          336      0.00
21:54:51          337      0.00
21:54:51          338      0.00
21:54:51          339      0.00
21:54:51          340      0.00
21:54:51          341      0.00
21:54:51          342      0.00
21:54:51          343      0.00
21:54:51          344      0.00
21:54:51          345      0.00
21:54:51          346      0.00
21:54:51          347      0.00
21:54:51          348      0.00
21:54:51          349      0.00
21:54:51          350      0.00
21:54:51          351      0.00
21:54:51          352      0.00
21:54:51          353      0.00
21:54:51          354      0.00
21:54:51          355      0.00
21:54:51          356      0.00
21:54:51          357      0.00
21:54:51          358      0.00
21:54:51          359      0.00
21:54:51          360      0.00
21:54:51          361      0.00
21:54:51          362      0.00
21:54:51          363      0.00
21:54:51          364      0.00
21:54:51          365      0.00
21:54:51          366      0.00
21:54:51          367      0.00
21:54:51          368      0.00
21:54:51          369      0.00
21:54:51          370      0.00
21:54:51          371      0.00
21:54:51          372      0.00
21:54:51          373      0.00
21:54:51          374      0.00
21:54:51          375      0.00
21:54:51          376      0.00
21:54:51          377      0.00
21:54:51          378      0.00
21:54:51          379      0.00
21:54:51          380      0.00
21:54:51          381      0.00
21:54:51          382      0.00
21:54:51          383      0.00
21:54:51          384      0.00
21:54:51          385      0.00
21:54:51          386      0.00
21:54:51          387      0.00
21:54:51          388      0.00
21:54:51          389      0.00
21:54:51          390      0.00
21:54:51          391      0.00
21:54:51          392      0.00
21:54:51          393      0.00
21:54:51          394      0.00
21:54:51          395      0.00
21:54:51          396      0.00
21:54:51          397      0.00
21:54:51          398      0.00
21:54:51          399      0.00
21:54:51          400      0.00
21:54:51          401      0.00
21:54:51          402      0.00
21:54:51          403      0.00
21:54:51          404      0.00
21:54:51          405      0.00
21:54:51          406      0.00
21:54:51          407      0.00
21:54:51          408      0.00
21:54:51          409      0.00
21:54:51          410      0.00
21:54:51          411      0.00
21:54:51          412      0.00
21:54:51          413      0.00
21:54:51          414      0.00
21:54:51          415      0.00
21:54:51          416      0.00
21:54:51          417      0.00
21:54:51          418      0.00
21:54:51          419      0.00
21:54:51          420      0.00
21:54:51          421      0.00
21:54:51          422      0.00
21:54:51          423      0.00
21:54:51          424      0.00
21:54:51          425      0.00
21:54:51          426      0.00
21:54:51          427      0.00
21:54:51          428      0.00
21:54:51          429      0.00
21:54:51          430      0.00
21:54:51          431      0.00
21:54:51          432      0.00
21:54:51          433      0.00
21:54:51          434      0.00
21:54:51          435      0.00
21:54:51          436      0.00
21:54:51          437      0.00
21:54:51          438      0.00
21:54:51          439      0.00
21:54:51          440      0.00
21:54:51          441      0.00
21:54:51          442      0.00
21:54:51          443      0.00
21:54:51          444      0.00
21:54:51          445      0.00
21:54:51          446      0.00
21:54:51          447      0.00
21:54:51          448      0.00
21:54:51          449      0.00
21:54:51          450      0.00
21:54:51          451      0.00
21:54:51          452      0.00
21:54:51          453      0.00
21:54:51          454      0.00
21:54:51          455      0.00
21:54:51          456      0.00
21:54:51          457      0.00
21:54:51          458      0.00
21:54:51          459      0.00
21:54:51          460      0.00
21:54:51          461      0.00
21:54:51          462      0.00
21:54:51          463      0.00
21:54:51          464      0.00
21:54:51          465      0.00
21:54:51          466      0.00
21:54:51          467      0.00
21:54:51          468      0.00
21:54:51          469      0.00
21:54:51          470      0.00
21:54:51          471      0.00
21:54:51          472      0.00
21:54:51          473      0.00
21:54:51          474      0.00
21:54:51          475      0.00
21:54:51          476      0.00
21:54:51          477      0.00
21:54:51          478      0.00
21:54:51          479      0.00
21:54:51          480      0.00
21:54:51          481      0.00
21:54:51          482      0.00
21:54:51          483      0.00
21:54:51          484      0.00
21:54:51          485      0.00
21:54:51          486      0.00
21:54:51          487      0.00
21:54:51          488      0.00
21:54:51          489      0.00
21:54:51          490      0.00
21:54:51          491      0.00
21:54:51          492      0.00
21:54:51          493      0.00
21:54:51          494      0.00
21:54:51          495      0.00
21:54:51          496      0.00
21:54:51          497      0.00
21:54:51          498      0.00
21:54:51          499      0.00
21:54:51          500      0.00
21:54:51          501      0.00
21:54:51          502      0.00
21:54:51          503      0.00
21:54:51          504      0.00
21:54:51          505      0.00
21:54:51          506      0.00
21:54:51          507      0.00
21:54:51          508      0.00
21:54:51          509      0.00
21:54:51          510      0.00
21:54:51          511      0.00
21:54:51          512      0.00
21:54:51          513      0.00
21:54:51          514      0.00
21:54:51          515      0.00
21:54:51          516      0.00
21:54:51          517      0.00
21:54:51          518      0.00
21:54:51          519      0.00
21:54:51          520      0.00
21:54:51          521      0.00
21:54:51          522      0.00
21:54:51          523      0.00
21:54:51          524      0.00
21:54:51          525      0.00
21:54:51          526      0.00
21:54:51          527      0.00
21:54:51          528      0.00
21:54:51          529      0.00
21:54:51          530      0.00
21:54:51          531      0.00
21:54:51          532      0.00
21:54:51          533      0.00
21:54:51          534      0.00
21:54:51          535      0.00
21:54:51          536      0.00
21:54:51          537      0.00
21:54:51          538      0.00
21:54:51          539      0.00
21:54:51          540      0.00
21:54:51          541      0.00
21:54:51          542      0.00
21:54:51          543      0.00
21:54:51          544      0.00
21:54:51          545      0.00
21:54:51          546      0.00
21:54:51          547      0.00
21:54:51          548      0.00
21:54:51          549      0.00
21:54:51          550      0.00
21:54:51          551      0.00
21:54:51          552      0.00
21:54:51          553      0.00
21:54:51          554      0.00
21:54:51          555      0.00
21:54:51          556      0.00
21:54:51          557      0.00
21:54:51          558      0.00
21:54:51          559      0.00
21:54:51          560      0.00
21:54:51          561      0.00
21:54:51          562      0.00
21:54:51          563      0.00
21:54:51          564      0.00
21:54:51          565      0.00
21:54:51          566      0.00
21:54:51          567      0.00
21:54:51          568      0.00
21:54:51          569      0.00
21:54:51          570      0.00
21:54:51          571      0.00
21:54:51          572      0.00
21:54:51          573      0.00
21:54:51          574      0.00
21:54:51          575      0.00
21:54:51          576      0.00
21:54:51          577      0.00
21:54:51          578      0.00
21:54:51          579      0.00
21:54:51          580      0.00
21:54:51          581      0.00
21:54:51          582      0.00
21:54:51          583      0.00
21:54:51          584      0.00
21:54:51          585      0.00
21:54:51          586      0.00
21:54:51          587      0.00
21:54:51          588      0.00
21:54:51          589      0.00
21:54:51          590      0.00
21:54:51          591      0.00
21:54:51          592      0.00
21:54:51          593      0.00
21:54:51          594      0.00
21:54:51          595      0.00
21:54:51          596      0.00
21:54:51          597      0.00
21:54:51          598      0.00
21:54:51          599      0.00
21:54:51          600      0.00
21:54:51          601      0.00
21:54:51          602      0.00
21:54:51          603      0.00
21:54:51          604      0.00
21:54:51          605      0.00
21:54:51          606      0.00
21:54:51          607      0.00
21:54:51          608      0.00
21:54:51          609      0.00
21:54:51          610      0.00
21:54:51          611      0.00
21:54:51          612      0.00
21:54:51          613      0.00
21:54:51          614      0.00
21:54:51          615      0.00
21:54:51          616      0.00
21:54:51          617      0.00
21:54:51          618      0.00
21:54:51          619      0.00
21:54:51          620      0.00
21:54:51          621      0.00
21:54:51          622      0.00
21:54:51          623      0.00
21:54:51          624      0.00
21:54:51          625      0.00
21:54:51          626      0.00
21:54:51          627      0.00
21:54:51          628      0.00
21:54:51          629      0.00
21:54:51          630      0.00
21:54:51          631      0.00
21:54:51          632      0.00
21:54:51          633      0.00
21:54:51          634      0.00
21:54:51          635      0.00
21:54:51          636      0.00
21:54:51          637      0.00
21:54:51          638      0.00
21:54:51          639      0.00
21:54:51          640      0.00
21:54:51          641      0.00
21:54:51          642      0.00
21:54:51          643      0.00
21:54:51          644      0.00
21:54:51          645      0.00
21:54:51          646      0.00
21:54:51          647      0.00
21:54:51          648      0.00
21:54:51          649      0.00
21:54:51          650      0.00
21:54:51          651      0.00
21:54:51          652      0.00
21:54:51          653      0.00
21:54:51          654      0.00
21:54:51          655      0.00
21:54:51          656      0.00
21:54:51          657      0.00
21:54:51          658      0.00
21:54:51          659      0.00
21:54:51          660      0.00
21:54:51          661      0.00
21:54:51          662      0.00
21:54:51          663      0.00
21:54:51          664      0.00
21:54:51          665      0.00
21:54:51          666      0.00
21:54:51          667      0.00
21:54:51          668      0.00
21:54:51          669      0.00
21:54:51          670      0.00
21:54:51          671      0.00
21:54:51          672      0.00
21:54:51          673      0.00
21:54:51          674      0.00
21:54:51          675      0.00
21:54:51          676      0.00
21:54:51          677      0.00
21:54:51          678      0.00
21:54:51          679      0.00
21:54:51          680      0.00
21:54:51          681      0.00
21:54:51          682      0.00
21:54:51          683      0.00
21:54:51          684      0.00
21:54:51          685      0.00
21:54:51          686      0.00
21:54:51          687      0.00
21:54:51          688      0.00
21:54:51          689      0.00
21:54:51          690      0.00
21:54:51          691      0.00
21:54:51          692      0.00
21:54:51          693      0.00
21:54:51          694      0.00
21:54:51          695      0.00
21:54:51          696      0.00
21:54:51          697      0.00
21:54:51          698      0.00
21:54:51          699      0.00
21:54:51          700      0.00
21:54:51          701      0.00
21:54:51          702      0.00
21:54:51          703      0.00
21:54:51          704      0.00
21:54:51          705      0.00
21:54:51          706      0.00
21:54:51          707      0.00
21:54:51          708      0.00
21:54:51          709      0.00
21:54:51          710      0.00
21:54:51          711      0.00
21:54:51          712      0.00
21:54:51          713      0.00
21:54:51          714      0.00
21:54:51          715      0.00
21:54:51          716      0.00
21:54:51          717      0.00
21:54:51          718      0.00
21:54:51          719      0.00
21:54:51          720      0.00
21:54:51          721      0.00
21:54:51          722      0.00
21:54:51          723      0.00
21:54:51          724      0.00
21:54:51          725      0.00
21:54:51          726      0.00
21:54:51          727      0.00
21:54:51          728      0.00
21:54:51          729      0.00
21:54:51          730      0.00
21:54:51          731      0.00
21:54:51          732      0.00
21:54:51          733      0.00
21:54:51          734      0.00
21:54:51          735      0.00
21:54:51          736      0.00
21:54:51          737      0.00
21:54:51          738      0.00
21:54:51          739      0.00
21:54:51          740      0.00
21:54:51          741      0.00
21:54:51          742      0.00
21:54:51          743      0.00
21:54:51          744      0.00
21:54:51          745      0.00
21:54:51          746      0.00
21:54:51          747      0.00
21:54:51          748      0.00
21:54:51          749      0.00
21:54:51          750      0.00
21:54:51          751      0.00
21:54:51          752      0.00
21:54:51          753      0.00
21:54:51          754      0.00
21:54:51          755      0.00
21:54:51          756      0.00
21:54:51          757      0.00
21:54:51          758      0.00
21:54:51          759      0.00
21:54:51          760      0.00
21:54:51          761      0.00
21:54:51          762      0.00
21:54:51          763      0.00
21:54:51          764      0.00
21:54:51          765      0.00
21:54:51          766      0.00
21:54:51          767      0.00
21:54:51          768      0.00
21:54:51          769      0.00
21:54:51          770      0.00
21:54:51          771      0.00
21:54:51          772      0.00
21:54:51          773      0.00
21:54:51          774      0.00
21:54:51          775      0.00
21:54:51          776      0.00
21:54:51          777      0.00
21:54:51          778      0.00
21:54:51          779      0.00
21:54:51          780      0.00
21:54:51          781      0.00
21:54:51          782      0.00
21:54:51          783      0.00
21:54:51          784      0.00
21:54:51          785      0.00
21:54:51          786      0.00
21:54:51          787      0.00
21:54:51          788      0.00
21:54:51          789      0.00
21:54:51          790      0.00
21:54:51          791      0.00
21:54:51          792      0.00
21:54:51          793      0.00
21:54:51          794      0.00
21:54:51          795      0.00
21:54:51          796      0.00
21:54:51          797      0.00
21:54:51          798      0.00
21:54:51          799      0.00
21:54:51          800      0.00
21:54:51          801      0.00
21:54:51          802      0.00
21:54:51          803      0.00
21:54:51          804      0.00
21:54:51          805      0.00
21:54:51          806      0.00
21:54:51          807      0.00
21:54:51          808      0.00
21:54:51          809      0.00
21:54:51          810      0.00
21:54:51          811      0.00
21:54:51          812      0.00
21:54:51          813      0.00
21:54:51          814      0.00
21:54:51          815      0.00
21:54:51          816      0.00
21:54:51          817      0.00
21:54:51          818      0.00
21:54:51          819      0.00
21:54:51          820      0.00
21:54:51          821      0.00
21:54:51          822      0.00
21:54:51          823      0.00
21:54:51          824      0.00
21:54:51          825      0.00
21:54:51          826      0.00
21:54:51          827      0.00
21:54:51          828      0.00
21:54:51          829      0.00
21:54:51          830      0.00
21:54:51          831      0.00
21:54:51          832      0.00
21:54:51          833      0.00
21:54:51          834      0.00
21:54:51          835      0.00
21:54:51          836      0.00
21:54:51          837      0.00
21:54:51          838      0.00
21:54:51          839      0.00
21:54:51          840      0.00
21:54:51          841      0.00
21:54:51          842      0.00
21:54:51          843      0.00
21:54:51          844      0.00
21:54:51          845      0.00
21:54:51          846      0.00
21:54:51          847      0.00
21:54:51          848      0.00
21:54:51          849      0.00
21:54:51          850      0.00
21:54:51          851      0.00
21:54:51          852      0.00
21:54:51          853      0.00
21:54:51          854      0.00
21:54:51          855      0.00
21:54:51          856      0.00
21:54:51          857      0.00
21:54:51          858      0.00
21:54:51          859      0.00
21:54:51          860      0.00
21:54:51          861      0.00
21:54:51          862      0.00
21:54:51          863      0.00
21:54:51          864      0.00
21:54:51          865      0.00
21:54:51          866      0.00
21:54:51          867      0.00
21:54:51          868      0.00
21:54:51          869      0.00
21:54:51          870      0.00
21:54:51          871      0.00
21:54:51          872      0.00
21:54:51          873      0.00
21:54:51          874      0.00
21:54:51          875      0.00
21:54:51          876      0.00
21:54:51          877      0.00
21:54:51          878      0.00
21:54:51          879      0.00
21:54:51          880      0.00
21:54:51          881      0.00
21:54:51          882      0.00
21:54:51          883      0.00
21:54:51          884      0.00
21:54:51          885      0.00
21:54:51          886      0.00
21:54:51          887      0.00
21:54:51          888      0.00
21:54:51          889      0.00
21:54:51          890      0.00
21:54:51          891      0.00
21:54:51          892      0.00
21:54:51          893      0.00
21:54:51          894      0.00
21:54:51          895      0.00
21:54:51          896      0.00
21:54:51          897      0.00
21:54:51          898      0.00
21:54:51          899      0.00
21:54:51          900      0.00
21:54:51          901      0.00
21:54:51          902      0.00
21:54:51          903      0.00
21:54:51          904      0.00
21:54:51          905      0.00
21:54:51          906      0.00
21:54:51          907      0.00
21:54:51          908      0.00
21:54:51          909      0.00
21:54:51          910      0.00
21:54:51          911      0.00
21:54:51          912      0.00
21:54:51          913      0.00
21:54:51          914      0.00
21:54:51          915      0.00
21:54:51          916      0.00
21:54:51          917      0.00
21:54:51          918      0.00
21:54:51          919      0.00
21:54:51          920      0.00
21:54:51          921      0.00
21:54:51          922      0.00
21:54:51          923      0.00
21:54:51          924      0.00
21:54:51          925      0.00
21:54:51          926      0.00
21:54:51          927      0.00
21:54:51          928      0.00
21:54:51          929      0.00
21:54:51          930      0.00
21:54:51          931      0.00
21:54:51          932      0.00
21:54:51          933      0.00
21:54:51          934      0.00
21:54:51          935      0.00
21:54:51          936      0.00
21:54:51          937      0.00
21:54:51          938      0.00
