timestamp_ms,total
1485175318148,1324
1485175321423,1333
1485175324436,1339
1485175327903,1347
1485175331458,1353
1485175334847,1360
1485175338639,1367
1485175341828,1369
1485175345086,1373
1485175348972,1379
1485175352823,1385
1485175356237,1396
1485175359491,1404
1485175362700,1414
1485175366014,1423
1485175369079,1432
1485175373119,1440
1485175376984,1444
1485175380237,1448
1485175383765,1456
1485175387591,1465
1485175391142,1472
1485175394522,1489
1485175398198,1498
1485175401390,1509
1485175404770,1530
1485175408399,1542
1485175411415,1555
1485175414486,1569
1485175417651,1581
1485175420923,1595
1485175423993,1614
1485175427013,1628
1485175430218,1645
1485175433540,1660
1485175436569,1680
1485175439592,1689
1485175442886,1704
1485175446248,1722
1485175449269,1725
1485175452311,1733
1485175455441,1739
1485175458586,1553
1485175461609,1560
1485175464624,1566
1485175467672,1568
1485175470799,1574
1485175473811,1574
1485175476829,1580
