timestamp_ms,doc_values_memory_in_bytes,fixed_bit_set_memory_in_bytes,index_writer_max_memory_in_bytes,index_writer_memory_in_bytes,memory_in_bytes,norms_memory_in_bytes,stored_fields_memory_in_bytes,term_vectors_memory_in_bytes,terms_memory_in_bytes,version_map_memory_in_bytes
1485174825042,4524,0,62332599,0,452843,6720,10776,0,430823,0
1485174828259,4524,0,62332599,326648,452843,6720,10776,0,430823,282
1485174831276,4852,0,62332599,1938956,464874,7360,11400,0,441262,2995
1485174834473,5324,0,62332599,4180632,479122,8000,12032,0,453766,709
1485174837636,6268,0,62332599,1976092,510773,9280,13312,0,481913,3301
1485174840954,6740,0,62332599,1601944,528184,9920,13952,0,497572,2276
1485174843971,6976,0,62332599,833576,536797,10240,14272,0,505309,141
1485174848281,7540,0,62332599,1364052,554697,11200,15216,0,520741,3285
1485174851841,7776,0,62332599,2199448,563678,11520,15528,0,528854,1861
1485174854942,8248,0,62332599,2669664,576272,12160,16136,0,539728,1438
1485174858748,9900,0,72721366,1284268,770147,14400,20280,0,725567,284
1485174861875,9992,0,72721366,2121344,776057,14720,20592,0,730753,430
1485174864924,10228,0,72721366,3925684,784689,15040,20896,0,738525,994
1485174868167,10936,0,72721366,4097932,806892,16000,21848,0,758108,2706
1485174872795,9520,0,69258444,3563604,752178,14080,20296,0,708282,3010
1485174875920,9992,0,69258444,3397792,765618,14720,20928,0,719978,1278
1485174879375,8484,0,69258444,0,736073,12480,18872,0,696237,0
1485174883238,8576,0,69258444,4452492,741124,12800,19184,0,700564,1713
1485174886569,9520,0,69258444,5434768,769710,14080,20416,0,725694,715
1485174890032,10228,0,69258444,1768332,794446,15040,21360,0,747818,423
1485174894754,10556,0,69258444,0,806992,15680,21992,0,758764,0
1485174897799,10648,0,69258444,1521300,812143,16000,22304,0,763191,2022
1485174900834,10976,0,69258444,3658744,826001,16640,22936,0,775449,718
1485174904664,11684,0,69258444,2962332,847689,17600,23864,0,794541,852
1485174908204,11448,0,86573055,4235224,956589,17280,25040,0,902821,142
1485174911787,12104,0,86573055,3694944,986264,18560,26288,0,929312,2556
1485174915605,12812,0,74205475,2577980,1008839,19520,27216,0,949291,854
1485174918947,13520,0,74205475,0,1027995,20480,28152,0,965843,0
1485174922376,13992,0,74205475,2331204,1039073,21120,28776,0,975185,1290
1485174926025,13008,0,74205475,2431680,1009583,19200,27048,0,950327,564
1485174929386,13716,0,74205475,887980,1030444,20160,27968,0,968600,856
1485174936104,12576,0,74205475,2052828,990836,19200,27288,0,931772,713
1485174939150,13048,0,74205475,5216336,1003853,19840,27920,0,943045,2575
1485174942359,14084,0,74205475,4336180,1038422,21440,29472,0,973426,1000
1485174945932,12956,0,74205475,482796,1015023,19520,27704,0,954843,0
1485174948956,11736,0,74205475,1253648,983581,17280,25584,0,928981,1282
1485174952129,12064,0,74205475,3021372,998869,17920,26208,0,942677,1128
1485174955152,12536,0,74205475,3017724,1015849,18560,26848,0,957905,1996
1485174958791,11120,0,74205475,3504852,940194,16640,25384,0,887050,1148
1485174962402,11448,0,74205475,5469768,953722,17280,26000,0,898994,4306
1485174965793,12392,0,74205475,3756556,983672,18560,27264,0,925456,1270
1485174969099,13376,0,74205475,2102012,1024271,20480,29136,0,961279,2719
1485174972614,13848,0,74205475,2206520,1040265,21120,29736,0,975561,1002
1485174976223,12196,0,74205475,2286600,987559,18880,27760,0,928723,856
1485174980822,13088,0,74205475,3048688,1021118,20480,29312,0,958238,3873
1485174983864,12052,0,74205475,1263400,976355,18880,28104,0,917319,1428
1485174986888,12524,0,74205475,1584276,989473,19520,28736,0,928693,993
1485174990096,12996,0,74205475,1410708,1003097,20160,29352,0,940589,2142
1485174993706,10228,0,74205475,975532,915288,15040,24640,0,865380,1850
1485174997079,10556,0,74205475,3909648,927921,15680,25272,0,876413,4866
1485175000833,9376,0,74205475,4431044,906749,14080,23880,0,859413,2414
1485175004294,10084,0,74205475,3540596,928385,15040,24800,0,878461,3879
1485175007333,10884,0,74205475,1639324,960178,16320,26032,0,906942,0
1485175010824,11120,0,74205475,1160000,969303,16640,26360,0,915183,0
1485175014986,9612,0,74205475,1655092,929337,14400,24304,0,881021,142
1485175018116,9848,0,74205475,4740636,937763,14720,24616,0,888579,2564
1485175021760,9100,0,74205475,4840820,909096,13120,23224,0,863652,3292
1485175026138,10516,0,74205475,2054328,952564,15040,25128,0,901880,142
1485175029797,10844,0,74205475,2541212,966208,15680,25768,0,913916,0
1485175033076,11644,0,74205475,2922932,991898,16960,27024,0,936270,1716
1485175036847,12300,0,74205475,2873308,1018283,18240,28280,0,959463,1880
1485175040062,12772,0,74205475,3573068,1034111,18880,28912,0,973547,1566
1485175043746,11644,0,74205475,900136,1004840,16960,27160,0,949076,1002
1485175047965,12444,0,74205475,4279800,1029794,18240,28416,0,970694,4286
1485175051585,13480,0,74205475,4818752,1063382,19840,29968,0,1000094,4326
1485175054942,14280,0,74205475,1599880,1091962,21120,31216,0,1025346,0
1485175059065,14988,0,74205475,518248,1112487,22080,32152,0,1043267,0
1485175062182,13244,0,74205475,0,1067598,19520,29760,0,1005074,0
1485175065478,11500,0,74205475,1866508,1023203,16960,27432,0,967311,578
1485175069448,12064,0,74205475,6206584,1043769,17920,28368,0,985417,3146
1485175072464,8524,0,74205475,5367504,954572,13120,24040,0,908888,2714
1485175075945,9796,0,74205475,2379944,995154,15040,25920,0,944398,2426
1485175079395,10268,0,74205475,3981004,1011227,15680,26552,0,958727,710
1485175082739,11160,0,74205475,1781412,1043579,17280,28112,0,987027,142
1485175086791,12196,0,74205475,2381940,1074985,18880,29664,0,1014245,1570
1485175090254,12760,0,74205475,2234936,1094464,19840,30592,0,1031272,1432
1485175093600,13232,0,74205475,0,1110229,20480,31224,0,1045293,0
1485175097402,11920,0,74205475,721600,1056284,17920,28880,0,997564,866
1485175100754,12248,0,74205475,2510532,1067564,18560,29504,0,1007252,710
1485175103771,11408,0,74205475,1467720,1039617,16640,27784,0,983785,0
1485175107457,9992,0,74205475,5794984,1011043,14720,26032,0,960299,3000
1485175114025,11540,0,74205475,2343276,1077373,17600,28840,0,1019393,2148
1485175117850,12340,0,74205475,4448056,1106051,18880,30072,0,1044759,4734
1485175122406,8156,0,74205475,3702860,996392,11840,23600,0,952796,2722
1485175125424,8864,0,74205475,1102420,1021221,12800,24528,0,975029,0
1485175128852,9100,0,74205475,1388304,1027628,13120,24848,0,980560,426
1485175132576,9572,0,74205475,0,1040642,13760,25480,0,991830,0
1485175135605,9572,0,74205475,1164544,1040642,13760,25480,0,991830,1424
1485175139538,10464,0,74205475,4555340,1072064,15360,27032,0,1019208,6430
1485175144084,11644,0,74205475,2566260,1108982,16960,28616,0,1051762,2148
1485175147104,12352,0,74205475,2241784,1126512,17920,29568,0,1066672,1008
1485175150326,12916,0,74205475,3894744,1146330,18880,30512,0,1084022,3002
1485175154325,13860,0,74205475,3856836,1177517,20160,31768,0,1111729,852
1485175157480,12536,0,74205475,3941072,1151935,18560,30368,0,1090471,284
1485175161089,13100,0,74205475,2424524,1176546,19520,31312,0,1112614,720
1485175164723,13428,0,74205475,2343148,1190448,20160,31944,0,1124916,1140
1485175167754,13520,0,74205475,1123828,1197765,20480,32264,0,1131501,2300
1485175171235,10412,0,74205475,3145524,1114330,15680,27824,0,1060414,710
1485175175064,7776,0,74205475,1783892,1043999,11520,24016,0,1000687,2730
1485175178238,8340,0,74205475,2622808,1060468,12480,24960,0,1014688,284
1485175181500,8904,0,74205475,3560416,1080925,13440,25920,0,1032661,3740
1485175185712,9560,0,74205475,1265500,1111783,14720,27128,0,1060375,2280
1485175189313,9796,0,74205475,3551056,1120151,15040,27440,0,1067875,2150
1485175193113,10544,0,74205475,5217960,1154671,16640,29016,0,1098471,3302
1485175196858,11344,0,74205475,6141528,1185936,17920,30248,0,1126424,4990
1485175200350,14412,0,89046570,3094348,1493250,22080,36952,0,1419806,2722
1485175204065,15120,0,85336296,2714184,1514131,23040,37888,0,1438083,1014
1485175207706,15356,0,85336296,4393468,1521648,23360,38208,0,1444724,8610
1485175210728,15356,0,85336296,7040344,1521648,23360,38208,0,1444724,13188
1485175214045,15356,0,77915748,11620008,1521648,23360,38208,0,1444724,10742
1485175217205,13848,0,77915748,9943984,1495583,21120,36240,0,1424375,7052
1485175220860,15512,0,90901706,8816732,1746837,22400,40144,0,1668781,3172
1485175224615,16692,0,80801518,895088,1788699,24000,41768,0,1706239,0
1485175228161,15748,0,80801518,4684256,1762024,22720,40648,0,1682908,4328
1485175231592,16692,0,80801518,5657884,1795164,24000,41920,0,1712552,6604
1485175235497,16180,0,80801518,3922368,1766218,22720,40904,0,1686414,2862
1485175238943,17452,0,80801518,4642236,1815635,24640,42816,0,1730727,2728
1485175242713,18960,0,80801518,3030432,1860405,26880,45024,0,1769541,714
1485175246105,19668,0,80801518,2587396,1882378,27840,45960,0,1788910,2284
1485175249699,20324,0,80801518,1744556,1910204,29120,47192,0,1813568,2878
1485175253127,21268,0,80801518,2418808,1933777,30400,48448,0,1833661,426
1485175256808,21504,0,80801518,2034764,1940729,30720,48752,0,1839753,142
1485175260253,21976,0,80801518,1357052,1956718,31360,49368,0,1854014,994
1485175264685,20416,0,80801518,5755452,1922121,29440,47560,0,1824705,4286
1485175268118,19852,0,80801518,6015852,1911296,28480,46784,0,1816180,4860
1485175271136,20324,0,80801518,7873168,1926746,29120,47408,0,1829894,2994
1485175274781,21268,0,80801518,9271644,1961175,30400,48672,0,1860835,5916
1485175278958,21976,0,80801518,8176192,1991164,31360,49624,0,1888204,6314
1485175282074,22396,0,80801518,8135316,2013190,32320,50568,0,1907906,5152
1485175286345,20048,0,80801518,3503776,1954944,28160,46816,0,1859920,436
1485175290086,18724,0,80801518,5835532,1934744,26560,45416,0,1844044,4000
1485175293156,19432,0,80801518,3458216,1959571,27520,46368,0,1866251,3714
1485175296651,20612,0,80801518,1553228,1995216,29120,47960,0,1897524,1716
1485175300792,21648,0,80801518,4456084,2028271,30720,49512,0,1926391,4442
1485175303819,22448,0,80801518,7126568,2059888,32000,50760,0,1954680,5576
1485175307376,21268,0,80801518,8234740,2043174,30400,49328,0,1942178,1716
1485175310693,21832,0,80801518,7310160,2073368,31360,50280,0,1969896,3850
1485175314031,18580,0,80801518,4933648,1907222,26560,46320,0,1815762,1424
1485175318151,17256,0,80801518,4206180,1807672,24960,45240,0,1720216,4000
1485175321418,18292,0,80801518,5694384,1846539,26560,46792,0,1754895,3582
1485175324439,19000,0,80801518,767572,1872092,27520,47736,0,1777836,426
1485175327905,19656,0,80801518,1956764,1900368,28800,49000,0,1802912,2566
1485175331309,18148,0,80801518,2968104,1863856,26560,46936,0,1772212,856
1485175334487,16824,0,80801518,3421140,1827142,24960,45568,0,1739790,1892
1485175338508,18004,0,80801518,2716832,1862044,26560,47136,0,1770344,3004
1485175341831,18568,0,80801518,1568088,1883197,27520,48072,0,1789037,2008
1485175345074,19368,0,80801518,2314456,1906820,28800,49336,0,1809316,568
1485175348974,16876,0,80801518,4806520,1830600,24640,45608,0,1743476,4282
1485175352842,16456,0,80801518,4343760,1810281,23680,44840,0,1725305,3744
1485175356226,13820,0,80801518,5554816,1731740,19520,41120,0,1657280,2006
1485175359492,14856,0,80801518,4157296,1770594,21120,42688,0,1691930,5594
1485175362691,16128,0,80801518,4071208,1811526,23040,44608,0,1727750,1872
1485175366013,16836,0,80801518,3247896,1837150,24000,45568,0,1750746,4154
1485175369081,17400,0,80801518,1288860,1858692,24960,46504,0,1769828,0
1485175373113,18344,0,80801518,1820584,1886996,26240,47768,0,1794644,2588
1485175377082,18764,0,80801518,2198232,1904571,27200,48712,0,1809895,856
1485175380238,19892,0,80801518,1995928,1939486,29120,50560,0,1839914,2142
1485175383767,18240,0,80801518,5880728,1899702,26880,48528,0,1806054,2578
1485175387468,19132,0,80801518,7626792,1937448,28480,50104,0,1839732,6022
1485175391144,19788,0,80801518,5070248,1966569,29760,51352,0,1865669,4750
1485175394521,20916,0,80801518,1585576,2014217,31680,53248,0,1908373,2002
1485175398145,21860,0,80801518,880700,2040600,32960,54496,0,1931284,998
1485175401239,22188,0,80801518,3766628,2055023,33600,55136,0,1944099,866
1485175404825,18936,0,80801518,5637976,1969179,28800,50760,0,1870683,568
1485175408399,16588,0,80801518,2240292,1901832,24640,47104,0,1813500,0
1485175411417,15500,0,80801518,6812456,1876963,23360,45976,0,1792127,7868
1485175414480,17008,0,80801518,2792768,1932362,25600,48200,0,1841554,142
1485175417659,15592,0,80801518,5722900,1882103,23680,46712,0,1796119,6738
1485175420920,16300,0,80801518,0,1922339,24640,47776,0,1833623,0
1485175423997,14792,0,80801518,3711664,1891899,22400,45728,0,1808979,1026
1485175427014,13756,0,80801518,5807176,1869108,20800,44400,0,1790152,0
1485175430204,14700,0,80801518,3548816,1917979,22080,45760,0,1835439,5436
1485175433408,15644,0,80801518,2568812,1960628,23360,47072,0,1874552,5292
1485175436562,16352,0,80801518,1434620,1988598,24320,48048,0,1899878,3182
1485175439757,17060,0,80801518,5122072,2013353,25280,48992,0,1922021,4884
1485175442885,16024,0,80801518,1169440,1985917,23680,47680,0,1898533,2438
1485175446250,17204,0,92344592,0,2242150,25280,52144,0,2147522,0
1485175449267,17204,0,92344592,0,2242150,25280,52144,0,2147522,0
1485175452308,17676,0,83110128,2399540,2260787,25920,52776,0,2164415,426
1485175455434,18148,0,83110128,0,2280924,26560,53408,0,2182808,0
1485175458589,20980,0,93498894,0,2646736,30400,61392,0,2533964,0
1485175461609,23196,0,103887660,1752960,2946089,33600,67912,0,2821381,1860
1485175464625,21452,0,103887660,0,2893637,31040,65616,0,2775529,0
1485175467669,21452,0,103887660,1505384,2893637,31040,65616,0,2775529,4034
1485175470795,20036,0,103887660,0,2827178,29120,64192,0,2713830,0
1485175473811,20036,0,103887660,0,2827178,29120,64192,0,2713830,0
1485175476824,21072,0,103887660,0,2877507,30720,65808,0,2759907,0
