timestamp_ms,total_capacity_in_bytes,used_in_bytes
1485175082770,26543401,26543401
1485175086793,26543401,26543401
1485175090199,26543401,26543401
1485175093588,26543401,26543401
1485175096766,26543401,26543401
1485175100745,27311136,27311136
1485175103917,28436719,28436719
1485175107475,27590424,27590424
1485175114248,27590424,27590424
1485175117902,27590424,27590424
1485175122409,27590424,27590424
1485175125621,27590424,27590424
1485175128834,27590424,27590424
1485175132578,27590424,27590424
1485175135627,27590424,27590424
1485175139739,27590424,27590424
1485175143748,27590424,27590424
1485175146763,27590424,27590424
1485175150210,27590424,27590424
1485175154315,27590424,27590424
1485175157491,27590424,27590424
1485175160876,27590424,27590424
1485175164727,27590513,27590513
1485175167760,29062490,29062490
1485175171110,29107114,29107114
1485175175025,31443276,31443276
1485175178240,31443276,31443276
1485175181525,31443276,31443276
1485175185716,31443276,31443276
1485175189763,31443276,31443276
1485175193013,31443276,31443276
1485175196860,31443276,31443276
1485175200131,31443276,31443276
1485175203646,31443276,31443276
1485175207713,31443276,31443276
1485175210800,31443276,31443276
1485175214051,32859642,32859642
1485175217196,32859642,32859642
1485175220670,32859642,32859642
1485175223707,32859642,32859642
1485175228164,34442843,34442843
1485175232143,36631713,36631713
1485175235512,34346009,34346009
1485175238998,34346009,34346009
1485175242811,34346009,34346009
1485175246099,34346009,34346009
1485175249442,34346009,34346009
1485175253164,34346009,34346009
1485175256794,34346009,34346009
1485175260331,34346009,34346009
1485175264436,34346009,34346009
1485175267981,35834248,35834248
1485175271008,35834248,35834248
1485175275831,35834248,35834248
1485175278964,35834248,35834248
1485175282096,35834248,35834248
1485175286662,35834248,35834248
1485175289754,35834248,35834248
1485175293141,35834248,35834248
1485175296727,35834248,35834248
1485175300165,35834248,35834248
1485175303821,35834248,35834248
1485175307343,38578653,38578653
1485175310710,38578653,38578653
1485175313992,44231646,44231646
1485175317984,44231646,44231646
1485175321290,44231646,44231646
1485175324476,44231646,44231646
1485175327907,44231646,44231646
1485175331312,46052730,46052730
1485175334491,46052730,46052730
1485175338566,46052730,46052730
1485175341881,46052730,46052730
1485175345084,46052730,46052730
1485175349422,49246212,49246212
1485175352577,48260771,48260771
1485175355861,49686400,49686400
1485175359394,49686400,49686400
1485175362704,49686400,49686400
1485175365950,49686400,49686400
1485175369045,49686400,49686400
1485175373123,49686400,49686400
1485175377086,49686400,49686400
1485175380165,50926947,50926947
1485175383697,50926947,50926947
1485175387472,50926947,50926947
1485175390716,50926947,50926947
1485175394221,50926947,50926947
1485175397844,50926947,50926947
1485175401229,50926947,50926947
1485175404688,50606207,50606207
1485175408382,52440831,52440831
1485175411422,52162728,52162728
1485175414482,52162728,52162728
1485175417881,50644419,50644419
1485175420918,50644419,50644419
1485175423941,50644419,50644419
1485175427046,50644419,50644419
1485175430224,50644419,50644419
1485175433410,50644419,50644419
1485175436557,50644419,50644419
1485175439761,50644419,50644419
1485175442861,52304288,52304288
1485175446188,58262984,58262984
1485175449269,58262984,58262984
1485175452288,58262984,58262984
1485175455476,58262984,58262984
1485175458559,64831212,64831212
1485175461611,67024711,67024711
1485175464636,68886039,68886039
1485175467661,68886039,68886039
1485175470787,72323576,72323576
1485175473807,72323576,72323576
1485175476814,72323576,72323576
