timestamp_ms,heap_used_percent
1485174668035,17
1485174671088,18
1485174674843,15
1485174679377,15
1485174682479,16
1485174685599,14
1485174689052,18
1485174692389,19
1485174695486,13
1485174698585,16
1485174702093,15
1485174705644,15
1485174708716,12
1485174712918,16
1485174717185,20
1485174720406,21
1485174722766,15
1485174725789,13
1485174728805,18
1485174732325,18
1485174735435,20
1485174739908,15
1485174742973,15
1485174745313,15
1485174748470,17
1485174751489,9
1485174756109,17
1485174759119,16
1485174762899,15
1485174766028,17
1485174769119,13
1485174773504,14
1485174776742,16
1485174780373,16
1485174783675,15
1485174787157,20
1485174790595,16
1485174793715,17
1485174798083,19
1485174801699,18
1485174804978,12
1485174808169,18
1485174811463,20
1485174814883,19
1485174818475,11
1485174821913,15
1485174825063,16
1485174828104,17
1485174830907,12
1485174834491,12
1485174837658,18
1485174840767,14
1485174843855,20
1485174848253,21
1485174851729,12
1485174854944,15
1485174858408,18
1485174861873,21
1485174864925,12
1485174868187,12
1485174872843,17
1485174876180,16
1485174879379,14
1485174883281,12
1485174886524,14
1485174890201,15
1485174893988,19
1485174897281,18
1485174900904,11
1485174904683,13
1485174908168,17
1485174911717,15
1485174915571,18
1485174918960,16
1485174922277,12
1485174925387,16
1485174930093,16
1485174936119,15
1485174939149,18
1485174942245,16
1485174945560,12
1485174948907,17
1485174952067,16
1485174955241,20
1485174958664,17
1485174962421,14
1485174965597,17
1485174969083,16
1485174972490,20
1485174975901,17
1485174980814,13
1485174983485,13
1485174986686,16
1485174990043,19
1485174993739,18
1485174996888,19
1485175000120,17
1485175004201,13
1485175007463,19
1485175010491,20
1485175014960,14
1485175018728,17
1485175022148,14
1485175026142,20
1485175029247,21
1485175032909,16
1485175036813,13
1485175039976,13
1485175043750,18
1485175047935,17
1485175051271,17
1485175054914,15
1485175058735,14
1485175062195,15
1485175065655,18
1485175069326,18
1485175072564,12
1485175075942,12
1485175079401,19
1485175083705,16
1485175086786,16
1485175090174,17
1485175093590,18
1485175096762,16
1485175100638,19
1485175104442,17
1485175107695,15
1485175114834,16
1485175118168,11
1485175122412,14
1485175125625,18
1485175128837,16
1485175132587,18
1485175135628,21
1485175139978,12
1485175143638,17
1485175146767,20
1485175150212,17
1485175154324,15
1485175157475,14
1485175160881,14
1485175164731,16
1485175167755,19
1485175171114,19
1485175175027,17
1485175178140,17
1485175181519,18
1485175185718,20
1485175189917,17
1485175193015,19
1485175196862,17
1485175200164,20
1485175203648,13
1485175207695,15
1485175210803,18
1485175214041,14
1485175217193,15
1485175220668,22
1485175225086,12
1485175228159,14
1485175232395,18
1485175235921,18
1485175239012,21
1485175242813,10
1485175246093,13
1485175249460,19
1485175253166,17
1485175256673,19
1485175260264,19
1485175264439,13
1485175267987,15
1485175271012,15
1485175274418,19
1485175279009,19
1485175282056,15
1485175286657,18
1485175289754,17
1485175293140,16
1485175296748,19
1485175300166,11
1485175303822,16
1485175307342,14
1485175310789,16
1485175313988,16
1485175317646,16
1485175321292,13
1485175324435,14
1485175328127,13
1485175331304,15
1485175334487,21
1485175338569,15
1485175341884,15
1485175345077,21
1485175349784,22
1485175352441,11
1485175355858,17
1485175359392,15
1485175362700,14
1485175365934,18
1485175369002,18
1485175373101,21
1485175377131,14
1485175380166,17
1485175383569,15
1485175387507,20
1485175390825,18
1485175394217,12
1485175397846,19
1485175401217,20
1485175404702,14
1485175408380,14
1485175411470,19
1485175414485,17
1485175417875,17
1485175420904,9
1485175423936,11
1485175427027,17
1485175430224,19
1485175433390,8
1485175436557,9
1485175439587,16
1485175442855,13
1485175446187,8
1485175449271,9
1485175452288,9
1485175455473,12
1485175458554,12
1485175461609,11
1485175464625,16
1485175467676,14
1485175470784,15
1485175473806,15
1485175476813,16
