timestamp_ms,max_file_descriptors,open_file_descriptors
1485175090173,64000,442
1485175093589,64000,446
1485175096762,64000,431
1485175100638,64000,430
1485175104441,64000,425
1485175107695,64000,431
1485175114834,64000,431
1485175118168,64000,432
1485175122412,64000,432
1485175125624,64000,441
1485175128836,64000,443
1485175132586,64000,444
1485175135628,64000,451
1485175139978,64000,447
1485175143637,64000,452
1485175146767,64000,459
1485175150212,64000,462
1485175154323,64000,447
1485175157475,64000,452
1485175160881,64000,449
1485175164730,64000,451
1485175167754,64000,455
1485175171113,64000,456
1485175175027,64000,465
1485175178139,64000,459
1485175181518,64000,470
1485175185718,64000,460
1485175189917,64000,450
1485175193014,64000,450
1485175196861,64000,429
1485175200163,64000,441
1485175203648,64000,425
1485175207694,64000,435
1485175210796,64000,437
1485175214040,64000,437
1485175217193,64000,427
1485175220668,64000,423
1485175225067,64000,419
1485175228155,64000,410
1485175232376,64000,412
1485175235921,64000,417
1485175238980,64000,420
1485175242813,64000,429
1485175246092,64000,427
1485175249441,64000,437
1485175253142,64000,439
1485175256673,64000,433
1485175260263,64000,433
1485175264438,64000,440
1485175267987,64000,436
1485175271007,64000,440
1485175274417,64000,438
1485175279008,64000,443
1485175282055,64000,442
1485175286657,64000,428
1485175289753,64000,439
1485175293139,64000,439
1485175296748,64000,444
1485175300166,64000,444
1485175303822,64000,441
1485175307342,64000,450
1485175310789,64000,452
1485175313988,64000,460
1485175317646,64000,462
1485175321292,64000,466
1485175324435,64000,464
1485175328127,64000,462
1485175331303,64000,467
1485175334486,64000,466
1485175338568,64000,465
1485175341883,64000,464
1485175345077,64000,466
1485175349783,64000,473
1485175352441,64000,459
1485175355858,64000,450
1485175359392,64000,449
1485175362699,64000,456
1485175365934,64000,461
1485175369001,64000,459
1485175373101,64000,466
1485175377131,64000,466
1485175380166,64000,460
1485175383566,64000,474
1485175387506,64000,476
1485175390824,64000,464
1485175394217,64000,482
1485175397846,64000,479
1485175401217,64000,481
1485175404702,64000,483
1485175408380,64000,478
1485175411466,64000,489
1485175414485,64000,478
1485175417874,64000,467
1485175420903,64000,460
1485175423935,64000,467
1485175427018,64000,466
1485175430224,64000,451
1485175433390,64000,457
1485175436556,64000,469
1485175439586,64000,476
1485175442855,64000,484
1485175446186,64000,483
1485175449270,64000,473
1485175452287,64000,489
1485175455472,64000,432
1485175458554,64000,409
1485175461608,64000,379
1485175464625,64000,368
1485175467675,64000,377
1485175470783,64000,366
1485175473806,64000,366
1485175476813,64000,370
