timestamp_ms,total_capacity_in_bytes,used_in_bytes
1485174571772,16815612,16815612
1485174574924,16815612,16815612
1485174578117,16815612,16815612
1485174581389,16799228,16799228
1485174584477,16799228,16799228
1485174587528,16816402,16816402
1485174590727,16816402,16816402
1485174593961,16816402,16816402
1485174598843,16816272,16816272
1485174601867,16816272,16816272
1485174605394,16816272,16816272
1485174608413,16816272,16816272
1485174611677,16832656,16832656
1485174614708,16832656,16832656
1485174617740,16849040,16849040
1485174620764,16849040,16849040
1485174622972,16849040,16849040
1485174626480,16849040,16849040
1485174629869,16849040,16849040
1485174633086,16849040,16849040
1485174636198,16832656,16832656
1485174639280,16832656,16832656
1485174642690,16832656,16832656
1485174645707,16832656,16832656
1485174647956,16832656,16832656
1485174652189,16852099,16852099
1485174655328,16819331,16819331
1485174658827,16819331,16819331
1485174661846,16819331,16819331
1485174664940,16819331,16819331
1485174668035,16819331,16819331
1485174671088,16819461,16819461
1485174674843,16821486,16821486
1485174679377,16891466,16891466
1485174682479,16891466,16891466
1485174685599,16907850,16907850
1485174689052,16949757,16949757
1485174692389,16958342,16958342
1485174695486,16958342,16958342
1485174698585,16974726,16974726
1485174702093,16978209,16978209
1485174705644,16978209,16978209
1485174708716,16994593,16994593
1485174712918,16994593,16994593
1485174717185,16994593,16994593
1485174720406,16994593,16994593
1485174722766,16970760,16970760
1485174725789,16970760,16970760
1485174728805,16970760,16970760
1485174732325,16987144,16987144
1485174735435,16987144,16987144
1485174739908,16987014,16987014
1485174742973,16987280,16987280
1485174745313,16987280,16987280
1485174748470,16987280,16987280
1485174751489,16987280,16987280
1485174756109,16996815,16996815
1485174759119,16996815,16996815
1485174762899,16996815,16996815
1485174766028,16996815,16996815
1485174769119,16964047,16964047
1485174773504,16964047,16964047
1485174776742,16980431,16980431
1485174780373,16980431,16980431
1485174783675,16980431,16980431
1485174787157,16980431,16980431
1485174790595,16980431,16980431
1485174793715,16980431,16980431
1485174798083,16989253,16989253
1485174801699,16989253,16989253
1485174804978,16972869,16972869
1485174808169,16972869,16972869
1485174811463,17005637,17005637
1485174814883,17005637,17005637
1485174818475,17005637,17005637
1485174821913,17005637,17005637
1485174825063,17005637,17005637
1485174828104,17005637,17005637
1485174830907,17005637,17005637
1485174834491,17022021,17022021
1485174837658,17043323,17043323
1485174840767,17043323,17043323
1485174843855,17043323,17043323
1485174848253,17043323,17043323
1485174851729,17010555,17010555
1485174854944,17026939,17026939
1485174858408,17046487,17046487
1485174861873,17054679,17054679
1485174864925,17071063,17071063
1485174868187,17071063,17071063
1485174872843,17071063,17071063
1485174876180,17071063,17071063
1485174879379,17087457,17087457
1485174883281,17071073,17071073
1485174886524,17071073,17071073
1485174890201,17071073,17071073
1485174893988,17071073,17071073
1485174897281,17071073,17071073
1485174900904,17054689,17054689
1485174904683,17054689,17054689
1485174908168,17071073,17071073
1485174911717,17071073,17071073
1485174915571,17087457,17087457
1485174918960,17087457,17087457
1485174922277,17054689,17054689
1485174925387,17054689,17054689
1485174930093,17054689,17054689
1485174936119,17054689,17054689
1485174939149,17054689,17054689
1485174942245,17054689,17054689
1485174945560,17054689,17054689
1485174948907,17081708,17081708
1485174952067,17081708,17081708
1485174955241,17081708,17081708
1485174958664,17081708,17081708
1485174962421,17048940,17048940
1485174965597,17048940,17048940
1485174969083,17048940,17048940
1485174972490,17137627,17137627
1485174975901,17137627,17137627
1485174980814,17137497,17137497
1485174983485,17137497,17137497
1485174986686,17137497,17137497
1485174990043,17137497,17137497
1485174993739,17137497,17137497
1485174996888,17137497,17137497
1485175000120,17153881,17153881
1485175004201,17153881,17153881
1485175007463,17162073,17162073
1485175010491,17162073,17162073
1485175014960,17170265,17170265
1485175018728,17170265,17170265
1485175022148,17170265,17170265
1485175026142,17170265,17170265
1485175029247,17230964,17230964
1485175032909,17230964,17230964
1485175036813,17239156,17239156
1485175039976,17239156,17239156
1485175043750,17255540,17255540
1485175047935,17263732,17263732
1485175051271,17322779,17322779
1485175054914,17424196,17424196
1485175058735,17424196,17424196
1485175062195,17424196,17424196
1485175065655,17424196,17424196
1485175069326,17424196,17424196
1485175072564,17424196,17424196
1485175075942,17424196,17424196
1485175079401,17424196,17424196
1485175083705,17424196,17424196
1485175086786,17424196,17424196
1485175090174,17424196,17424196
1485175093590,17440580,17440580
1485175096762,17440580,17440580
1485175100638,17440580,17440580
1485175104442,17407812,17407812
1485175107695,17507994,17507994
1485175114834,17507994,17507994
1485175118168,17524378,17524378
1485175122412,17524378,17524378
1485175125625,17540762,17540762
1485175128837,17557146,17557146
1485175132587,17557146,17557146
1485175135628,17557146,17557146
1485175139978,17557146,17557146
1485175143638,17557146,17557146
1485175146767,17557146,17557146
1485175150212,17557146,17557146
1485175154324,17557146,17557146
1485175157475,17557146,17557146
1485175160881,17565338,17565338
1485175164731,17573530,17573530
1485175167755,17589914,17589914
1485175171114,17540762,17540762
1485175175027,17540762,17540762
1485175178140,17540762,17540762
1485175181519,17540762,17540762
1485175185718,17540762,17540762
1485175189917,17524378,17524378
1485175193015,17524636,17524636
1485175196862,17524636,17524636
1485175200164,17524636,17524636
1485175203648,17524636,17524636
1485175207695,17524636,17524636
1485175210803,17524636,17524636
1485175214041,17524766,17524766
1485175217193,17524766,17524766
1485175220668,17524766,17524766
1485175225086,17491998,17491998
1485175228159,17491998,17491998
1485175232395,17491998,17491998
1485175235921,17491998,17491998
1485175239012,17491998,17491998
1485175242813,17508382,17508382
1485175246093,17508382,17508382
1485175249460,17592436,17592436
1485175253166,17592436,17592436
1485175256673,17592436,17592436
1485175260264,17592436,17592436
1485175264439,17592436,17592436
1485175267987,17592436,17592436
1485175271012,17592436,17592436
1485175274418,17592436,17592436
1485175279009,17592436,17592436
1485175282056,17592436,17592436
1485175286657,17592436,17592436
1485175289754,17592436,17592436
1485175293140,17592436,17592436
1485175296748,17599559,17599559
1485175300166,17583045,17583045
1485175303822,17591237,17591237
1485175307342,17591237,17591237
1485175310789,17615813,17615813
1485175313988,17615813,17615813
1485175317646,17615813,17615813
1485175321292,17615813,17615813
1485175324435,17615813,17615813
1485175328127,17615813,17615813
1485175331304,17615813,17615813
1485175334487,17615813,17615813
1485175338569,17615813,17615813
1485175341884,17624005,17624005
1485175345077,17632197,17632197
1485175349784,17632197,17632197
1485175352441,17599429,17599429
1485175355858,17599429,17599429
1485175359392,17599429,17599429
1485175362700,17599429,17599429
1485175365934,17615813,17615813
1485175369002,17615813,17615813
1485175373101,17615813,17615813
1485175377131,17615813,17615813
1485175380166,17624005,17624005
1485175383569,17632197,17632197
1485175387507,17632197,17632197
1485175390825,17647557,17647557
1485175394217,17647557,17647557
1485175397846,17680325,17680325
1485175401217,17680325,17680325
1485175404702,17680325,17680325
1485175408380,17696709,17696709
1485175411470,17713093,17713093
1485175414485,17696709,17696709
1485175417875,17696709,17696709
1485175420904,17688517,17688517
1485175423936,17688517,17688517
1485175427027,17688517,17688517
1485175430224,17724707,17724707
1485175433390,17669615,17669615
1485175436557,17685999,17685999
1485175439587,17702383,17702383
1485175442855,17702383,17702383
1485175446187,17706573,17706573
1485175449271,18258842,18258842
1485175452288,18277489,18277489
1485175455473,18279459,18279459
1485175458554,18279459,18279459
1485175461609,18295843,18295843
1485175464625,18295843,18295843
1485175467676,18295843,18295843
1485175470784,18312227,18312227
1485175473806,18312227,18312227
1485175476813,18295843,18295843
