timestamp_ms,total_auto_throttle_in_bytes,total_size_in_bytes
1485175086789,314572800,592665304
1485175090253,314572800,592665304
1485175093598,314572800,592665304
1485175097400,314572800,592665304
1485175100633,314572800,592665304
1485175103767,314572800,592665304
1485175107453,314572800,592665304
1485175114022,314572800,592665304
1485175117849,314572800,592665304
1485175122401,314572800,592665304
1485175125420,314572800,608687457
1485175128851,314572800,608687457
1485175132572,314572800,608687457
1485175135601,314572800,608687457
1485175139472,314572800,608687457
1485175144079,314572800,608687457
1485175147099,314572800,608687457
1485175150322,314572800,608687457
1485175154318,314572800,608687457
1485175157474,314572800,608687457
1485175160956,314572800,626936670
1485175164718,314572800,645358214
1485175167748,314572800,662818288
1485175171230,314572800,662818288
1485175175062,314572800,662818288
1485175178129,314572800,662818288
1485175181497,314572800,681436188
1485175185708,314572800,681436188
1485175189301,314572800,681436188
1485175193109,314572800,681436188
1485175196853,314572800,681436188
1485175200128,314572800,681436188
1485175204063,314572800,681436188
1485175207693,314572800,716704089
1485175210724,314572800,716704089
1485175214039,314572800,716704089
1485175217200,314572800,716704089
1485175220772,314572800,716704089
1485175224582,314572800,716704089
1485175228151,314572800,716704089
1485175231575,314572800,716704089
1485175235443,314572800,716704089
1485175238934,314572800,716704089
1485175242484,314572800,716704089
1485175246091,314572800,716704089
1485175249691,314572800,716704089
1485175253105,314572800,716704089
1485175256806,314572800,716704089
1485175260251,314572800,716704089
1485175264617,314572800,716704089
1485175268116,314572800,716704089
1485175271136,314572800,716704089
1485175274702,314572800,716704089
1485175278959,314572800,716704089
1485175282040,314572800,716704089
1485175286173,314572800,735521885
1485175290084,314572800,735521885
1485175293139,314572800,735521885
1485175296643,314572800,735521885
1485175300786,314572800,735521885
1485175303814,314572800,735521885
1485175307373,314572800,735521885
1485175310690,314572800,735521885
1485175314029,314572800,735521885
1485175318129,314572800,735521885
1485175321416,314572800,735521885
1485175324433,314572800,735521885
1485175327902,314572800,735521885
1485175331306,314572800,735521885
1485175334484,314572800,735521885
1485175338505,314572800,735521885
1485175341825,314572800,735521885
1485175345071,314572800,753781917
1485175348971,314572800,770871444
1485175352821,314572800,770871444
1485175356202,314572800,770871444
1485175359478,314572800,770871444
1485175362690,314572800,770871444
1485175366010,314572800,770871444
1485175369067,314572800,784167596
1485175373112,314572800,784167596
1485175376964,314572800,784167596
1485175380235,314572800,784167596
1485175383771,314572800,784167596
1485175387468,314572800,784167596
1485175391141,314572800,784167596
1485175394521,314572800,784167596
1485175398132,314572800,784167596
1485175401238,314572800,784167596
1485175404769,314572800,802769376
1485175408397,314572800,802769376
1485175411412,314572800,802769376
1485175414483,314572800,852874795
1485175417639,314572800,852874795
1485175420921,314572800,869745203
1485175423991,314572800,885496017
1485175427016,314572800,899092461
1485175430210,312666298,911193607
1485175433403,312666298,922194196
1485175436559,310759796,922194196
1485175439590,308853294,922194196
1485175442884,308853294,922194196
1485175446246,306946792,922194196
1485175449268,306946792,922194196
1485175452308,306946792,922194196
1485175455438,306946792,1048263157
1485175458579,306946792,1119926543
1485175461606,306946792,1197563853
1485175464623,306946792,1197563853
1485175467666,306946792,1197563853
1485175470793,306946792,1203217993
1485175473810,306946792,1203217993
1485175476822,306946792,1203217993
