timestamp_ms,total_capacity_in_bytes,used_in_bytes
1485175022662,12657798,12657798
1485175026151,12657798,12657798
1485175029400,12682374,12682374
1485175033127,12682374,12682374
1485175036912,12649606,12649606
1485175039964,12649606,12649606
1485175044904,12665990,12665990
1485175047923,12665990,12665990
1485175051271,12674182,12674182
1485175054896,12674182,12674182
1485175058738,12690566,12690566
1485175062191,12690566,12690566
1485175065658,12657798,12657798
1485175069320,12657798,12657798
1485175072460,12657798,12657798
1485175075934,12657798,12657798
1485175079402,12665990,12665990
1485175082737,12674182,12674182
1485175086934,12657798,12657798
1485175090576,12657798,12657798
1485175093594,12657798,12657798
1485175096764,12657798,12657798
1485175100637,12665990,12665990
1485175103771,12665990,12665990
1485175108811,12665990,12665990
1485175114031,12616838,12616838
1485175119372,12616838,12616838
1485175122410,12625030,12625030
1485175125433,12625030,12625030
1485175128965,12625030,12625030
1485175132584,12625030,12625030
1485175135612,12625030,12625030
1485175141033,12625030,12625030
1485175143641,12682507,12682507
1485175146761,12682507,12682507
1485175150212,12682507,12682507
1485175154313,12682507,12682507
1485175157483,12690699,12690699
1485175160872,12698891,12698891
1485175164733,12698891,12698891
1485175167746,12698891,12698891
1485175171108,12715275,12715275
1485175175117,12715275,12715275
1485175178134,12715275,12715275
1485175182652,12715275,12715275
1485175185715,12715275,12715275
1485175189312,12823749,12823749
1485175193011,12823749,12823749
1485175196862,12823749,12823749
1485175200135,12823749,12823749
1485175203752,12827711,12827711
1485175207710,12778559,12778559
1485175210734,12778559,12778559
1485175214048,12778559,12778559
1485175217259,12794943,12794943
1485175220676,12794943,12794943
1485175224745,12788221,12788221
1485175228541,12788221,12788221
1485175231576,12788221,12788221
1485175235605,12796413,12796413
1485175239106,12796413,12796413
1485175242498,12812797,12812797
1485175246174,12812797,12812797
1485175249444,12812797,12812797
1485175253148,12829181,12829181
1485175256673,12837373,12837373
1485175261543,13010773,13010773
1485175264553,13027157,13027157
1485175267980,13027157,13027157
1485175271011,13027157,13027157
1485175274425,12978005,12978005
1485175278957,12978005,12978005
1485175283098,12986197,12986197
1485175286177,12994389,12994389
1485175289755,12994389,12994389
1485175293176,12994389,12994389
1485175296724,12994389,12994389
1485175300670,13010773,13010773
1485175303843,12961621,12961621
1485175307433,12969813,12969813
1485175310706,12969813,12969813
1485175314004,12978005,12978005
1485175317646,12978005,12978005
1485175321359,12978005,12978005
1485175324613,12978005,12978005
1485175327905,12986197,12986197
1485175331459,12986197,12986197
1485175335112,12961621,12961621
1485175338641,12961621,12961621
1485175341975,12961621,12961621
1485175345135,12961621,12961621
1485175348316,12961621,12961621
1485175352448,12978005,12978005
1485175355869,12978005,12978005
1485175359493,12978005,12978005
1485175362698,13002581,13002581
1485175365932,13018965,13018965
1485175369051,12986197,12986197
1485175373117,13002581,13002581
1485175377127,13027157,13027157
1485175380162,13027157,13027157
1485175383567,13043541,13043541
1485175387588,13043541,13043541
1485175390757,13054805,13054805
1485175394221,13071189,13071189
1485175397842,13099861,13099861
1485175401221,13034325,13034325
1485175404688,13034325,13034325
1485175408380,13034325,13034325
1485175411421,13034325,13034325
1485175414630,13034325,13034325
1485175417665,13067093,13067093
1485175420900,13083477,13083477
1485175423939,13034325,13034325
1485175427044,13034325,13034325
1485175430224,13050709,13050709
1485175433547,12960597,12960597
1485175436562,13001557,13001557
1485175439584,13001557,13001557
1485175442865,13017941,13017941
1485175446191,13017941,13017941
1485175449271,13034325,13034325
1485175452315,13034325,13034325
1485175455473,13034325,13034325
1485175458553,13034325,13034325
1485175461611,13067093,13067093
1485175464637,13067093,13067093
1485175467659,13067093,13067093
1485175470784,13067093,13067093
1485175473806,13067093,13067093
1485175476813,13067093,13067093
