timestamp_ms,total_auto_throttle_in_bytes,total_size_in_bytes
1485174605387,314572800,209058391
1485174608408,314572800,209058391
1485174611664,314572800,209058391
1485174614702,314572800,209058391
1485174617730,314572800,209058391
1485174620756,314572800,209058391
1485174623792,314572800,209058391
1485174626812,314572800,227345334
1485174629987,314572800,245365993
1485174633047,314572800,245365993
1485174636206,314572800,245365993
1485174639362,314572800,265142911
1485174642685,314572800,265142911
1485174645703,314572800,276205433
1485174648723,314572800,276205433
1485174651854,314572800,286557076
1485174655264,314572800,296218575
1485174658739,314572800,296218575
1485174661839,314572800,296218575
1485174664934,314572800,296218575
1485174668024,314572800,296218575
1485174671213,314572800,296218575
1485174674483,314572800,306363015
1485174679868,314572800,306363015
1485174682977,314572800,306363015
1485174686185,314572800,306363015
1485174689615,314572800,306363015
1485174692781,314572800,306363015
1485174695867,314572800,306363015
1485174699156,314572800,306363015
1485174702180,314572800,306363015
1485174705205,314572800,306363015
1485174708696,314572800,306363015
1485174713765,314572800,306363015
1485174716973,314572800,306363015
1485174720305,314572800,306363015
1485174723481,314572800,306363015
1485174726556,314572800,306363015
1485174729684,314572800,306363015
1485174733091,314572800,306363015
1485174736257,314572800,306363015
1485174739529,314572800,316140008
1485174742960,314572800,316140008
1485174746101,314572800,333455656
1485174749166,314572800,333455656
1485174752294,314572800,333455656
1485174756089,314572800,343645019
1485174759117,314572800,343645019
1485174762265,314572800,351519383
1485174765970,314572800,351519383
1485174769143,314572800,351519383
1485174772679,314572800,383282911
1485174776577,314572800,393456249
1485174780349,314572800,393456249
1485174783621,314572800,412149872
1485174787119,314572800,412149872
1485174790553,314572800,421691899
1485174793812,314572800,431906303
1485174798084,314572800,431906303
1485174801669,314572800,442941215
1485174805032,314572800,442941215
1485174808235,314572800,452408467
1485174811463,314572800,452408467
1485174814822,314572800,452408467
1485174818025,314572800,452408467
1485174822001,314572800,452408467
1485174825027,314572800,452408467
1485174828190,314572800,458658190
1485174831274,314572800,464296563
1485174834511,314572800,464296563
1485174837675,314572800,464296563
1485174840952,314572800,464296563
1485174844198,314572800,464296563
1485174848502,314572800,464296563
1485174851918,314572800,464296563
1485174854937,314572800,464296563
1485174858676,314572800,464296563
1485174861883,314572800,464296563
1485174864921,314572800,477839517
1485174868171,314572800,477839517
1485174872793,314572800,477839517
1485174875915,314572800,477839517
1485174879373,314572800,507233994
1485174883230,314572800,507233994
1485174886559,314572800,507233994
1485174890032,314572800,507233994
1485174894715,314572800,515248228
1485174897796,314572800,536810479
1485174900831,314572800,558038129
1485174905152,314572800,558038129
1485174908186,314572800,565431343
1485174911777,314572800,565431343
1485174915608,314572800,565431343
1485174918950,314572800,565431343
1485174922375,314572800,565431343
1485174925966,314572800,565431343
1485174929486,314572800,586949908
1485174936101,314572800,596515152
1485174939141,314572800,596515152
1485174942357,314572800,630281500
1485174945719,314572800,630281500
1485174948954,314572800,630281500
1485174952127,314572800,630281500
1485174955150,314572800,630281500
1485174958835,314572800,653691905
1485174962401,314572800,653691905
1485174965546,314572800,653691905
1485174969098,314572800,653691905
1485174972479,314572800,653691905
1485174976076,314572800,653691905
1485174980815,314572800,661425615
1485174983862,314572800,661425615
1485174986886,314572800,661425615
1485174990093,314572800,661425615
1485174993705,314572800,661425615
1485174996869,314572800,661425615
1485175000793,314572800,669291563
1485175004292,314572800,669291563
1485175007330,314572800,669291563
1485175011334,314572800,669291563
1485175014942,314572800,669291563
1485175018113,314572800,669291563
1485175021777,314572800,676810932
1485175026123,314572800,676810932
1485175029405,314572800,690128081
1485175033125,314572800,690128081
1485175036909,314572800,700778982
1485175039942,314572800,700778982
1485175043740,314572800,700778982
1485175047957,314572800,700778982
1485175051368,314572800,710638380
1485175054942,314572800,710638380
1485175058922,314572800,710638380
1485175062185,314572800,710638380
1485175065525,314572800,710638380
1485175069446,314572800,710638380
1485175072458,314572800,710638380
1485175075933,314572800,710638380
1485175079392,314572800,710638380
1485175082735,314572800,710638380
1485175086931,314572800,746566935
1485175090516,314572800,746566935
1485175093598,314572800,746566935
1485175097404,314572800,746566935
1485175100635,314572800,780473507
1485175103768,314572800,780473507
1485175107454,314572800,780473507
1485175114023,314572800,780473507
1485175117850,314572800,780473507
1485175122404,314572800,780473507
1485175125421,314572800,780473507
1485175128963,314572800,780473507
1485175132574,314572800,780473507
1485175135602,314572800,780473507
1485175139506,314572800,780473507
1485175144082,314572800,780473507
1485175147101,314572800,780473507
1485175150407,314572800,780473507
1485175154320,314572800,780473507
1485175157477,314572800,780473507
1485175160958,314572800,780473507
1485175164721,314572800,780473507
1485175167751,314572800,780473507
1485175171234,314572800,780473507
1485175175114,314572800,780473507
1485175178131,314572800,780473507
1485175181497,314572800,780473507
1485175185711,314572800,815926016
1485175189309,314572800,815926016
1485175193110,314572800,829511846
1485175196857,314572800,829511846
1485175200132,314572800,841881279
1485175204150,314572800,841881279
1485175207703,314572800,841881279
1485175210726,314572800,841881279
1485175214042,314572800,841881279
1485175217258,314572800,854281321
1485175220773,314572800,854281321
1485175224600,314572800,854281321
1485175228162,314572800,854281321
1485175231574,314572800,854281321
1485175235444,314572800,854281321
1485175238952,314572800,854281321
1485175242485,314572800,854281321
1485175246122,314572800,868897684
1485175249697,314572800,868897684
1485175253129,314572800,868897684
1485175256807,314572800,868897684
1485175260296,314572800,868897684
1485175264616,314572800,868897684
1485175268119,314572800,896795173
1485175271138,314572800,896795173
1485175274721,314572800,896795173
1485175278955,314572800,896795173
1485175282096,314572800,896795173
1485175286175,314572800,909197517
1485175290088,314572800,909197517
1485175293157,314572800,909197517
1485175296721,314572800,940879126
1485175300788,314572800,940879126
1485175303817,314572800,940879126
1485175307430,314572800,940879126
1485175310690,314572800,940879126
1485175314030,314572800,954012183
1485175318148,314572800,963032841
1485175321423,314572800,963032841
1485175324436,314572800,963032841
1485175327903,314572800,963032841
1485175331458,314572800,963032841
1485175334847,314572800,963032841
1485175338639,314572800,975854991
1485175341828,314572800,975854991
1485175345086,314572800,975854991
1485175348972,314572800,975854991
1485175352823,314572800,975854991
1485175356237,314572800,975854991
1485175359491,314572800,975854991
1485175362700,314572800,975854991
1485175366014,314572800,990959977
1485175369079,314572800,990959977
1485175373119,314572800,990959977
1485175376984,314572800,990959977
1485175380237,314572800,990959977
1485175383765,314572800,1013572014
1485175387591,314572800,1022815728
1485175391142,314572800,1022815728
1485175394522,314572800,1022815728
1485175398198,314572800,1032880628
1485175401390,314572800,1032880628
1485175404770,314572800,1042995852
1485175408399,314572800,1051343974
1485175411415,314572800,1065590355
1485175414486,314572800,1065590355
1485175417651,314572800,1065590355
1485175420923,314572800,1078699409
1485175423993,314572800,1178630416
1485175427013,314572800,1185065502
1485175430218,314572800,1204681795
1485175433540,314572800,1215672906
1485175436569,314572800,1215672906
1485175439592,314572800,1223827308
1485175442886,314572800,1250530435
1485175446248,314572800,1250530435
1485175449269,312666298,1250530435
1485175452311,312666298,1250530435
1485175455441,312666298,1300217780
1485175458586,312666298,1355459366
1485175461609,310759796,1355459366
1485175464624,310759796,1369326198
1485175467672,310759796,1444671151
1485175470799,310759796,1444671151
1485175473811,310759796,1444671151
1485175476829,310759796,1444671151
