timestamp_ms,available_in_bytes,free_in_bytes,total_in_bytes
1485174787536,154461835264,164151513088,190287155200
1485174790681,154453954560,164143632384,190287155200
1485174793986,154445438976,164135116800,190287155200
1485174798647,154422095872,164111773696,190287155200
1485174801893,154420826112,164110503936,190287155200
1485174805139,154413223936,164102901760,190287155200
1485174808448,154397310976,164086988800,190287155200
1485174811474,154387509248,164077187072,190287155200
1485174814865,154368991232,164058669056,190287155200
1485174818049,154352492544,164042170368,190287155200
1485174822003,154335666176,164025344000,190287155200
1485174825065,154316881920,164006559744,190287155200
1485174828193,154298372096,163988049920,190287155200
1485174830947,154279276544,163968954368,190287155200
1485174834489,154275581952,163965259776,190287155200
1485174837657,154252783616,163942461440,190287155200
1485174840766,154246172672,163935850496,190287155200
1485174844202,154232614912,163922292736,190287155200
1485174848505,154208219136,163897896960,190287155200
1485174851788,154197237760,163886915584,190287155200
1485174854983,154168131584,163857809408,190287155200
1485174858568,154217312256,163906990080,190287155200
1485174861876,154191581184,163881259008,190287155200
1485174864949,154171486208,163861164032,190287155200
1485174869200,154156580864,163846258688,190287155200
1485174872817,154164961280,163854639104,190287155200
1485174875494,154149462016,163839139840,190287155200
1485174879228,154131988480,163821666304,190287155200
1485174883241,154130141184,163819819008,190287155200
1485174886525,154109005824,163798683648,190287155200
1485174890196,154079055872,163768733696,190287155200
1485174893992,154053001216,163742679040,190287155200
1485174897275,154037035008,163726712832,190287155200
1485174900964,154038988800,163728666624,190287155200
1485174905155,154057703424,163747381248,190287155200
1485174908205,154052759552,163742437376,190287155200
1485174911722,154030936064,163720613888,190287155200
1485174915567,154052349952,163742027776,190287155200
1485174918953,154039877632,163729555456,190287155200
1485174922280,154045247488,163734925312,190287155200
1485174925401,154044661760,163734339584,190287155200
1485174928541,154031484928,163721162752,190287155200
1485174936111,154055380992,163745058816,190287155200
1485174939145,154033139712,163722817536,190287155200
1485174942299,154015543296,163705221120,190287155200
1485174945562,154018086912,163707764736,190287155200
1485174948910,154004668416,163694346240,190287155200
1485174952089,154004447232,163694125056,190287155200
1485174955160,154000445440,163690123264,190287155200
1485174958840,154025041920,163714719744,190287155200
1485174962412,154043158528,163732836352,190287155200
1485174965565,154024370176,163714048000,190287155200
1485174969081,154003877888,163693555712,190287155200
1485174972486,153985818624,163675496448,190287155200
1485174975904,154007465984,163697143808,190287155200
1485174980817,153991589888,163681267712,190287155200
1485174983483,154006155264,163695833088,190287155200
1485174986685,153989279744,163678957568,190287155200
1485174990038,153967370240,163657048064,190287155200
1485174993767,153960972288,163650650112,190287155200
1485174996187,153950969856,163640647680,190287155200
1485175001273,153937686528,163627364352,190287155200
1485175004205,153921908736,163611586560,190287155200
1485175007349,153905868800,163595546624,190287155200
1485175011923,153889562624,163579240448,190287155200
1485175014944,153867759616,163557437440,190287155200
1485175018121,153852170240,163541848064,190287155200
1485175022662,153845456896,163535134720,190287155200
1485175026151,153825615872,163515293696,190287155200
1485175029400,153807761408,163497439232,190287155200
1485175033127,153807962112,163497639936,190287155200
1485175036912,153790205952,163479883776,190287155200
1485175039964,153763356672,163453034496,190287155200
1485175044904,153752821760,163442499584,190287155200
1485175047924,153732702208,163422380032,190287155200
1485175051271,153720791040,163410468864,190287155200
1485175054897,153697112064,163386789888,190287155200
1485175058738,153677504512,163367182336,190287155200
1485175062191,153683873792,163373551616,190287155200
1485175065658,153678807040,163368484864,190287155200
1485175069320,153678020608,163367698432,190287155200
1485175072469,153680158720,163369836544,190287155200
1485175075934,153662332928,163352010752,190287155200
1485175079402,153643302912,163332980736,190287155200
1485175082737,153624084480,163313762304,190287155200
1485175086412,153630547968,163320225792,190287155200
1485175090576,153609183232,163298861056,190287155200
1485175093594,153591021568,163280699392,190287155200
1485175096764,153605038080,163294715904,190287155200
1485175100637,153597390848,163287068672,190287155200
1485175103777,153589833728,163279511552,190287155200
1485175108812,153589911552,163279589376,190287155200
1485175114031,153561706496,163251384320,190287155200
1485175119373,153545785344,163235463168,190287155200
1485175122411,153560215552,163249893376,190287155200
1485175125433,153539276800,163228954624,190287155200
1485175128965,153521111040,163210788864,190287155200
1485175132584,153494585344,163184263168,190287155200
1485175135613,153488003072,163177680896,190287155200
1485175141034,153459085312,163148763136,190287155200
1485175143641,153444691968,163134369792,190287155200
1485175146761,153425940480,163115618304,190287155200
1485175150212,153407053824,163096731648,190287155200
1485175154313,153402351616,163092029440,190287155200
1485175157484,153389281280,163078959104,190287155200
1485175160873,153367404544,163057082368,190287155200
1485175164734,153344741376,163034419200,190287155200
1485175167746,153327325184,163017003008,190287155200
1485175171108,153323180032,163012857856,190287155200
1485175175117,153311522816,163001200640,190287155200
1485175177287,153300910080,162990587904,190287155200
1485175182652,153273360384,162963038208,190287155200
1485175185716,153280360448,162970038272,190287155200
1485175189312,153281081344,162970759168,190287155200
1485175193012,153261883392,162951561216,190287155200
1485175196863,153259212800,162948890624,190287155200
1485175200136,153253339136,162943016960,190287155200
1485175203752,153341001728,163030679552,190287155200
1485175207301,153340157952,163029835776,190287155200
1485175210734,153336975360,163026653184,190287155200
1485175214049,153337073664,163026751488,190287155200
1485175217259,153356980224,163046658048,190287155200
1485175220677,153426059264,163115737088,190287155200
1485175224745,153426214912,163115892736,190287155200
1485175228541,153418641408,163108319232,190287155200
1485175231577,153398648832,163088326656,190287155200
1485175235605,153399459840,163089137664,190287155200
1485175239106,153365372928,163055050752,190287155200
1485175242498,153341992960,163031670784,190287155200
1485175246174,153321586688,163011264512,190287155200
1485175249444,153300328448,162990006272,190287155200
1485175253148,153276960768,162966638592,190287155200
1485175256673,153266438144,162956115968,190287155200
1485175261595,153241546752,162931224576,190287155200
1485175264553,153225039872,162914717696,190287155200
1485175267405,153216118784,162905796608,190287155200
1485175271011,153206149120,162895826944,190287155200
1485175274430,153184043008,162873720832,190287155200
1485175278958,153160200192,162849878016,190287155200
1485175283143,153150967808,162840645632,190287155200
1485175286179,153140682752,162830360576,190287155200
1485175289755,153140768768,162830446592,190287155200
1485175293176,153135624192,162825302016,190287155200
1485175296724,153113907200,162803585024,190287155200
1485175300670,153109839872,162799517696,190287155200
1485175303843,153106767872,162796445696,190287155200
1485175307433,153094348800,162784026624,190287155200
1485175310707,153067552768,162757230592,190287155200
1485175314004,153119977472,162809655296,190287155200
1485175317646,153144995840,162834673664,190287155200
1485175321359,153126842368,162816520192,190287155200
1485175324613,153114935296,162804613120,190287155200
1485175327905,153095081984,162784759808,190287155200
1485175331459,153076125696,162765803520,190287155200
1485175335113,153068396544,162758074368,190287155200
1485175338641,153047982080,162737659904,190287155200
1485175341975,153032572928,162722250752,190287155200
1485175345135,153022431232,162712109056,190287155200
1485175348316,153012989952,162702667776,190287155200
1485175352448,153029713920,162719391744,190287155200
1485175355869,153039740928,162729418752,190287155200
1485175359493,153021595648,162711273472,190287155200
1485175362698,153003409408,162693087232,190287155200
1485175365932,152979726336,162669404160,190287155200
1485175369052,152977260544,162666938368,190287155200
1485175373117,152947027968,162636705792,190287155200
1485175377127,152914702336,162604380160,190287155200
1485175380163,152894652416,162584330240,190287155200
1485175383567,152879726592,162569404416,190287155200
1485175387588,152865701888,162555379712,190287155200
1485175390758,152852504576,162542182400,190287155200
1485175394224,152985235456,162674913280,190287155200
1485175397843,152988663808,162678341632,190287155200
1485175401230,152994123776,162683801600,190287155200
1485175404688,153245241344,162934919168,190287155200
1485175408380,153332101120,163021778944,190287155200
1485175411422,153393033216,163082711040,190287155200
1485175414631,153340432384,163030110208,190287155200
1485175417665,153311432704,163001110528,190287155200
1485175420900,153249841152,162939518976,190287155200
1485175423939,153228132352,162917810176,190287155200
1485175427044,153188896768,162878574592,190287155200
1485175430224,153174437888,162864115712,190287155200
1485175433547,153106890752,162796568576,190287155200
1485175436569,153043353600,162733031424,190287155200
1485175439584,152988184576,162677862400,190287155200
1485175442865,152956518400,162646196224,190287155200
1485175446191,152953032704,162642710528,190287155200
1485175448491,152961298432,162650976256,190287155200
1485175452315,152880062464,162569740288,190287155200
1485175455473,152986316800,162675994624,190287155200
1485175458553,153102229504,162791907328,190287155200
1485175461611,153270001664,162959679488,190287155200
1485175464637,153230700544,162920378368,190287155200
1485175467659,153284014080,162973691904,190287155200
1485175470784,153273266176,162962944000,190287155200
1485175473806,153273266176,162962944000,190287155200
1485175476814,153248559104,162938236928,190287155200
