timestamp_ms,load_average
1485174686185,24.3
1485174689615,24.3
1485174692781,24.27
1485174695867,23.93
1485174699156,23.93
1485174702180,24.26
1485174705205,24.26
1485174708696,23.67
1485174713765,24.02
1485174716973,24.1
1485174720305,24.49
1485174723481,24.49
1485174726556,25.17
1485174729684,25.17
1485174733091,25.4
1485174736257,25.13
1485174739529,25.13
1485174742960,24.08
1485174746101,24.08
1485174749166,24.23
1485174752294,24.53
1485174756089,25.21
1485174759117,25.21
1485174762265,24.55
1485174765970,25.39
1485174769143,25.39
1485174772679,25.76
1485174776577,25.86
1485174780349,26.19
1485174783621,26.19
1485174787119,26.66
1485174790553,26.52
1485174793812,26.52
1485174798084,26.24
1485174801669,26.22
1485174805032,26.22
1485174808235,25.8
1485174811463,25.42
1485174814822,25.42
1485174818025,25.55
1485174822001,26.06
1485174825027,26.06
1485174828190,25.74
1485174831274,26.16
1485174834511,26.16
1485174837675,25.99
1485174840952,26.07
1485174844198,26.07
1485174848502,26.46
1485174851918,25.86
1485174854937,25.86
1485174858676,26.6
1485174861883,27.27
1485174864921,27.27
1485174868171,28.13
1485174872793,28.68
1485174875915,28.79
1485174879373,28.79
1485174883230,29.36
1485174886559,29.09
1485174890032,29.09
1485174894715,29.65
1485174897796,29.68
1485174900831,29.86
1485174905152,29.86
1485174908186,30.19
1485174911777,30.34
1485174915608,30.55
1485174918950,30.55
1485174922375,30.11
1485174925966,30.1
1485174929486,30.1
1485174936101,30.48
1485174939141,30.48
1485174942357,30.92
1485174945719,30.93
1485174948954,30.93
1485174952127,31.25
1485174955150,31.25
1485174958835,30.83
1485174962401,30.77
1485174965546,30.38
1485174969098,30.38
1485174972479,30.27
1485174976076,30.09
1485174980815,30.24
1485174983862,30.24
1485174986886,30.06
1485174990093,30.06
1485174993705,29.74
1485174996869,29.68
1485175000793,29.78
1485175004292,29.78
1485175007330,29.72
1485175011334,29.66
1485175014942,29.66
1485175018113,29.61
1485175021777,29.64
1485175026123,29.43
1485175029405,29.43
1485175033125,30.04
1485175036909,29.87
1485175039942,29.87
1485175043740,29.8
1485175047957,29.98
1485175051368,30.38
1485175054942,30.38
1485175058922,30.67
1485175062185,30.38
1485175065525,30.59
1485175069446,30.59
1485175072458,30.94
1485175075933,31.03
1485175079392,31.03
1485175082735,31.18
1485175086931,30.93
1485175090516,30.77
1485175093598,30.77
1485175097404,30.71
1485175100635,30.98
1485175103768,30.98
1485175107454,30.66
1485175114023,30.44
1485175117850,30.49
1485175122404,30.53
1485175125421,30.53
1485175128963,30.65
1485175132574,30.2
1485175135602,29.22
1485175139506,29.52
1485175144082,29.52
1485175147101,29.24
1485175150407,29.24
1485175154320,29.7
1485175157477,29.56
1485175160958,29.28
1485175164721,29.28
1485175167751,29.26
1485175171234,29
1485175175114,29
1485175178131,27.87
1485175181497,28.29
1485175185711,28.34
1485175189309,28.34
1485175193110,28.48
1485175196857,28.52
1485175200132,28.52
1485175204150,29.12
1485175207703,29.03
1485175210726,28.95
1485175214042,28.95
1485175217258,29.03
1485175220773,28.55
1485175224600,28.55
1485175228162,28.82
1485175231574,29.16
1485175235444,29.31
1485175238952,29.31
1485175242485,29.2
1485175246122,29.18
1485175249697,29.18
1485175253129,29.33
1485175256807,29.54
1485175260296,30.06
1485175264616,30.06
1485175268119,30.38
1485175271138,30.59
1485175274721,30.59
1485175278955,30.86
1485175282096,30.63
1485175286175,30.82
1485175290088,30.82
1485175293157,30.6
1485175296721,29.91
1485175300788,29.51
1485175303817,29.51
1485175307430,29.71
1485175310690,29.34
1485175314030,29.34
1485175318148,28.83
1485175321423,28.84
1485175324436,28.84
1485175327903,28.85
1485175331458,28.87
1485175334847,28.87
1485175338639,28.48
1485175341828,28.6
1485175345086,28.6
1485175348972,28.95
1485175352823,28.79
1485175356237,28.65
1485175359491,28.65
1485175362700,28.68
1485175366014,28.94
1485175369079,28.94
1485175373119,29.19
1485175376984,29.66
1485175380237,29.66
1485175383765,30.32
1485175387591,29.82
1485175391142,30.39
1485175394522,30.39
1485175398198,30.12
1485175401390,30.67
1485175404770,30.67
1485175408399,30.62
1485175411415,30.25
1485175414486,30.25
1485175417651,29.11
1485175420923,28.7
1485175423993,28.7
1485175427013,28
1485175430218,28
1485175433540,26.56
1485175436569,25.63
1485175439592,25.63
1485175442886,25.26
1485175446248,24.28
1485175449269,24.28
1485175452311,23.86
1485175455441,23.86
1485175458586,22.99
1485175461609,21.79
1485175464624,21.79
1485175467672,20.2
1485175470799,18.74
1485175473811,18.74
1485175476829,17.4
