timestamp_ms,available_in_bytes,free_in_bytes,total_in_bytes
1485174581389,154962694144,164652371968,190287155200
1485174584477,154964492288,164654170112,190287155200
1485174587528,154960441344,164650119168,190287155200
1485174590727,154976108544,164665786368,190287155200
1485174593961,154959384576,164649062400,190287155200
1485174598843,154929078272,164618756096,190287155200
1485174601868,154919809024,164609486848,190287155200
1485174604849,154935001088,164624678912,190287155200
1485174608413,154932252672,164621930496,190287155200
1485174611686,154915368960,164605046784,190287155200
1485174614709,154899636224,164589314048,190287155200
1485174617741,154883657728,164573335552,190287155200
1485174620764,154874494976,164564172800,190287155200
1485174622973,154864685056,164554362880,190287155200
1485174626481,154864635904,164554313728,190287155200
1485174629869,154849284096,164538961920,190287155200
1485174633087,154834501632,164524179456,190287155200
1485174636198,154838192128,164527869952,190287155200
1485174639280,154827567104,164517244928,190287155200
1485174642690,154823213056,164512890880,190287155200
1485174645707,154831970304,164521648128,190287155200
1485174647956,154829844480,164519522304,190287155200
1485174652190,154819678208,164509356032,190287155200
1485174655328,154817728512,164507406336,190287155200
1485174658827,154809618432,164499296256,190287155200
1485174661846,154794151936,164483829760,190287155200
1485174664940,154811244544,164500922368,190287155200
1485174668035,154804367360,164494045184,190287155200
1485174671093,154837598208,164527276032,190287155200
1485174674843,154820808704,164510486528,190287155200
1485174679377,154812276736,164501954560,190287155200
1485174682479,154796879872,164486557696,190287155200
1485174685599,154780004352,164469682176,190287155200
1485174689055,154763501568,164453179392,190287155200
1485174692389,154750001152,164439678976,190287155200
1485174695209,154736345088,164426022912,190287155200
1485174698585,154717859840,164407537664,190287155200
1485174702093,154702319616,164391997440,190287155200
1485174705645,154687389696,164377067520,190287155200
1485174708716,154668457984,164358135808,190287155200
1485174712918,154648166400,164337844224,190287155200
1485174717185,154621288448,164310966272,190287155200
1485174720407,154623508480,164313186304,190287155200
1485174722766,154621726720,164311404544,190287155200
1485174726574,154609332224,164299010048,190287155200
1485174728805,154598604800,164288282624,190287155200
1485174732325,154582949888,164272627712,190287155200
1485174735436,154566811648,164256489472,190287155200
1485174739930,154540548096,164230225920,190287155200
1485174742973,154535264256,164224942080,190287155200
1485174745313,154519969792,164209647616,190287155200
1485174748470,154517950464,164207628288,190287155200
1485174751489,154515107840,164204785664,190287155200
1485174756109,154487431168,164177108992,190287155200
1485174759120,154469101568,164158779392,190287155200
1485174762919,154461417472,164151095296,190287155200
1485174766029,154449440768,164139118592,190287155200
1485174769308,154426503168,164116180992,190287155200
1485174773505,154442817536,164132495360,190287155200
1485174776756,154444767232,164134445056,190287155200
1485174780373,154462138368,164151816192,190287155200
1485174783676,154453254144,164142931968,190287155200
1485174787179,154463805440,164153483264,190287155200
1485174790595,154454577152,164144254976,190287155200
1485174793716,154446692352,164136370176,190287155200
1485174798084,154425647104,164115324928,190287155200
1485174801699,154421686272,164111364096,190287155200
1485174804978,154414309376,164103987200,190287155200
1485174808169,154398302208,164087980032,190287155200
1485174811463,154387509248,164077187072,190287155200
1485174814883,154368958464,164058636288,190287155200
1485174818475,154350649344,164040327168,190287155200
1485174821914,154337341440,164027019264,190287155200
1485174825073,154316845056,164006522880,190287155200
1485174828104,154298925056,163988602880,190287155200
1485174830907,154279505920,163969183744,190287155200
1485174834510,154275500032,163965177856,190287155200
1485174837658,154252767232,163942445056,190287155200
1485174840768,154246148096,163935825920,190287155200
1485174843855,154233372672,163923050496,190287155200
1485174848253,154210168832,163899846656,190287155200
1485174851729,154197426176,163887104000,190287155200
1485174854944,154171207680,163860885504,190287155200
1485174858413,154218000384,163907678208,190287155200
1485174861873,154191581184,163881259008,190287155200
1485174864925,154171617280,163861295104,190287155200
1485174868187,154162991104,163852668928,190287155200
1485174872843,154164895744,163854573568,190287155200
1485174875493,154149462016,163839139840,190287155200
1485174879380,154131255296,163820933120,190287155200
1485174883281,154129506304,163819184128,190287155200
1485174886524,154109005824,163798683648,190287155200
1485174890202,154079055872,163768733696,190287155200
1485174893988,154053001216,163742679040,190287155200
1485174897281,154037035008,163726712832,190287155200
1485174900904,154039222272,163728900096,190287155200
1485174904683,154060226560,163749904384,190287155200
1485174908169,154053132288,163742810112,190287155200
1485174911717,154031001600,163720679424,190287155200
1485174915571,154052349952,163742027776,190287155200
1485174918960,154039877632,163729555456,190287155200
1485174922277,154045247488,163734925312,190287155200
1485174925388,154044739584,163734417408,190287155200
1485174930225,154043064320,163733344256,190287155200
1485174935880,154057461760,163747139584,190287155200
1485174939150,154033139712,163722817536,190287155200
1485174942245,154015686656,163705364480,190287155200
1485174945561,154018086912,163707764736,190287155200
1485174948907,154004668416,163694346240,190287155200
1485174952067,154004537344,163694215168,190287155200
1485174955242,154000162816,163689840640,190287155200
1485174958664,154025709568,163715387392,190287155200
1485174962421,154043158528,163732836352,190287155200
1485174965597,154024288256,163713966080,190287155200
1485174969084,154003877888,163693555712,190287155200
1485174972490,153985810432,163675488256,190287155200
1485174975902,154007465984,163697143808,190287155200
1485174980814,153991589888,163681267712,190287155200
1485174983485,154006155264,163695833088,190287155200
1485174986687,153989279744,163678957568,190287155200
1485174990043,153967370240,163657048064,190287155200
1485174993739,153961058304,163650736128,190287155200
1485174997609,153946193920,163635871744,190287155200
1485175000120,153942319104,163631996928,190287155200
1485175004201,153921908736,163611586560,190287155200
1485175007463,153905659904,163595337728,190287155200
1485175010491,153889849344,163579527168,190287155200
1485175014960,153867726848,163557404672,190287155200
1485175018728,153864691712,163554369536,190287155200
1485175022149,153847111680,163536789504,190287155200
1485175026142,153825161216,163514839040,190287155200
1485175029249,153807933440,163497611264,190287155200
1485175032909,153809047552,163498725376,190287155200
1485175036814,153790296064,163479973888,190287155200
1485175039977,153763291136,163452968960,190287155200
1485175043750,153756647424,163446325248,190287155200
1485175047935,153732571136,163422248960,190287155200
1485175051271,153720791040,163410468864,190287155200
1485175054914,153697112064,163386789888,190287155200
1485175058735,153677504512,163367182336,190287155200
1485175062195,153683873792,163373551616,190287155200
1485175065656,153678807040,163368484864,190287155200
1485175069327,153678020608,163367698432,190287155200
1485175072564,153679618048,163369295872,190287155200
1485175075942,153662332928,163352010752,190287155200
1485175079402,153643302912,163332980736,190287155200
1485175083705,153638531072,163328208896,190287155200
1485175086213,153631367168,163321044992,190287155200
1485175090174,153611341824,163301019648,190287155200
1485175093590,153591021568,163280699392,190287155200
1485175096762,153605038080,163294715904,190287155200
1485175100638,153597390848,163287068672,190287155200
1485175104442,153600000000,163289677824,190287155200
1485175107696,153594769408,163284447232,190287155200
1485175114835,153557250048,163246927872,190287155200
1485175118168,153549275136,163238952960,190287155200
1485175122413,153560215552,163249893376,190287155200
1485175125625,153538600960,163228278784,190287155200
1485175128837,153521283072,163210960896,190287155200
1485175132587,153494573056,163184250880,190287155200
1485175135629,153487986688,163177664512,190287155200
1485175139979,153466564608,163156242432,190287155200
1485175143638,153444691968,163134369792,190287155200
1485175146768,153425940480,163115618304,190287155200
1485175150213,153407053824,163096731648,190287155200
1485175154324,153402318848,163091996672,190287155200
1485175157475,153389281280,163078959104,190287155200
1485175160882,153367404544,163057082368,190287155200
1485175164731,153344741376,163034419200,190287155200
1485175167755,153327325184,163017003008,190287155200
1485175171114,153323180032,163012857856,190287155200
1485175175027,153311879168,163001556992,190287155200
1485175178469,153295945728,162985623552,190287155200
1485175181519,153279127552,162968805376,190287155200
1485175185718,153280360448,162970038272,190287155200
1485175189918,153276805120,162966482944,190287155200
1485175193015,153261883392,162951561216,190287155200
1485175196862,153259212800,162948890624,190287155200
1485175200164,153253203968,162942881792,190287155200
1485175203648,153341620224,163031298048,190287155200
1485175207300,153340157952,163029835776,190287155200
1485175210803,153336737792,163026415616,190287155200
1485175214041,153337073664,163026751488,190287155200
1485175217194,153357078528,163046756352,190287155200
1485175220668,153426124800,163115802624,190287155200
1485175225086,153424916480,163114594304,190287155200
1485175228159,153421086720,163110764544,190287155200
1485175232395,153396588544,163086266368,190287155200
1485175235922,153394540544,163084218368,190287155200
1485175239031,153365864448,163055542272,190287155200
1485175242813,153341280256,163030958080,190287155200
1485175246093,153321607168,163011284992,190287155200
1485175249460,153300295680,162989973504,190287155200
1485175253166,153276874752,162966552576,190287155200
1485175256673,153266438144,162956115968,190287155200
1485175260264,153248796672,162938474496,190287155200
1485175264439,153225646080,162915323904,190287155200
1485175267405,153216118784,162905796608,190287155200
1485175271012,153206149120,162895826944,190287155200
1485175274422,153184083968,162873761792,190287155200
1485175279009,153159987200,162849665024,190287155200
1485175282056,153155956736,162845634560,190287155200
1485175286657,153156751360,162846429184,190287155200
1485175289754,153140768768,162830446592,190287155200
1485175293140,153135710208,162825388032,190287155200
1485175296748,153112563712,162802241536,190287155200
1485175300166,153112719360,162802397184,190287155200
1485175303822,153106784256,162796462080,190287155200
1485175307342,153094799360,162784477184,190287155200
1485175310790,153067130880,162756808704,190287155200
1485175313988,153119993856,162809671680,190287155200
1485175317665,153144995840,162834673664,190287155200
1485175321293,153125302272,162814980096,190287155200
1485175324436,153115348992,162805026816,190287155200
1485175328127,153093656576,162783334400,190287155200
1485175331304,153078173696,162767851520,190287155200
1485175334490,153073037312,162762715136,190287155200
1485175338569,153047982080,162737659904,190287155200
1485175341884,153031942144,162721619968,190287155200
1485175345078,153023127552,162712805376,190287155200
1485175349784,153016651776,162706329600,190287155200
1485175352441,153029722112,162719399936,190287155200
1485175355858,153039757312,162729435136,190287155200
1485175359392,153020678144,162710355968,190287155200
1485175362700,153003409408,162693087232,190287155200
1485175365934,152979726336,162669404160,190287155200
1485175369002,152977981440,162667659264,190287155200
1485175373102,152947150848,162636828672,190287155200
1485175377131,152914702336,162604380160,190287155200
1485175380167,152894541824,162584219648,190287155200
1485175383569,152879726592,162569404416,190287155200
1485175387507,152866353152,162556030976,190287155200
1485175390825,152851918848,162541596672,190287155200
1485175394217,152985358336,162675036160,190287155200
1485175397847,152988622848,162678300672,190287155200
1485175401217,152994172928,162683850752,190287155200
1485175404703,153245151232,162934829056,190287155200
1485175408380,153332101120,163021778944,190287155200
1485175411471,153391816704,163081494528,190287155200
1485175414485,153342947328,163032625152,190287155200
1485175417875,153308733440,162998411264,190287155200
1485175420904,153249792000,162939469824,190287155200
1485175423936,153228165120,162917842944,190287155200
1485175427027,153189101568,162878779392,190287155200
1485175430224,153174437888,162864115712,190287155200
1485175433391,153104756736,162794426368,190287155200
1485175436557,153043394560,162733072384,190287155200
1485175439587,152988184576,162677862400,190287155200
1485175442856,152956641280,162646319104,190287155200
1485175446187,152953090048,162642767872,190287155200
1485175448491,152961306624,162650984448,190287155200
1485175452288,152880476160,162570153984,190287155200
1485175455473,152986316800,162675994624,190287155200
1485175458555,153102221312,162791899136,190287155200
1485175461609,153270001664,162959679488,190287155200
1485175464625,153230811136,162920488960,190287155200
1485175467676,153283948544,162973626368,190287155200
1485175470784,153273266176,162962944000,190287155200
1485175473806,153273266176,162962944000,190287155200
1485175476813,153248559104,162938236928,190287155200
