timestamp_ms,available_in_bytes,free_in_bytes,total_in_bytes
1485175439762,152984809472,162674487296,190287155200
1485175442861,152956567552,162646245376,190287155200
1485175446189,152953057280,162642735104,190287155200
1485175448491,152961298432,162650976256,190287155200
1485175452288,152880467968,162570149888,190287155200
1485175455476,152986300416,162675978240,190287155200
1485175458560,153102213120,162791890944,190287155200
1485175461611,153270001664,162959679488,190287155200
1485175464636,153230712832,162920390656,190287155200
1485175467661,153284014080,162973691904,190287155200
1485175470787,153273266176,162962944000,190287155200
1485175473807,153273266176,162962944000,190287155200
1485175476814,153248559104,162938236928,190287155200
