timestamp_ms,rx_size_in_bytes,tx_size_in_bytes
1485175069435,26076146,196815229
1485175072457,26154428,197430381
1485175075933,26174953,198906198
1485175079390,26207298,199459639
1485175082728,26305180,200835618
1485175086789,26549280,201724361
1485175090253,26605045,202990722
1485175093598,26703575,204353764
1485175097400,26904137,204560560
1485175100633,26959864,205660191
1485175103767,27036929,206312404
1485175107453,27077906,208018643
1485175114022,27171775,210979317
1485175117849,27221517,211181105
1485175122401,27557314,212539363
1485175125420,27637623,213812614
1485175128851,27662824,213932749
1485175132572,27708121,215424537
1485175135601,27791430,216035250
1485175139472,27833023,217495464
1485175144079,28217677,218774767
1485175147099,28289466,219563639
1485175150322,28309976,220990527
1485175154318,28391535,221592789
1485175157474,28440620,222375186
1485175160956,28748150,222851437
1485175164718,28803279,224044141
1485175167748,28895352,224918806
1485175171230,28916981,225635602
1485175175062,28963621,225996771
1485175178129,29048556,227534817
1485175181497,29075036,228212435
1485175185708,29289168,229162442
1485175189301,29383801,231131012
1485175193109,29405311,232019244
1485175196853,29439677,232021006
1485175200128,29830743,233221624
1485175204063,29850064,233897598
1485175207693,29892353,234400329
1485175210724,29985423,235507855
1485175214039,30036385,236394673
1485175217200,30058044,237357327
1485175220772,30144667,238490258
1485175224582,30400400,239474134
1485175228151,30436962,240467686
1485175231575,30799318,242052652
1485175235443,30848593,242944689
1485175238934,30898237,244021086
1485175242484,30968012,244843008
1485175246091,31042426,246189879
1485175249691,31059253,247281744
1485175253105,31142039,248500504
1485175256806,31421887,249153084
1485175260251,31422953,249874904
1485175264617,31514509,250887491
1485175268116,31564048,251918412
1485175271136,31915490,252465868
1485175274702,31997504,253648123
1485175278959,32054831,254654460
1485175282040,32090905,255332802
1485175286173,32169132,256791538
1485175290084,32240089,258154134
1485175293139,32428491,258579951
1485175296643,32505919,259555174
1485175300786,32571606,260356070
1485175303814,32817819,260812319
1485175307373,32920683,262547044
1485175310690,32985939,263195036
1485175314029,33004157,264467884
1485175318129,33066194,265743825
1485175321416,33136986,267308560
1485175324433,33137874,267309688
1485175327902,33213087,268537465
1485175331306,33258210,269413725
1485175334484,33307205,270377940
1485175338505,33688327,271605533
1485175341825,33731480,272672929
1485175345071,33738219,273252567
1485175348971,34187340,274294223
1485175352821,34240452,275278898
1485175356202,34258797,276428543
1485175359478,34331438,277754182
1485175362690,34397942,279227328
1485175366010,34432826,279705847
1485175369067,34691281,280114829
1485175373112,34802327,281873600
1485175376964,34843351,282282616
1485175380235,35078548,282891688
1485175383771,35160025,284486840
1485175387468,35183520,285330244
1485175391141,35235819,285705754
1485175394521,35319781,287257125
1485175398132,35370084,287811772
1485175401238,35386477,288653783
1485175404769,35487116,290864512
1485175408397,35503925,292226458
1485175411412,35552120,294058987
1485175414483,35593852,297585368
1485175417639,35699517,299894341
1485175420921,35760728,301615422
1485175423991,35777695,304148411
1485175427016,35814391,306677457
1485175430210,35914857,310637502
1485175433403,35915885,313105286
1485175436559,36012656,315819572
1485175439590,36029608,318192933
1485175442884,36128394,320246887
1485175446246,36155353,322535188
1485175449268,36230266,332094945
1485175452308,36242153,341887214
1485175455438,36342298,355788572
1485175458579,36345008,373553969
1485175461606,36396890,375080707
1485175464623,36447895,375082555
1485175467666,36549080,375175084
1485175470793,36551180,376298221
1485175473810,36637055,376300069
1485175476822,36654782,377556922
