timestamp_ms,size_in_bytes
1485175157477,392672363
1485175160958,394092853
1485175164721,395557119
1485175167751,396713391
1485175171234,398220835
1485175175114,399876573
1485175178131,401077635
1485175181497,402642898
1485175185711,404135914
1485175189309,405760944
1485175193110,407543517
1485175196857,408974471
1485175200132,410477142
1485175204150,377846123
1485175207703,379444561
1485175210726,381009555
1485175214042,382670095
1485175217258,383913759
1485175220773,354139333
1485175224600,356261324
1485175228162,357852269
1485175231574,359190964
1485175235444,360759510
1485175238952,361584953
1485175242485,363297644
1485175246122,363967023
1485175249697,365050353
1485175253129,366978466
1485175256807,368593622
1485175260296,370188612
1485175264616,371469162
1485175268119,372489796
1485175271138,373744907
1485175274721,374697253
1485175278955,375720763
1485175282096,377252141
1485175286175,378885714
1485175290088,381040275
1485175293157,382428023
1485175296721,383989590
1485175300788,385388210
1485175303817,385782931
1485175307430,386748721
1485175310690,388136953
1485175314030,389517598
1485175318148,390490448
1485175321423,391284742
1485175324436,392988880
1485175327903,394559107
1485175331458,396104266
1485175334847,397177152
1485175338639,398323631
1485175341828,400018132
1485175345086,401294853
1485175348972,402256241
1485175352823,403918983
1485175356237,404929229
1485175359491,405913421
1485175362700,407303301
1485175366014,408798958
1485175369079,409924433
1485175373119,411859242
1485175376984,413449732
1485175380237,414510663
1485175383765,415554608
1485175387591,416695697
1485175391142,418219811
1485175394522,318762472
1485175398198,285783289
1485175401390,287111082
1485175404770,169194076
1485175408399,171541796
1485175411415,173667616
1485175414486,176594534
1485175417651,179446783
1485175420923,182289597
1485175423993,184652602
1485175427013,188910365
1485175430218,193729891
1485175433540,196364987
1485175436569,199034774
1485175439592,201322432
1485175442886,204549985
1485175446248,206815760
1485175449269,206815760
1485175452311,209022324
1485175455441,209196846
1485175458586,159853688
1485175461609,161406514
1485175464624,161613891
1485175467672,161631098
1485175470799,163281657
1485175473811,163281657
1485175476829,165112409
