timestamp_ms,total_capacity_in_bytes,used_in_bytes
1485175014979,11169745,11169745
1485175018157,11169745,11169745
1485175021837,11169745,11169745
1485175026141,11169745,11169745
1485175029824,11169745,11169745
1485175032972,11153361,11153361
1485175036811,11153361,11153361
1485175040214,11153361,11153361
1485175043759,11222950,11222950
1485175047981,11239334,11239334
1485175051303,11280294,11280294
1485175054898,11280294,11280294
1485175059068,11280294,11280294
1485175062204,11263910,11263910
1485175065493,11263910,11263910
1485175069324,11263910,11263910
1485175072628,11263910,11263910
1485175075936,11272102,11272102
1485175079449,11280294,11280294
1485175082770,11280294,11280294
1485175086793,11214758,11214758
1485175090199,11231142,11231142
1485175093588,11247526,11247526
1485175096766,11247526,11247526
1485175100745,11247526,11247526
1485175103917,11247526,11247526
1485175107475,11247526,11247526
1485175114248,11247526,11247526
1485175117902,11247526,11247526
1485175122409,11348186,11348186
1485175125621,11348186,11348186
1485175128834,11348186,11348186
1485175132578,11348186,11348186
1485175135627,11348186,11348186
1485175139739,11348186,11348186
1485175143748,11307226,11307226
1485175146763,11323610,11323610
1485175150210,11331802,11331802
1485175154315,11348186,11348186
1485175157491,11372762,11372762
1485175160876,11405515,11405515
1485175164727,11405515,11405515
1485175167760,11405515,11405515
1485175171110,11389131,11389131
1485175175025,11389131,11389131
1485175178240,11389131,11389131
1485175181525,11389131,11389131
1485175185716,11389131,11389131
1485175189763,11389131,11389131
1485175193013,11389131,11389131
1485175196860,11405515,11405515
1485175200131,11402399,11402399
1485175203646,11418651,11418651
1485175207713,11426975,11426975
1485175210800,11443359,11443359
1485175214051,11443359,11443359
1485175217196,11451551,11451551
1485175220670,11451551,11451551
1485175223707,11451551,11451551
1485175228164,11451551,11451551
1485175232143,11418783,11418783
1485175235512,11418783,11418783
1485175238998,11435167,11435167
1485175242811,11435167,11435167
1485175246099,11443359,11443359
1485175249442,11467935,11467935
1485175253164,11476127,11476127
1485175256794,11476127,11476127
1485175260331,11459743,11459743
1485175264436,11459743,11459743
1485175267981,11476127,11476127
1485175271008,11484319,11484319
1485175275831,11517087,11517087
1485175278964,11484319,11484319
1485175282096,11484319,11484319
1485175286662,11484319,11484319
1485175289754,11484319,11484319
1485175293141,11484319,11484319
1485175296727,11451551,11451551
1485175300165,11451551,11451551
1485175303821,11452575,11452575
1485175307343,11459743,11459743
1485175310710,11467935,11467935
1485175313992,11467935,11467935
1485175317984,11467935,11467935
1485175321290,11426975,11426975
1485175324476,11426975,11426975
1485175327907,11443359,11443359
1485175331312,11451551,11451551
1485175334491,11476127,11476127
1485175338566,11500703,11500703
1485175341881,11467935,11467935
1485175345084,11467935,11467935
1485175349422,11467935,11467935
1485175352577,11467935,11467935
1485175355861,11467935,11467935
1485175359394,11467935,11467935
1485175362704,11386015,11386015
1485175365950,11402399,11402399
1485175369045,11402399,11402399
1485175373123,11410591,11410591
1485175377086,11426975,11426975
1485175380165,11426975,11426975
1485175383697,11426975,11426975
1485175387472,11435167,11435167
1485175390716,11431367,11431367
1485175394221,11480519,11480519
1485175397844,11492807,11492807
1485175401229,11492807,11492807
1485175404688,11460039,11460039
1485175408382,11460039,11460039
1485175411422,11460039,11460039
1485175414482,11460039,11460039
1485175417881,11394503,11394503
1485175420918,11427271,11427271
1485175423941,11427271,11427271
1485175427046,11427271,11427271
1485175430224,11410887,11410887
1485175433410,11431843,11431843
1485175436557,11448227,11448227
1485175439761,11464611,11464611
1485175442861,11464611,11464611
1485175446188,11464611,11464611
1485175449269,11423651,11423651
1485175452288,11423651,11423651
1485175455476,11423651,11423651
1485175458559,11440035,11440035
1485175461611,11448227,11448227
1485175464636,11456419,11456419
1485175467661,11456419,11456419
1485175470787,11472803,11472803
1485175473807,11472803,11472803
1485175476814,11472803,11472803
