timestamp_ms,operations
1485175253129,21735
1485175256807,21811
1485175260296,21890
1485175264616,21942
1485175268119,21985
1485175271138,22064
1485175274721,22129
1485175278955,22190
1485175282096,22238
1485175286175,22327
1485175290088,22504
1485175293157,22607
1485175296721,22691
1485175300788,22781
1485175303817,22811
1485175307430,22878
1485175310690,22963
1485175314030,23028
1485175318148,23087
1485175321423,23124
1485175324436,23207
1485175327903,23297
1485175331458,23369
1485175334847,23408
1485175338639,23463
1485175341828,23565
1485175345086,23648
1485175348972,23706
1485175352823,23814
1485175356237,23889
1485175359491,23961
1485175362700,24045
1485175366014,24142
1485175369079,24235
1485175373119,24375
1485175376984,24477
1485175380237,24556
1485175383765,24628
1485175387591,24709
1485175391142,24804
1485175394522,18852
1485175398198,16871
1485175401390,16942
1485175404770,10008
1485175408399,10133
1485175411415,10250
1485175414486,10391
1485175417651,10548
1485175420923,10711
1485175423993,10845
1485175427013,11115
1485175430218,11390
1485175433540,11508
1485175436569,11664
1485175439592,11822
1485175442886,11973
1485175446248,12111
1485175449269,12111
1485175452311,12299
1485175455441,12322
1485175458586,9331
1485175461609,9419
1485175464624,9431
1485175467672,9433
1485175470799,9531
1485175473811,9531
1485175476829,9639
