timestamp_ms,total_virtual_in_bytes
1485175139978,4908314624
1485175143637,4908314624
1485175146767,4908314624
1485175150212,4908314624
1485175154323,4908314624
1485175157475,4908314624
1485175160881,4910743552
1485175164730,4913262592
1485175167754,4915666944
1485175171113,4915666944
1485175175027,4915666944
1485175178139,4915666944
1485175181518,4918128640
1485175185718,4918128640
1485175189917,4918128640
1485175193014,4918128640
1485175196861,4918128640
1485175200163,4918128640
1485175203648,4918128640
1485175207694,4923133952
1485175210796,4923133952
1485175214040,4923133952
1485175217193,4923133952
1485175220668,4923133952
1485175225067,4923133952
1485175228155,4923133952
1485175232376,4923133952
1485175235921,4923133952
1485175238980,4923133952
1485175242813,4923133952
1485175246092,4923133952
1485175249441,4923133952
1485175253142,4923133952
1485175256673,4923133952
1485175260263,4923133952
1485175264438,4923133952
1485175267987,4923133952
1485175271007,4923133952
1485175274417,4923133952
1485175279008,4923133952
1485175282055,4923133952
1485175286657,4925652992
1485175289753,4925652992
1485175293139,4925652992
1485175296748,4925652992
1485175300166,4925652992
1485175303822,4925652992
1485175307342,4925652992
1485175310789,4925652992
1485175313988,4925652992
1485175317646,4925652992
1485175321292,4925652992
1485175324435,4925652992
1485175328127,4925652992
1485175331303,4925652992
1485175334486,4925652992
1485175338568,4925652992
1485175341883,4925652992
1485175345077,4928270336
1485175349783,4930699264
1485175352441,4930699264
1485175355858,4930699264
1485175359392,4930699264
1485175362699,4930699264
1485175365934,4930699264
1485175369001,4932743168
1485175373101,4932743168
1485175377131,4932743168
1485175380166,4932743168
1485175383566,4932743168
1485175387506,4932743168
1485175390824,4940111872
1485175394217,4941164544
1485175397846,4942217216
1485175401217,4942217216
1485175404702,4944719872
1485175408380,4944719872
1485175411466,4948291584
1485175414485,4952719360
1485175417874,4952719360
1485175420903,4955312128
1485175423935,4957585408
1485175427018,4959678464
1485175430224,4961521664
1485175433390,4963315712
1485175436556,4963315712
1485175439586,4963315712
1485175442855,4963315712
1485175446186,4963315712
1485175449270,4957089792
1485175452287,4958142464
1485175455472,4951011328
1485175458554,4946436096
1485175461608,4932632576
1485175464625,4932632576
1485175467675,4932632576
1485175470783,4932632576
1485175473806,4932632576
1485175476813,4932632576
