timestamp_ms,total
1485175114022,1015
1485175117849,1019
1485175122401,1021
1485175125420,1024
1485175128851,1028
1485175132572,1030
1485175135601,1032
1485175139472,1036
1485175144079,1038
1485175147099,1040
1485175150322,1042
1485175154318,1044
1485175157474,1046
1485175160956,1051
1485175164718,1054
1485175167748,1057
1485175171230,1057
1485175175062,1061
1485175178129,1065
1485175181497,1066
1485175185708,1070
1485175189301,1074
1485175193109,1074
1485175196853,1080
1485175200128,1080
1485175204063,1084
1485175207693,1086
1485175210724,1090
1485175214039,1094
1485175217200,1098
1485175220772,1100
1485175224582,1102
1485175228151,1106
1485175231575,1110
1485175235443,1110
1485175238934,1114
1485175242484,1116
1485175246091,1120
1485175249691,1120
1485175253105,1124
1485175256806,1126
1485175260251,1128
1485175264617,1130
1485175268116,1134
1485175271136,1134
1485175274702,1138
1485175278959,1140
1485175282040,1142
1485175286173,1147
1485175290084,1151
1485175293139,1155
1485175296643,1155
1485175300786,1159
1485175303814,1161
1485175307373,1163
1485175310690,1167
1485175314029,1167
1485175318129,1171
1485175321416,1175
1485175324433,1179
1485175327902,1183
1485175331306,1183
1485175334484,1187
1485175338505,1189
1485175341825,1193
1485175345071,1194
1485175348971,1199
1485175352821,1201
1485175356202,1203
1485175359478,1209
1485175362690,1211
1485175366010,1213
1485175369067,1216
1485175373112,1218
1485175376964,1222
1485175380235,1226
1485175383771,1226
1485175387468,1230
1485175391141,1232
1485175394521,1234
1485175398132,1240
1485175401238,1247
1485175404769,1259
1485175408397,1272
1485175411412,1281
1485175414483,1294
1485175417639,1309
1485175420921,1325
1485175423991,1339
1485175427016,1354
1485175430210,1373
1485175433403,1385
1485175436559,1401
1485175439590,1415
1485175442884,1431
1485175446246,1444
1485175449268,1366
1485175452308,1380
1485175455438,1387
1485175458579,1389
1485175461606,1287
1485175464623,1291
1485175467666,1291
1485175470793,1307
1485175473810,1307
1485175476822,1317
