timestamp_ms,size_in_bytes
1485174952124,433875323
1485174955148,413387570
1485174958790,415913987
1485174962399,417187194
1485174965545,422263456
1485174969096,422697414
1485174972478,423106921
1485174976074,427483077
1485174980812,430927631
1485174983860,431533730
1485174986884,437075028
1485174990090,442461637
1485174993704,443093617
1485174996842,446421341
1485175000791,447539766
1485175004284,448005543
1485175007328,459781192
1485175010822,460338108
1485175014934,461285430
1485175018107,474597590
1485175021750,478114881
1485175026123,478540794
1485175029232,485258944
1485175033074,493556108
1485175036845,497110324
1485175039930,502742064
1485175043737,508368694
1485175047951,509091739
1485175051366,517645037
1485175054940,527641842
1485175058920,530133605
1485175062181,516992550
1485175065477,518939381
1485175069435,518939381
1485175072457,511211902
1485175075933,514561101
1485175079390,514561101
1485175082728,526034199
1485175086789,528033952
1485175090253,528033952
1485175093598,531674700
1485175097400,543538388
1485175100633,543538388
1485175103767,529374249
1485175107453,534025971
1485175114022,522343088
1485175117849,529526488
1485175122401,529526488
1485175125420,531806146
1485175128851,542702679
1485175132572,551620478
1485175135601,565043745
1485175139472,572598488
1485175144079,572598488
1485175147099,584878494
1485175150322,595715056
1485175154318,597151504
1485175157474,602128505
1485175160956,611829517
1485175164718,596153438
1485175167748,609335775
1485175171230,616437990
1485175175062,616609982
1485175178129,620587031
1485175181497,634261501
1485175185708,634261501
1485175189301,642007793
1485175193109,611214807
1485175196853,611214807
1485175200128,616804349
1485175204063,605185668
1485175207693,605185668
1485175210724,611097939
1485175214039,613393946
1485175217200,595894919
1485175220772,582611326
1485175224582,569007029
1485175228151,569007029
1485175231575,572819948
1485175235443,576516600
1485175238934,576516600
1485175242484,579849712
1485175246091,584614304
1485175249691,585689018
1485175253105,587982164
1485175256806,599396900
1485175260251,599642606
1485175264617,605432622
1485175268116,609016785
1485175271136,609016785
1485175274702,615606957
1485175278959,618399425
1485175282040,618399425
1485175286173,607402161
1485175290084,611948026
1485175293139,612292008
1485175296643,615000170
1485175300786,618380816
1485175303814,618380816
1485175307373,625502582
1485175310690,626348138
1485175314029,626462800
1485175318129,643220716
1485175321416,647625066
1485175324433,648245647
1485175327902,652878999
1485175331306,659289324
1485175334484,662537679
1485175338505,667241728
1485175341825,673355700
1485175345071,674007660
1485175348971,681187648
1485175352821,688903126
1485175356202,690140867
1485175359478,693040725
1485175362690,662345429
1485175366010,667710467
1485175369067,667710467
1485175373112,680237294
1485175376964,684309445
1485175380235,684309445
1485175383771,692632429
1485175387468,695057790
1485175391141,696287990
1485175394521,710657834
1485175398132,716897464
1485175401238,716897464
1485175404769,721147253
1485175408397,725707521
1485175411412,727168523
1485175414483,727168523
1485175417639,757288826
1485175420921,766214943
1485175423991,766214943
1485175427016,766214943
1485175430210,775495489
1485175433403,787895311
1485175436559,806484102
1485175439590,806484102
1485175442884,833475356
1485175446246,891992067
1485175449268,829109745
1485175452308,829109745
1485175455438,910189552
1485175458579,826143866
1485175461606,748747640
1485175464623,748747640
1485175467666,639611304
1485175470793,641905973
1485175473810,641905973
1485175476822,641905973
