timestamp_ms,collection_count
1485175296748,59
1485175300166,60
1485175303822,60
1485175307342,60
1485175310789,60
1485175313988,60
1485175317646,61
1485175321292,61
1485175324435,61
1485175328127,61
1485175331304,61
1485175334487,61
1485175338569,62
1485175341884,62
1485175345077,62
1485175349784,62
1485175352441,63
1485175355858,63
1485175359392,63
1485175362700,63
1485175365934,63
1485175369002,63
1485175373101,63
1485175377131,64
1485175380166,64
1485175383569,64
1485175387507,64
1485175390825,64
1485175394217,65
1485175397846,65
1485175401217,65
1485175404702,66
1485175408380,66
1485175411470,66
1485175414485,67
1485175417875,67
1485175420904,68
1485175423936,68
1485175427027,68
1485175430224,68
1485175433390,69
1485175436557,69
1485175439587,69
1485175442855,69
1485175446187,70
1485175449271,70
1485175452288,70
1485175455473,70
1485175458554,70
1485175461609,70
1485175464625,70
1485175467676,70
1485175470784,70
1485175473806,70
1485175476813,70
