timestamp_ms,count,peak_count
1485174952067,56,60
1485174955241,56,60
1485174958664,56,60
1485174962421,56,60
1485174965597,56,60
1485174969083,56,60
1485174972490,55,60
1485174975901,55,60
1485174980814,55,60
1485174983485,55,60
1485174986686,55,60
1485174990043,55,60
1485174993739,55,60
1485174996888,55,60
1485175000120,56,60
1485175004201,56,60
1485175007463,57,60
1485175010491,57,60
1485175014960,57,60
1485175018728,57,60
1485175022148,57,60
1485175026142,57,60
1485175029247,57,60
1485175032909,57,60
1485175036813,57,60
1485175039976,56,60
1485175043750,57,60
1485175047935,57,60
1485175051271,57,60
1485175054914,57,60
1485175058735,57,60
1485175062195,57,60
1485175065655,57,60
1485175069326,57,60
1485175072564,57,60
1485175075942,57,60
1485175079401,57,60
1485175083705,57,60
1485175086786,56,60
1485175090174,55,60
1485175093590,56,60
1485175096762,56,60
1485175100638,56,60
1485175104442,56,60
1485175107695,56,60
1485175114834,56,60
1485175118168,57,60
1485175122412,57,60
1485175125625,57,60
1485175128837,58,60
1485175132587,58,60
1485175135628,58,60
1485175139978,59,60
1485175143638,59,60
1485175146767,59,60
1485175150212,60,60
1485175154324,60,60
1485175157475,60,60
1485175160881,60,60
1485175164731,59,60
1485175167755,59,60
1485175171114,59,60
1485175175027,59,60
1485175178140,59,60
1485175181519,58,60
1485175185718,58,60
1485175189917,58,60
1485175193015,58,60
1485175196862,58,60
1485175200164,58,60
1485175203648,58,60
1485175207695,56,60
1485175210803,56,60
1485175214041,57,60
1485175217193,57,60
1485175220668,57,60
1485175225086,57,60
1485175228159,57,60
1485175232395,57,60
1485175235921,57,60
1485175239012,57,60
1485175242813,58,60
1485175246093,58,60
1485175249460,58,60
1485175253166,58,60
1485175256673,58,60
1485175260264,58,60
1485175264439,58,60
1485175267987,58,60
1485175271012,58,60
1485175274418,58,60
1485175279009,58,60
1485175282056,57,60
1485175286657,56,60
1485175289754,56,60
1485175293140,56,60
1485175296748,56,60
1485175300166,56,60
1485175303822,57,60
1485175307342,57,60
1485175310789,58,60
1485175313988,58,60
1485175317646,58,60
1485175321292,58,60
1485175324435,58,60
1485175328127,58,60
1485175331304,59,60
1485175334487,59,60
1485175338569,59,60
1485175341884,60,60
1485175345077,59,60
1485175349784,58,60
1485175352441,58,60
1485175355858,58,60
1485175359392,58,60
1485175362700,58,60
1485175365934,59,60
1485175369002,58,60
1485175373101,58,60
1485175377131,58,60
1485175380166,59,60
1485175383569,59,60
1485175387507,59,60
1485175390825,67,67
1485175394217,68,68
1485175397846,69,69
1485175401217,69,69
1485175404702,68,69
1485175408380,69,69
1485175411470,69,70
1485175414485,67,70
1485175417875,67,70
1485175420904,68,70
1485175423936,67,70
1485175427027,66,70
1485175430224,67,70
1485175433390,66,70
1485175436557,67,70
1485175439587,68,70
1485175442855,68,70
1485175446187,69,70
1485175449271,72,72
1485175452288,73,73
1485175455473,70,73
1485175458554,69,73
1485175461609,68,73
1485175464625,68,73
1485175467676,68,73
1485175470784,68,73
1485175473806,68,73
1485175476813,68,73
