timestamp_ms,heap_committed_in_bytes,heap_max_in_bytes,heap_used_in_bytes
1485174636198,270557184,1038876672,120774400
1485174639280,270557184,1038876672,146317064
1485174642690,270557184,1038876672,196291648
1485174645707,270557184,1038876672,201441920
1485174647956,270557184,1038876672,215885408
1485174652189,270557184,1038876672,199369528
1485174655328,270557184,1038876672,171947576
1485174658827,270557184,1038876672,171472504
1485174661846,270557184,1038876672,152456576
1485174664940,270557184,1038876672,166568184
1485174668035,270557184,1038876672,185141288
1485174671088,270557184,1038876672,187948640
1485174674843,270557184,1038876672,165995992
1485174679377,270557184,1038876672,162236848
1485174682479,270557184,1038876672,167284544
1485174685599,270557184,1038876672,147372216
1485174689052,270557184,1038876672,187657536
1485174692389,270557184,1038876672,204659184
1485174695486,270557184,1038876672,145129408
1485174698585,270557184,1038876672,173968912
1485174702093,270557184,1038876672,157823112
1485174705644,270557184,1038876672,164662992
1485174708716,270557184,1038876672,131192616
1485174712918,270557184,1038876672,172751840
1485174717185,270557184,1038876672,209578824
1485174720406,270557184,1038876672,219282152
1485174722766,270557184,1038876672,161028312
1485174725789,270557184,1038876672,141952768
1485174728805,270557184,1038876672,189341040
1485174732325,270557184,1038876672,196371536
1485174735435,270557184,1038876672,215384096
1485174739908,270557184,1038876672,160982968
1485174742973,270557184,1038876672,163224096
1485174745313,270557184,1038876672,156978744
1485174748470,270557184,1038876672,177466808
1485174751489,270557184,1038876672,102465352
1485174756109,270557184,1038876672,181092624
1485174759119,270557184,1038876672,168141520
1485174762899,270557184,1038876672,156284736
1485174766028,270557184,1038876672,179037448
1485174769119,270557184,1038876672,143501408
1485174773504,270557184,1038876672,155547256
1485174776742,270557184,1038876672,174725480
1485174780373,270557184,1038876672,173242840
1485174783675,270557184,1038876672,161416064
1485174787157,270557184,1038876672,211005120
1485174790595,270557184,1038876672,166429992
1485174793715,270557184,1038876672,176760968
1485174798083,270557184,1038876672,202019832
1485174801699,270557184,1038876672,188897440
1485174804978,270557184,1038876672,133838784
1485174808169,270557184,1038876672,194412376
1485174811463,270557184,1038876672,213760416
1485174814883,270557184,1038876672,200934544
1485174818475,270557184,1038876672,122357104
1485174821913,270557184,1038876672,157718392
1485174825063,270557184,1038876672,168887152
1485174828104,270557184,1038876672,182543160
1485174830907,270557184,1038876672,129983048
1485174834491,270557184,1038876672,129083448
1485174837658,270557184,1038876672,188563400
1485174840767,270557184,1038876672,151645616
1485174843855,270557184,1038876672,212365992
1485174848253,270557184,1038876672,223108896
1485174851729,270557184,1038876672,128821576
1485174854944,270557184,1038876672,164047616
1485174858408,270557184,1038876672,188034480
1485174861873,270557184,1038876672,222386096
1485174864925,270557184,1038876672,129451672
1485174868187,270557184,1038876672,126017208
1485174872843,270557184,1038876672,179279472
1485174876180,270557184,1038876672,172467648
1485174879379,270557184,1038876672,154644392
1485174883281,270557184,1038876672,125707920
1485174886524,270557184,1038876672,147676176
1485174890201,270557184,1038876672,158672184
1485174893988,270557184,1038876672,206975304
1485174897281,270557184,1038876672,195980616
1485174900904,270557184,1038876672,119945512
1485174904683,270557184,1038876672,141308416
1485174908168,270557184,1038876672,182128320
1485174911717,270557184,1038876672,160666792
1485174915571,270557184,1038876672,191724776
1485174918960,270557184,1038876672,172476112
1485174922277,270557184,1038876672,134790176
1485174925387,270557184,1038876672,169444520
1485174930093,270557184,1038876672,175592320
1485174936119,270557184,1038876672,165661592
1485174939149,270557184,1038876672,194355400
1485174942245,270557184,1038876672,167640648
1485174945560,270557184,1038876672,132542656
1485174948907,270557184,1038876672,180535000
1485174952067,270557184,1038876672,173425320
1485174955241,270557184,1038876672,210008320
1485174958664,270557184,1038876672,182912624
1485174962421,270557184,1038876672,147095464
1485174965597,270557184,1038876672,181431192
1485174969083,270557184,1038876672,171670432
1485174972490,270557184,1038876672,215412200
1485174975901,270557184,1038876672,180959936
1485174980814,270557184,1038876672,139593048
1485174983485,270557184,1038876672,135246344
1485174986686,270557184,1038876672,176036248
1485174990043,270557184,1038876672,205590328
1485174993739,270557184,1038876672,193838624
1485174996888,270557184,1038876672,207757104
1485175000120,270557184,1038876672,186576872
1485175004201,270557184,1038876672,139112336
1485175007463,270557184,1038876672,205165352
1485175010491,270557184,1038876672,208436696
1485175014960,270557184,1038876672,152967080
1485175018728,270557184,1038876672,184134768
1485175022148,270557184,1038876672,147222176
1485175026142,270557184,1038876672,212487568
1485175029247,270557184,1038876672,225394024
1485175032909,270557184,1038876672,170966160
1485175036813,270557184,1038876672,143548304
1485175039976,270557184,1038876672,141772552
1485175043750,270557184,1038876672,187806480
1485175047935,270557184,1038876672,183757416
1485175051271,270557184,1038876672,185299184
1485175054914,270557184,1038876672,164042752
1485175058735,270557184,1038876672,146429680
1485175062195,270557184,1038876672,157258032
1485175065655,270557184,1038876672,191702848
1485175069326,270557184,1038876672,195599880
1485175072564,270557184,1038876672,132986224
1485175075942,270557184,1038876672,134272944
1485175079401,270557184,1038876672,205155736
1485175083705,270557184,1038876672,171731640
1485175086786,270557184,1038876672,170871176
1485175090174,270557184,1038876672,178585016
1485175093590,270557184,1038876672,187669040
1485175096762,270557184,1038876672,167607544
1485175100638,270557184,1038876672,206731232
1485175104442,270557184,1038876672,177469608
1485175107695,270557184,1038876672,160338592
1485175114834,270557184,1038876672,176448784
1485175118168,270557184,1038876672,121778768
1485175122412,270557184,1038876672,150010776
1485175125625,270557184,1038876672,187280952
1485175128837,270557184,1038876672,168048848
1485175132587,270557184,1038876672,187880432
1485175135628,270557184,1038876672,223967464
1485175139978,270557184,1038876672,134351176
1485175143638,270557184,1038876672,186513472
1485175146767,270557184,1038876672,213780000
1485175150212,270557184,1038876672,184789496
1485175154324,270557184,1038876672,157754232
1485175157475,270557184,1038876672,154472008
1485175160881,270557184,1038876672,145813832
1485175164731,270557184,1038876672,167574696
1485175167755,270557184,1038876672,202921648
1485175171114,270557184,1038876672,198850848
1485175175027,270557184,1038876672,185787800
1485175178140,270557184,1038876672,179613464
1485175181519,270557184,1038876672,190359744
1485175185718,270557184,1038876672,213108584
1485175189917,275238912,1038876672,183907632
1485175193015,275238912,1038876672,199502192
1485175196862,275238912,1038876672,179289592
1485175200164,275238912,1038876672,213536688
1485175203648,275238912,1038876672,139552112
1485175207695,275238912,1038876672,157525208
1485175210803,275238912,1038876672,189770624
1485175214041,275238912,1038876672,153831976
1485175217193,275238912,1038876672,165733232
1485175220668,275238912,1038876672,232909488
1485175225086,275238912,1038876672,131287840
1485175228159,275238912,1038876672,146671304
1485175232395,275238912,1038876672,194868824
1485175235921,275238912,1038876672,196610632
1485175239012,275238912,1038876672,220366904
1485175242813,275238912,1038876672,109102992
1485175246093,275238912,1038876672,139603568
1485175249460,275238912,1038876672,198070488
1485175253166,275238912,1038876672,184915888
1485175256673,275238912,1038876672,204750528
1485175260264,275238912,1038876672,201233400
1485175264439,275238912,1038876672,141681104
1485175267987,275238912,1038876672,161614728
1485175271012,275238912,1038876672,163192320
1485175274418,275238912,1038876672,206674496
1485175279009,275238912,1038876672,198666480
1485175282056,275238912,1038876672,156848712
1485175286657,275238912,1038876672,196851264
1485175289754,275238912,1038876672,179663608
1485175293140,275238912,1038876672,175099920
1485175296748,275238912,1038876672,199159416
1485175300166,275238912,1038876672,124202216
1485175303822,275238912,1038876672,174614928
1485175307342,275238912,1038876672,150292120
1485175310789,275238912,1038876672,166236328
1485175313988,275238912,1038876672,173659992
1485175317646,275238912,1038876672,175045456
1485175321292,275238912,1038876672,137227032
1485175324435,275238912,1038876672,146702640
1485175328127,275238912,1038876672,144709832
1485175331304,275238912,1038876672,157622296
1485175334487,275238912,1038876672,221901424
1485175338569,275238912,1038876672,161980552
1485175341884,275238912,1038876672,156308880
1485175345077,275238912,1038876672,220599400
1485175349784,275238912,1038876672,229018888
1485175352441,275238912,1038876672,116543816
1485175355858,275238912,1038876672,183468592
1485175359392,275238912,1038876672,160225416
1485175362700,275238912,1038876672,148543424
1485175365934,275238912,1038876672,187939432
1485175369002,275238912,1038876672,196400416
1485175373101,275238912,1038876672,218225992
1485175377131,275238912,1038876672,149926584
1485175380166,275238912,1038876672,183212248
1485175383569,275238912,1038876672,165849496
1485175387507,275238912,1038876672,211720608
1485175390825,275238912,1038876672,194635600
1485175394217,275238912,1038876672,131865576
1485175397846,275238912,1038876672,198775728
1485175401217,275238912,1038876672,210699648
1485175404702,275238912,1038876672,152495144
1485175408380,275238912,1038876672,151309512
1485175411470,275238912,1038876672,199959328
1485175414485,275238912,1038876672,183943248
1485175417875,275238912,1038876672,178479768
1485175420904,275238912,1038876672,103509576
1485175423936,275238912,1038876672,117564168
1485175427027,275238912,1038876672,181507184
1485175430224,275238912,1038876672,202190912
1485175433390,275238912,1038876672,87925912
1485175436557,275238912,1038876672,102945248
1485175439587,275238912,1038876672,167803656
1485175442855,275238912,1038876672,137190216
1485175446187,275238912,1038876672,92681824
1485175449271,275238912,1038876672,102882424
1485175452288,275238912,1038876672,95137384
1485175455473,275238912,1038876672,126308232
1485175458554,275238912,1038876672,126572784
1485175461609,275238912,1038876672,124255448
1485175464625,275238912,1038876672,167059824
1485175467676,275238912,1038876672,151305192
1485175470784,275238912,1038876672,158739472
1485175473806,275238912,1038876672,159394472
1485175476813,275238912,1038876672,170990968
