timestamp_ms,size_in_bytes
1485175157477,598754020
1485175160958,611319049
1485175164721,612151187
1485175167751,612151187
1485175171234,626355832
1485175175114,627252094
1485175178131,627252094
1485175181497,641457057
1485175185711,645264419
1485175189309,645264419
1485175193110,654718608
1485175196857,663796078
1485175200132,663796078
1485175204150,621376748
1485175207703,624507933
1485175210726,624507933
1485175214042,625293981
1485175217258,573833757
1485175220773,532684094
1485175224600,534316725
1485175228162,547514370
1485175231574,547514370
1485175235444,549369524
1485175238952,552812738
1485175242485,552490708
1485175246122,553662092
1485175249697,567754663
1485175253129,567994960
1485175256807,574646993
1485175260296,565578541
1485175264616,577617339
1485175268119,581049736
1485175271138,579882015
1485175274721,588600218
1485175278955,591446568
1485175282096,585898140
1485175286175,585898140
1485175290088,589179515
1485175293157,596772114
1485175296721,608782064
1485175300788,597609311
1485175303817,578726689
1485175307430,579956024
1485175310690,580823931
1485175314030,587787346
1485175318148,581209614
1485175321423,588569396
1485175324436,584525267
1485175327903,584711531
1485175331458,585498882
1485175334847,594117501
1485175338639,598432977
1485175341828,600674605
1485175345086,608527696
1485175348972,609917751
1485175352823,598259270
1485175356237,606090533
1485175359491,613126202
1485175362700,613848378
1485175366014,620586285
1485175369079,618806362
1485175373119,623548953
1485175376984,630420768
1485175380237,645495397
1485175383765,659532482
1485175387591,661488242
1485175391142,665547033
1485175394522,674519594
1485175398198,672880643
1485175401390,681546489
1485175404770,688105407
1485175408399,679227201
1485175411415,679150971
1485175414486,700682444
1485175417651,703143439
1485175420923,704174248
1485175423993,720350948
1485175427013,759300107
1485175430218,775241295
1485175433540,775241295
1485175436569,775241295
1485175439592,777829274
1485175442886,789512872
1485175446248,789512872
1485175449269,789512872
1485175452311,808927273
1485175455441,843839544
1485175458586,732218921
1485175461609,732218921
1485175464624,757395979
1485175467672,757160345
1485175470799,757160345
1485175473811,757160345
1485175476829,705760587
