timestamp_ms,total_virtual_in_bytes
1485174886522,4844208128
1485174890044,4844208128
1485174893990,4844208128
1485174897277,4844208128
1485174901011,4844208128
1485174904881,4844208128
1485174908185,4844617728
1485174911792,4844617728
1485174915568,4844617728
1485174918958,4844617728
1485174922363,4844617728
1485174925374,4844617728
1485174928611,4844617728
1485174936128,4844318720
1485174939237,4844318720
1485174942249,4845985792
1485174945558,4845371392
1485174948891,4845371392
1485174952086,4845371392
1485174955189,4845371392
1485174958665,4849688576
1485174962481,4849688576
1485174965736,4849688576
1485174969177,4850769920
1485174972874,4849688576
1485174976227,4851728384
1485174980847,4851728384
1485174983479,4853829632
1485174986973,4854976512
1485174990040,4856004608
1485174993741,4856786944
1485174997084,4862406656
1485175000114,4862406656
1485175004231,4859121664
1485175007462,4859121664
1485175010487,4859121664
1485175014979,4860166144
1485175018157,4862722048
1485175021836,4862722048
1485175026140,4862722048
1485175029824,4862722048
1485175032971,4862722048
1485175036811,4862722048
1485175040213,4862722048
1485175043758,4862722048
1485175047927,4862722048
1485175051302,4862722048
1485175054897,4862722048
1485175059068,4862722048
1485175062197,4863574016
1485175065493,4863578112
1485175069324,4866428928
1485175072627,4865384448
1485175075936,4865384448
1485175079449,4865384448
1485175082770,4865384448
1485175086792,4865384448
1485175090199,4865384448
1485175093587,4865384448
1485175096766,4865384448
1485175100744,4866150400
1485175103917,4867284992
1485175107475,4866428928
1485175114248,4866428928
1485175117902,4866428928
1485175122408,4866428928
1485175125620,4866428928
1485175128834,4866428928
1485175132578,4866428928
1485175135627,4866428928
1485175139738,4866428928
1485175143747,4866428928
1485175146763,4866428928
1485175150210,4866428928
1485175154315,4866428928
1485175157491,4866428928
1485175160875,4866428928
1485175164727,4866428928
1485175167747,4867907584
1485175171110,4867952640
1485175175025,4870303744
1485175178239,4870303744
1485175181525,4870303744
1485175185716,4870303744
1485175189763,4870303744
1485175193012,4870303744
1485175196860,4870303744
1485175200130,4870303744
1485175203646,4870303744
1485175207707,4870303744
1485175210800,4870303744
1485175214051,4871729152
1485175217195,4871729152
1485175220670,4873826304
1485175223707,4873826304
1485175228163,4875419648
1485175232043,4877615104
1485175235507,4875313152
1485175238963,4875313152
1485175242810,4875313152
1485175246099,4875313152
1485175249441,4875313152
1485175253163,4875313152
1485175256793,4875313152
1485175260331,4875313152
1485175264435,4875313152
1485175267981,4876808192
1485175271008,4876808192
1485175275831,4877860864
1485175278964,4877860864
1485175282096,4877860864
1485175286662,4877860864
1485175289753,4877860864
1485175293140,4877860864
1485175296726,4877860864
1485175300164,4877860864
1485175303820,4877860864
1485175307343,4880609280
1485175310710,4880609280
1485175313991,4886257664
1485175317983,4886257664
1485175321289,4886257664
1485175324475,4886257664
1485175327907,4886257664
1485175331312,4888088576
1485175334490,4888088576
1485175338565,4888088576
1485175341881,4888088576
1485175345082,4888088576
1485175349422,4891287552
1485175352577,4890300416
1485175355860,4891734016
1485175359393,4891734016
1485175362704,4891734016
1485175365950,4891734016
1485175369045,4891734016
1485175373122,4891734016
1485175377085,4891734016
1485175380164,4892983296
1485175383697,4892983296
1485175387472,4892983296
1485175390716,4895088640
1485175394221,4897193984
1485175397844,4901404672
1485175401229,4901404672
1485175404688,4901072896
1485175408382,4902916096
1485175411421,4902629376
1485175414482,4902629376
1485175420918,4901097472
1485175423941,4901097472
1485175427046,4901097472
1485175430223,4901097472
1485175433410,4901097472
1485175436556,4901097472
1485175439761,4901097472
1485175442861,4902764544
1485175446188,4908736512
1485175449269,4908736512
1485175452287,4908736512
1485175455475,4908736512
1485175458559,4915326976
1485175461611,4917526528
1485175464635,4919394304
1485175467660,4919394304
1485175470786,4922839040
1485175473807,4922839040
1485175476814,4922839040
