timestamp_ms,delete_total,index_failed,index_total,noop_update_total
1485175310690,0,0,25858,0
1485175314030,0,0,25923,0
1485175318148,0,0,25982,0
1485175321423,0,0,26019,0
1485175324436,0,0,26102,0
1485175327903,0,0,26191,0
1485175331458,0,0,26264,0
1485175334847,0,0,26303,0
1485175338639,0,0,26358,0
1485175341828,0,0,26460,0
1485175345086,0,0,26543,0
1485175348972,0,0,26601,0
1485175352823,0,0,26709,0
1485175356237,0,0,26784,0
1485175359491,0,0,26856,0
1485175362700,0,0,26940,0
1485175366014,0,0,27037,0
1485175369079,0,0,27130,0
1485175373119,0,0,27270,0
1485175376984,0,0,27372,0
1485175380237,0,0,27451,0
1485175383765,0,0,27523,0
1485175387591,0,0,27604,0
1485175391142,0,0,27699,0
1485175394522,0,0,27739,0
1485175398198,0,0,27821,0
1485175401390,0,0,27892,0
1485175404770,0,0,27964,0
1485175408399,0,0,28089,0
1485175411415,0,0,28206,0
1485175414486,0,0,28347,0
1485175417651,0,0,28504,0
1485175420923,0,0,28667,0
1485175423993,0,0,28801,0
1485175427013,0,0,29071,0
1485175430218,0,0,29346,0
1485175433540,0,0,29464,0
1485175436569,0,0,29620,0
1485175439592,0,0,29778,0
1485175442886,0,0,29929,0
1485175446248,0,0,30067,0
1485175449269,0,0,30067,0
1485175452311,0,0,30255,0
1485175455441,0,0,30278,0
1485175458586,0,0,30278,0
1485175461609,0,0,30366,0
1485175464624,0,0,30378,0
1485175467672,0,0,30380,0
1485175470799,0,0,30478,0
1485175473811,0,0,30478,0
1485175476829,0,0,30586,0
