timestamp_ms,collection_time_in_millis
1485174828104,9850
1485174830907,10173
1485174834491,10173
1485174837658,10173
1485174840767,10173
1485174843855,10177
1485174848253,10680
1485174851729,10680
1485174854944,10680
1485174858408,10705
1485174861873,10705
1485174864925,11246
1485174868187,11246
1485174872843,11246
1485174876180,11246
1485174879379,11249
1485174883281,11764
1485174886524,11764
1485174890201,11764
1485174893988,11764
1485174897281,11768
1485174900904,12312
1485174904683,12312
1485174908168,12312
1485174911717,12312
1485174915571,12312
1485174918960,12317
1485174922277,12876
1485174925387,12876
1485174930093,12876
1485174936119,12887
1485174939149,12887
1485174942245,13427
1485174945560,13427
1485174948907,13427
1485174952067,13427
1485174955241,13427
1485174958664,13432
1485174962421,13830
1485174965597,13830
1485174969083,13830
1485174972490,13830
1485174975901,13833
1485174980814,14299
1485174983485,14299
1485174986686,14299
1485174990043,14299
1485174993739,14359
1485174996888,14828
1485175000120,14828
1485175004201,14828
1485175007463,14828
1485175010491,14831
1485175014960,15253
1485175018728,15253
1485175022148,15253
1485175026142,15253
1485175029247,15257
1485175032909,15761
1485175036813,15761
1485175039976,15761
1485175043750,15770
1485175047935,15770
1485175051271,16376
1485175054914,16376
1485175058735,16376
1485175062195,16376
1485175065655,16383
1485175069326,16383
1485175072564,16890
1485175075942,16890
1485175079401,16890
1485175083705,17453
1485175086786,17453
1485175090174,17453
1485175093590,17453
1485175096762,17453
1485175100638,17457
1485175104442,17856
1485175107695,17856
1485175114834,17860
1485175118168,18256
1485175122412,18256
1485175125625,18256
1485175128837,18256
1485175132587,18265
1485175135628,18692
1485175139978,18692
1485175143638,18692
1485175146767,18692
1485175150212,18696
1485175154324,19177
1485175157475,19177
1485175160881,19177
1485175164731,19177
1485175167755,19181
1485175171114,19958
1485175175027,19958
1485175178140,19958
1485175181519,19963
1485175185718,19963
1485175189917,20316
1485175193015,20316
1485175196862,20320
1485175200164,21268
1485175203648,21268
1485175207695,21268
1485175210803,21268
1485175214041,21268
1485175217193,21324
1485175220668,21324
1485175225086,21795
1485175228159,21795
1485175232395,21795
1485175235921,21795
1485175239012,21798
1485175242813,22283
1485175246093,22283
1485175249460,22283
1485175253166,22283
1485175256673,22286
1485175260264,23010
1485175264439,23010
1485175267987,23010
1485175271012,23010
1485175274418,23010
1485175279009,23442
1485175282056,23442
1485175286657,23442
1485175289754,23442
1485175293140,23446
1485175296748,23446
1485175300166,24126
1485175303822,24126
1485175307342,24126
1485175310789,24126
1485175313988,24132
1485175317646,24602
1485175321292,24602
1485175324435,24602
1485175328127,24602
1485175331304,24606
1485175334487,24606
1485175338569,25098
1485175341884,25098
1485175345077,25098
1485175349784,25102
1485175352441,25537
1485175355858,25537
1485175359392,25537
1485175362700,25537
1485175365934,25537
1485175369002,25573
1485175373101,26169
1485175377131,26169
1485175380166,26169
1485175383569,26169
1485175387507,26169
1485175390825,26181
1485175394217,26629
1485175397846,26629
1485175401217,26629
1485175404702,26821
1485175408380,26821
1485175411470,26828
1485175414485,26984
1485175417875,26984
1485175420904,27175
1485175423936,27175
1485175427027,27175
1485175430224,27175
1485175433390,27258
1485175436557,27258
1485175439587,27258
1485175442855,27258
1485175446187,27316
1485175449271,27316
1485175452288,27316
1485175455473,27316
1485175458554,27316
1485175461609,27316
1485175464625,27316
1485175467676,27316
1485175470784,27316
1485175473806,27316
1485175476813,27316
