timestamp_ms,heap_committed_in_bytes,heap_max_in_bytes,heap_used_in_bytes
1485174776579,259522560,1038876672,213795976
1485174780364,259522560,1038876672,91941528
1485174783823,259522560,1038876672,130749384
1485174787124,259522560,1038876672,138702264
1485174790588,259522560,1038876672,93959408
1485174793719,259522560,1038876672,120505688
1485174798109,259522560,1038876672,154121928
1485174801694,259522560,1038876672,173920464
1485174805114,259522560,1038876672,138538360
1485174808159,259522560,1038876672,192439296
1485174811468,259522560,1038876672,212895296
1485174814941,259522560,1038876672,137843624
1485174818181,259522560,1038876672,112170416
1485174821950,259522560,1038876672,94107224
1485174825073,259522560,1038876672,137444584
1485174828260,259522560,1038876672,102751968
1485174830898,259522560,1038876672,138122528
1485174834486,259522560,1038876672,132267256
1485174837664,259522560,1038876672,197872928
1485174840772,259522560,1038876672,158849608
1485174843855,259522560,1038876672,152430656
1485174848284,259522560,1038876672,125155656
1485174851725,259522560,1038876672,97138936
1485174854927,259522560,1038876672,134098856
1485174858407,259522560,1038876672,136289680
1485174861878,259522560,1038876672,117176800
1485174864925,259522560,1038876672,109114760
1485174868182,259522560,1038876672,117555488
1485174872906,259522560,1038876672,124406760
1485174875931,259522560,1038876672,149412104
1485174879381,259522560,1038876672,129152872
1485174883507,259522560,1038876672,150214216
1485174886523,259522560,1038876672,166815736
1485174890044,259522560,1038876672,183858760
1485174893990,259522560,1038876672,192193256
1485174897277,259522560,1038876672,69918840
1485174901011,259522560,1038876672,79626288
1485174904881,259522560,1038876672,128118256
1485174908185,259522560,1038876672,93668768
1485174911792,259522560,1038876672,92650888
1485174915568,259522560,1038876672,161210032
1485174918962,259522560,1038876672,145787760
1485174922364,259522560,1038876672,144159528
1485174925400,259522560,1038876672,143532288
1485174928612,259522560,1038876672,130258896
1485174936128,259522560,1038876672,161024936
1485174939237,259522560,1038876672,151197744
1485174942249,259522560,1038876672,182089864
1485174945559,259522560,1038876672,128194376
1485174948891,259522560,1038876672,96883296
1485174952086,259522560,1038876672,140065064
1485174955189,259522560,1038876672,125022416
1485174958666,259522560,1038876672,127676408
1485174962487,259522560,1038876672,160150120
1485174965736,259522560,1038876672,135618120
1485174969177,259522560,1038876672,156743288
1485174972874,259522560,1038876672,161922248
1485174976227,259522560,1038876672,196213352
1485174980848,259522560,1038876672,107107424
1485174983480,259522560,1038876672,103419664
1485174986973,259522560,1038876672,130286744
1485174990040,259522560,1038876672,137597872
1485174993741,259522560,1038876672,164986424
1485174997085,259522560,1038876672,124976816
1485175000114,259522560,1038876672,168840880
1485175004231,259522560,1038876672,211329920
1485175007462,259522560,1038876672,86322968
1485175010487,259522560,1038876672,114711344
1485175014979,259522560,1038876672,143144808
1485175018157,259522560,1038876672,123093488
1485175021837,259522560,1038876672,120280976
1485175026141,259522560,1038876672,177827752
1485175029824,259522560,1038876672,151332552
1485175032972,259522560,1038876672,120384824
1485175036811,259522560,1038876672,110376320
1485175040214,259522560,1038876672,92107344
1485175043759,259522560,1038876672,100553928
1485175047981,259522560,1038876672,117752352
1485175051303,259522560,1038876672,185769256
1485175054898,259522560,1038876672,185478968
1485175059068,259522560,1038876672,199625872
1485175062204,259522560,1038876672,122505544
1485175065493,259522560,1038876672,103918792
1485175069324,259522560,1038876672,140434432
1485175072628,259522560,1038876672,134364584
1485175075936,259522560,1038876672,120969904
1485175079449,259522560,1038876672,155217904
1485175082770,259522560,1038876672,198919912
1485175086793,259522560,1038876672,97281400
1485175090199,259522560,1038876672,85731568
1485175093588,259522560,1038876672,113549592
1485175096766,259522560,1038876672,124773656
1485175100745,259522560,1038876672,108813312
1485175103917,259522560,1038876672,146123968
1485175107475,259522560,1038876672,149881112
1485175114248,259522560,1038876672,81288504
1485175117902,259522560,1038876672,151830824
1485175122409,259522560,1038876672,119059240
1485175125621,259522560,1038876672,143808832
1485175128834,259522560,1038876672,166118304
1485175132578,259522560,1038876672,166552632
1485175135627,259522560,1038876672,179616104
1485175139739,259522560,1038876672,191776168
1485175143748,259522560,1038876672,72165664
1485175146763,259522560,1038876672,83140608
1485175150210,259522560,1038876672,143301256
1485175154315,259522560,1038876672,114035184
1485175157491,259522560,1038876672,165089024
1485175160876,259522560,1038876672,197221144
1485175164727,259522560,1038876672,160328728
1485175167760,259522560,1038876672,157209064
1485175171110,259522560,1038876672,134018424
1485175175025,259522560,1038876672,92453728
1485175178240,259522560,1038876672,115818576
1485175181525,259522560,1038876672,93629096
1485175185716,259522560,1038876672,129456104
1485175189763,259522560,1038876672,180712560
1485175193013,259522560,1038876672,158636592
1485175196860,259522560,1038876672,198737728
1485175200131,259522560,1038876672,79155320
1485175203646,259522560,1038876672,139977056
1485175207713,259522560,1038876672,108821960
1485175210800,259522560,1038876672,115511280
1485175214051,259522560,1038876672,121071552
1485175217196,259522560,1038876672,127267632
1485175220670,259522560,1038876672,180197592
1485175223707,259522560,1038876672,159907984
1485175228164,259522560,1038876672,191755928
1485175232143,259522560,1038876672,129863832
1485175235512,259522560,1038876672,139614208
1485175238998,259522560,1038876672,111578912
1485175242811,259522560,1038876672,128203800
1485175246099,259522560,1038876672,148615008
1485175249442,259522560,1038876672,195967920
1485175253164,259522560,1038876672,183629976
1485175256794,259522560,1038876672,201468016
1485175260331,259522560,1038876672,106064472
1485175264436,259522560,1038876672,143186320
1485175267981,259522560,1038876672,128814664
1485175271008,259522560,1038876672,142705992
1485175275831,259522560,1038876672,157772632
1485175278964,259522560,1038876672,144318360
1485175282096,259522560,1038876672,131244576
1485175286662,259522560,1038876672,138552360
1485175289754,259522560,1038876672,162770096
1485175293141,259522560,1038876672,188239640
1485175296727,259522560,1038876672,86725480
1485175300165,259522560,1038876672,128135656
1485175303821,259522560,1038876672,102312080
1485175307343,259522560,1038876672,147323448
1485175310710,259522560,1038876672,187358376
1485175313992,259522560,1038876672,192617984
1485175317984,259522560,1038876672,204674008
1485175321290,259522560,1038876672,108907280
1485175324476,259522560,1038876672,149236256
1485175327907,259522560,1038876672,131436952
1485175331312,259522560,1038876672,158782680
1485175334491,259522560,1038876672,163983272
1485175338566,259522560,1038876672,178524792
1485175341881,259522560,1038876672,120019040
1485175345084,259522560,1038876672,131377864
1485175349422,259522560,1038876672,152605288
1485175352577,259522560,1038876672,127184064
1485175355861,259522560,1038876672,140439736
1485175359394,259522560,1038876672,167670024
1485175362704,259522560,1038876672,121242936
1485175365950,259522560,1038876672,122948600
1485175369045,259522560,1038876672,157633480
1485175373123,259522560,1038876672,120361488
1485175377086,259522560,1038876672,111960248
1485175380165,259522560,1038876672,157615784
1485175383697,259522560,1038876672,136974648
1485175387472,259522560,1038876672,185753160
1485175390716,259522560,1038876672,148233312
1485175394221,259522560,1038876672,118517728
1485175397844,259522560,1038876672,129995968
1485175401229,259522560,1038876672,167302168
1485175404688,259522560,1038876672,124540728
1485175408382,259522560,1038876672,112191832
1485175411422,259522560,1038876672,162391112
1485175414482,259522560,1038876672,181852624
1485175417881,259522560,1038876672,127814224
1485175420918,259522560,1038876672,101844984
1485175423941,259522560,1038876672,154135584
1485175427046,259522560,1038876672,155957680
1485175430224,259522560,1038876672,93536392
1485175433410,259522560,1038876672,158765496
1485175436557,259522560,1038876672,165049808
1485175439761,259522560,1038876672,127669024
1485175442861,259522560,1038876672,158664424
1485175446188,259522560,1038876672,171466704
1485175449269,259522560,1038876672,106901712
1485175452288,259522560,1038876672,123762040
1485175455476,259522560,1038876672,138727176
1485175458559,259522560,1038876672,109310176
1485175461611,259522560,1038876672,94238872
1485175464636,259522560,1038876672,148088008
1485175467661,259522560,1038876672,156118120
1485175470787,259522560,1038876672,122322336
1485175473807,259522560,1038876672,122885744
1485175476814,259522560,1038876672,99332104
