timestamp_ms,percent
1485174787153,8
1485174790595,9
1485174793715,10
1485174798083,10
1485174801698,10
1485174804977,9
1485174808169,10
1485174811462,10
1485174814882,12
1485174818474,12
1485174821913,11
1485174825062,9
1485174828103,10
1485174830906,10
1485174834490,9
1485174837658,11
1485174840767,9
1485174843855,10
1485174848252,9
1485174851728,11
1485174854925,11
1485174858408,10
1485174861872,9
1485174864924,7
1485174868161,8
1485174872842,8
1485174876179,8
1485174879379,8
1485174883265,9
1485174886523,7
1485174890201,7
1485174893988,8
1485174897280,8
1485174900903,8
1485174904682,6
1485174908168,7
1485174911716,8
1485174915571,7
1485174918955,7
1485174922276,7
1485174925387,6
1485174930093,8
1485174936118,8
1485174939149,8
1485174942244,7
1485174945560,8
1485174948862,7
1485174952066,7
1485174955241,6
1485174958663,9
1485174962416,7
1485174965597,8
1485174969083,7
1485174972490,7
1485174975901,7
1485174980814,9
1485174983485,9
1485174986686,8
1485174990043,8
1485174993738,8
1485174996849,8
1485175000119,10
1485175004201,8
1485175007462,9
1485175010490,10
1485175014959,10
1485175018727,9
1485175022148,10
1485175029246,11
1485175032909,8
1485175036813,8
1485175039976,8
1485175043749,10
1485175047908,9
1485175051271,7
1485175054895,7
1485175058734,7
1485175062194,8
1485175065655,7
1485175069326,7
1485175072564,8
1485175075942,7
1485175079401,7
1485175083704,8
1485175086785,8
1485175090173,8
1485175093589,6
1485175096762,7
1485175100638,7
1485175104441,8
1485175107695,9
1485175114834,8
1485175118168,9
1485175122412,9
1485175125624,9
1485175128836,11
1485175132586,12
1485175135628,12
1485175139978,10
1485175143637,9
1485175146767,11
1485175150212,10
1485175154323,9
1485175157475,8
1485175160881,8
1485175164730,9
1485175167754,9
1485175171113,7
1485175175027,9
1485175178139,11
1485175181518,8
1485175185718,9
1485175189917,9
1485175193014,8
1485175196861,7
1485175200163,8
1485175203648,9
1485175207694,7
1485175210796,7
1485175214040,6
1485175217193,7
1485175220668,8
1485175225067,9
1485175228155,6
1485175232376,7
1485175235921,9
1485175238980,9
1485175242813,9
1485175246092,9
1485175249441,8
1485175253142,9
1485175256673,9
1485175260263,6
1485175264438,7
1485175267987,6
1485175271007,6
1485175274417,8
1485175279008,7
1485175282055,8
1485175286657,7
1485175289753,7
1485175293139,7
1485175296748,6
1485175300166,6
1485175303822,6
1485175307342,8
1485175310789,8
1485175313988,9
1485175317646,9
1485175321292,9
1485175324435,8
1485175328127,8
1485175331303,8
1485175334486,8
1485175338568,8
1485175341883,8
1485175345077,8
1485175349783,8
1485175352441,8
1485175355858,8
1485175359392,9
1485175362699,8
1485175365934,7
1485175369001,10
1485175373101,7
1485175377131,7
1485175380166,6
1485175383566,8
1485175387506,8
1485175390824,8
1485175394217,13
1485175397846,12
1485175401217,15
1485175404702,22
1485175408380,24
1485175411466,28
1485175414485,29
1485175417874,25
1485175420903,24
1485175423935,26
1485175427018,27
1485175430224,22
1485175433390,27
1485175436556,19
1485175439586,25
1485175442855,23
1485175446186,34
1485175449270,36
1485175452287,35
1485175455472,37
1485175458554,43
1485175461608,15
1485175464625,1
1485175467675,3
1485175470783,12
1485175473806,0
1485175476813,10
