timestamp_ms,delete_time_in_millis,index_time_in_millis,throttle_time_in_millis
1485175274781,0,1229181,0
1485175278958,0,1238671,0
1485175282074,0,1246606,0
1485175286345,0,1252806,0
1485175290086,0,1260975,0
1485175293156,0,1266382,0
1485175296651,0,1270004,0
1485175300792,0,1278533,0
1485175303819,0,1290347,0
1485175307376,0,1298469,0
1485175310693,0,1306125,0
1485175314031,0,1310073,0
1485175318151,0,1317953,0
1485175321418,0,1325986,0
1485175324439,0,1329230,0
1485175327905,0,1335521,0
1485175331309,0,1340213,0
1485175334487,0,1346963,0
1485175338508,0,1354647,0
1485175341831,0,1357913,0
1485175345074,0,1362798,0
1485175348974,0,1373541,0
1485175352842,0,1380644,0
1485175356226,0,1390348,0
1485175359492,0,1400602,0
1485175362691,0,1407222,0
1485175366013,0,1412493,0
1485175369081,0,1414046,0
1485175373113,0,1421155,0
1485175377082,0,1423789,0
1485175380238,0,1430304,0
1485175383767,0,1439891,0
1485175387468,0,1451439,0
1485175391144,0,1460680,0
1485175394521,0,1463922,0
1485175398145,0,1466969,0
1485175401239,0,1472576,0
1485175404825,0,1477253,0
1485175408399,0,1480509,0
1485175411417,0,1485386,0
1485175414480,0,1487488,0
1485175417659,0,1489914,0
1485175420920,0,1492105,0
1485175423997,0,1493656,0
1485175427014,0,1497177,0
1485175430204,0,1500407,0
1485175433408,0,1503062,0
1485175436562,0,1504666,0
1485175439757,0,1508821,0
1485175442885,0,1510858,0
1485175446250,0,1569013,0
1485175449267,0,1569013,0
1485175452308,0,1570669,0
1485175455434,0,1571220,0
1485175458589,0,1656492,0
1485175461609,0,1657391,0
1485175464625,0,1657697,0
1485175467669,0,1657820,0
1485175470795,0,1658373,0
1485175473811,0,1658373,0
1485175476824,0,1659279,0
