timestamp_ms,memory_size_in_bytes
1485174872792,-1
1485174875914,-1
1485174879371,-1
1485174883217,-1
1485174886542,-1
1485174890023,-1
1485174894711,-1
1485174897794,-1
1485174900828,-1
1485174904663,-1
1485174908169,-1
1485174911763,-1
1485174915603,-1
1485174918944,-1
1485174922373,-1
1485174925965,-1
1485174929385,-1
1485174936095,-1
1485174939139,-1
1485174942356,-1
1485174945671,-1
1485174948952,-1
1485174952124,-1
1485174955148,-1
1485174958790,-1
1485174962399,-1
1485174965545,-1
1485174969096,-1
1485174972478,-1
1485174976074,-1
1485174980812,-1
1485174983860,-1
1485174986884,-1
1485174990090,-1
1485174993704,-1
1485174996842,-1
1485175000791,-1
1485175004284,-1
1485175007328,-1
1485175010822,-1
1485175014934,-1
1485175018107,-1
1485175021750,-1
1485175026123,-1
1485175029232,-1
1485175033074,-1
1485175036845,-1
1485175039930,-1
1485175043737,-1
1485175047951,-1
1485175051366,-1
1485175054940,-1
1485175058920,-1
1485175062181,-1
1485175065477,-1
1485175069435,-1
1485175072457,-1
1485175075933,-1
1485175079390,-1
1485175082728,-1
1485175086789,-1
1485175090253,-1
1485175093598,-1
1485175097400,-1
1485175100633,-1
1485175103767,-1
1485175107453,-1
1485175114022,-1
1485175117849,-1
1485175122401,-1
1485175125420,-1
1485175128851,-1
1485175132572,-1
1485175135601,-1
1485175139472,-1
1485175144079,-1
1485175147099,-1
1485175150322,-1
1485175154318,-1
1485175157474,-1
1485175160956,-1
1485175164718,-1
1485175167748,-1
1485175171230,-1
1485175175062,-1
1485175178129,-1
1485175181497,-1
1485175185708,-1
1485175189301,-1
1485175193109,-1
1485175196853,-1
1485175200128,-1
1485175204063,-1
1485175207693,-1
1485175210724,-1
1485175214039,-1
1485175217200,-1
1485175220772,-1
1485175224582,-1
1485175228151,-1
1485175231575,-1
1485175235443,-1
1485175238934,-1
1485175242484,-1
1485175246091,-1
1485175249691,-1
1485175253105,-1
1485175256806,-1
1485175260251,-1
1485175264617,-1
1485175268116,-1
1485175271136,-1
1485175274702,-1
1485175278959,-1
1485175282040,-1
1485175286173,-1
1485175290084,-1
1485175293139,-1
1485175296643,-1
1485175300786,-1
1485175303814,-1
1485175307373,-1
1485175310690,-1
1485175314029,-1
1485175318129,-1
1485175321416,-1
1485175324433,-1
1485175327902,-1
1485175331306,-1
1485175334484,-1
1485175338505,-1
1485175341825,-1
1485175345071,-1
1485175348971,-1
1485175352821,-1
1485175356202,-1
1485175359478,-1
1485175362690,-1
1485175366010,-1
1485175369067,-1
1485175373112,-1
1485175376964,-1
1485175380235,-1
1485175383771,-1
1485175387468,-1
1485175391141,-1
1485175394521,-1
1485175398132,-1
1485175401238,-1
1485175404769,-1
1485175408397,-1
1485175411412,-1
1485175414483,-1
1485175417639,-1
1485175420921,-1
1485175423991,-1
1485175427016,-1
1485175430210,-1
1485175433403,-1
1485175436559,-1
1485175439590,-1
1485175442884,-1
1485175446246,-1
1485175449268,-1
1485175452308,-1
1485175455438,-1
1485175458579,-1
1485175461606,-1
1485175464623,-1
1485175467666,-1
1485175470793,-1
1485175473810,-1
1485175476822,-1
