timestamp_ms,rx_size_in_bytes,tx_size_in_bytes
1485174736257,92971702,13708216
1485174739529,93628590,13739638
1485174742960,94664467,13933681
1485174746101,94665302,14253738
1485174749166,95375802,14283706
1485174752294,95874446,14508636
1485174756089,96331187,14819908
1485174759117,96577538,14849888
1485174762265,97543505,14879868
1485174765970,98506631,14910026
1485174769143,98990029,14941113
1485174772679,99203401,14973574
1485174776577,99935051,15207582
1485174780349,100155229,15447984
1485174783621,101343823,15707908
1485174787119,101580838,16009271
1485174790553,102271409,16472970
1485174793812,103038580,16713160
1485174798084,103965494,17809135
1485174801669,104199421,18035640
1485174805032,105097247,18267432
1485174808235,105870111,18512764
1485174811463,106130971,18753152
1485174814822,106801274,18995422
1485174818025,107712532,19443711
1485174822001,108606469,19964243
1485174825027,108929740,20596422
1485174828190,109295950,21106495
1485174831274,109838941,21116476
1485174834511,110169748,21378381
1485174837675,111230190,21616740
1485174840952,111551469,21851247
1485174844198,112339979,21861208
1485174848502,112342141,22121421
1485174851918,112566115,22357573
1485174854937,114144785,22386360
1485174858676,114536162,22396314
1485174861883,115010343,23197175
1485174864921,115011138,23226059
1485174868171,116266967,24130343
1485174872793,116468711,24366995
1485174875915,117027797,24607676
1485174879373,117761649,24636761
1485174883230,118282467,24875524
1485174886559,118586643,25075179
1485174890032,118827821,25088269
1485174894715,119291153,25139170
1485174897796,119722541,25168232
1485174900831,120195746,25613678
1485174905152,120703990,25888285
1485174908186,121521210,25922347
1485174911777,122072152,26497158
1485174915608,122779247,26526182
1485174918950,122987701,26545272
1485174922375,123374458,26602369
1485174925966,124040240,26631433
1485174929486,124497499,26660438
1485174936101,125400126,26691688
1485174939141,125562716,26890511
1485174942357,125833245,26939976
1485174945719,126928689,27228250
1485174948954,127402842,27436884
1485174952127,127789403,27760852
1485174955150,128081768,27772169
1485174958835,128881660,27801280
1485174962401,129060257,27830325
1485174965546,129995800,27859318
1485174969098,130965876,27893662
1485174972479,131638332,27925730
1485174976076,132028727,27973783
1485174980815,132665732,28422769
1485174983862,133580395,28453030
1485174986886,134046843,28702705
1485174990093,135051868,28959181
1485174993705,135212914,29007274
1485174996869,135214828,29023956
1485175000793,136258654,29072206
1485175004292,136765988,29101211
1485175007330,137229717,29111168
1485175011334,138357022,29142374
1485175014942,139246782,29390736
1485175018113,139733592,29740190
1485175021777,140488022,30291845
1485175026123,141199774,30320842
1485175029405,141420236,30376570
1485175033125,142011153,30405769
1485175036909,142490243,30415691
1485175039942,142609943,30446249
1485175043740,143755369,30496553
1485175047957,144328353,30506495
1485175051368,145525298,31092239
1485175054942,145959718,31122575
1485175058922,146954654,31157514
1485175062185,146955367,31572564
1485175065525,147524165,31601744
1485175069446,147524960,31649806
1485175072458,148070518,31659670
1485175075933,148575791,31688810
1485175079392,148738405,31719223
1485175082735,149740010,31748369
1485175086931,150443043,32195187
1485175090516,151300442,32205146
1485175093598,152419454,32234186
1485175097404,152420437,32685424
1485175100635,153166852,32729960
1485175103768,153168787,32768365
1485175107454,153660252,32798936
1485175114023,155523528,32847309
1485175117850,156189545,33203953
1485175122404,157112955,33508373
1485175125421,157588831,33538913
1485175128963,158048324,33568107
1485175132574,159100248,33597143
1485175135602,159258951,33626179
1485175139506,160167463,33897977
1485175144082,161783005,34266933
1485175147101,161783800,34295989
1485175150407,162226345,34311057
1485175154320,162619501,34340211
1485175157477,163196298,34688185
1485175160958,163545350,34991139
1485175164721,164210197,35020139
1485175167751,164638579,35058666
1485175171234,164906284,35106906
1485175175114,165279738,35118746
1485175178131,166283777,35171985
1485175181497,166720630,35184011
1485175185711,167735597,35390906
1485175189309,168521556,35832472
1485175193110,169051800,35861773
1485175196857,169052493,36146098
1485175200132,170158758,36491369
1485175204150,170593364,36503922
1485175207703,170859506,36538216
1485175210726,171553132,36566078
1485175214042,171879473,36612412
1485175217258,172939523,36641972
1485175220773,173545824,36669497
1485175224600,174087487,37228097
1485175228162,174638283,37440682
1485175231574,175052839,37764949
1485175235444,175285639,37793283
1485175238952,176013253,37824532
1485175242485,176398877,37851250
1485175246122,176951381,37879473
1485175249697,177914193,37906211
1485175253129,178566689,37932909
1485175256807,179007610,38209239
1485175260296,179532996,38749367
1485175264616,179533791,39013848
1485175268119,180101868,39046551
1485175271138,180630646,39388033
1485175274721,180764873,39422713
1485175278955,181437627,39449614
1485175282096,182056314,39477745
1485175286175,182533244,39504472
1485175290088,183465608,39549390
1485175293157,183932652,39966609
1485175296721,184548534,39993374
1485175300788,184823018,40269490
1485175303817,184823833,40523013
1485175307430,185654788,40544710
1485175310690,185853973,40571436
1485175314030,186576007,40598320
1485175318148,186865283,40644717
1485175321423,187840577,40671415
1485175324436,188101458,40680137
1485175327903,188836337,40714654
1485175331458,189171372,40969413
1485175334847,189448066,41004431
1485175338639,190257214,41302522
1485175341828,190946213,41347277
1485175345086,190947196,41612802
1485175348972,191733068,41991076
1485175352823,191962433,42019728
1485175356237,192193111,42047891
1485175359491,193197069,42060972
1485175362700,194190671,42087853
1485175366014,194668653,42132604
1485175369079,194868359,42627761
1485175373119,195939697,42669344
1485175376984,195940680,42714258
1485175380237,196141105,43191416
1485175383765,196466792,43218159
1485175387591,197185153,43245976
1485175391142,197395792,43278911
1485175394522,198130862,43305652
1485175398198,198535886,43345606
1485175401390,198921700,43355375
1485175404770,199646100,43382195
1485175408399,200374604,43410292
1485175411415,200969796,43437083
1485175414486,202764484,43463830
1485175417651,203397259,43503805
1485175420923,204790175,43554008
1485175423993,205762462,43562771
1485175427013,207104628,43589626
1485175430218,208665084,43634473
1485175433540,209906223,43661341
1485175436569,210651310,43694697
1485175439592,211771344,43703419
1485175442886,212763739,43730234
1485175446248,213640781,43757045
1485175449269,213642649,43788203
1485175452311,214574913,43814958
1485175455441,214575708,43859687
1485175458586,214577164,43868580
1485175461609,215256606,43894220
1485175464624,215257503,43937207
1485175467672,215349341,43962819
1485175470799,215901455,43988367
1485175473811,215902250,44013856
1485175476829,216620861,44021937
