timestamp_ms,total_capacity_in_bytes,used_in_bytes
1485175051271,57193740,57193740
1485175054914,57193740,57193740
1485175058735,57193740,57193740
1485175062195,57193740,57193740
1485175065655,57193740,57193740
1485175069326,57193740,57193740
1485175072564,57193740,57193740
1485175075942,57193740,57193740
1485175079401,57193740,57193740
1485175083705,57193740,57193740
1485175086786,62279238,62279238
1485175090174,62279238,62279238
1485175093590,62279238,62279238
1485175096762,62279238,62279238
1485175100638,62279238,62279238
1485175104442,62279238,62279238
1485175107695,62279238,62279238
1485175114834,62279238,62279238
1485175118168,62279238,62279238
1485175122412,64547899,64547899
1485175125625,64551276,64551276
1485175128837,64551276,64551276
1485175132587,64551276,64551276
1485175135628,64551276,64551276
1485175139978,64551276,64551276
1485175143638,64551276,64551276
1485175146767,64551276,64551276
1485175150212,64551276,64551276
1485175154324,65084706,65084706
1485175157475,64551276,64551276
1485175160881,66973584,66973584
1485175164731,69484925,69484925
1485175167755,71884530,71884530
1485175171114,71884530,71884530
1485175175027,71884530,71884530
1485175178140,71884530,71884530
1485175181519,74339803,74339803
1485175185718,74339803,74339803
1485175189917,74339803,74339803
1485175193015,74339803,74339803
1485175196862,74339803,74339803
1485175200164,74339803,74339803
1485175203648,74339803,74339803
1485175207695,79329825,79329825
1485175210803,79329825,79329825
1485175214041,79329825,79329825
1485175217193,79329825,79329825
1485175220668,79329825,79329825
1485175225086,79329825,79329825
1485175228159,79329825,79329825
1485175232395,79329825,79329825
1485175235921,79329825,79329825
1485175239012,79329825,79329825
1485175242813,79329825,79329825
1485175246093,79329825,79329825
1485175249460,79329825,79329825
1485175253166,79329825,79329825
1485175256673,79329825,79329825
1485175260264,79329825,79329825
1485175264439,79329825,79329825
1485175267987,79329825,79329825
1485175271012,79329825,79329825
1485175274418,79329825,79329825
1485175279009,79329825,79329825
1485175282056,79329825,79329825
1485175286657,81844316,81844316
1485175289754,81844316,81844316
1485175293140,81844316,81844316
1485175296748,81844316,81844316
1485175300166,81844316,81844316
1485175303822,81844316,81844316
1485175307342,81844316,81844316
1485175310789,81844316,81844316
1485175313988,81844316,81844316
1485175317646,81844316,81844316
1485175321292,81844316,81844316
1485175324435,81844316,81844316
1485175328127,81844316,81844316
1485175331304,81844316,81844316
1485175334487,81844316,81844316
1485175338569,81844316,81844316
1485175341884,81844316,81844316
1485175345077,84454500,84454500
1485175349784,86877854,86877854
1485175352441,86877854,86877854
1485175355858,86877854,86877854
1485175359392,86877854,86877854
1485175362700,86877854,86877854
1485175365934,86877854,86877854
1485175369002,88914218,88914218
1485175373101,88914218,88914218
1485175377131,88914218,88914218
1485175380166,88914218,88914218
1485175383569,88914218,88914218
1485175387507,88914218,88914218
1485175390825,88914218,88914218
1485175394217,88914218,88914218
1485175397846,88914218,88914218
1485175401217,88914218,88914218
1485175404702,91410787,91410787
1485175408380,91410787,91410787
1485175411470,93922596,93922596
1485175414485,98339042,98339042
1485175417875,98339042,98339042
1485175420904,100922899,100922899
1485175423936,103187849,103187849
1485175427027,105274325,105274325
1485175430224,107111927,107111927
1485175433390,108898355,108898355
1485175436557,108898355,108898355
1485175439587,108898355,108898355
1485175442855,108898355,108898355
1485175446187,108898355,108898355
1485175449271,100597259,100597259
1485175452288,100597259,100597259
1485175455473,93513570,93513570
1485175458554,88969234,88969234
1485175461609,75222115,75222115
1485175464625,75222115,75222115
1485175467676,75222115,75222115
1485175470784,75222115,75222115
1485175473806,75222115,75222115
1485175476813,75222115,75222115
