timestamp_ms,delete_time_in_millis,index_time_in_millis,throttle_time_in_millis
1485174695867,0,999044,0
1485174699156,0,1004901,0
1485174702180,0,1016014,0
1485174705205,0,1026816,0
1485174708696,0,1041469,0
1485174713765,0,1057170,0
1485174716973,0,1066385,0
1485174720305,0,1075497,0
1485174723481,0,1086157,0
1485174726556,0,1097249,0
1485174729684,0,1110676,0
1485174733091,0,1122176,0
1485174736257,0,1133487,0
1485174739529,0,1145722,0
1485174742960,0,1157217,0
1485174746101,0,1168376,0
1485174749166,0,1176389,0
1485174752294,0,1187625,0
1485174756089,0,1196980,0
1485174759117,0,1203328,0
1485174762265,0,1216177,0
1485174765970,0,1229316,0
1485174769143,0,1242360,0
1485174772679,0,1255142,0
1485174776577,0,1266683,0
1485174780349,0,1274933,0
1485174783621,0,1285372,0
1485174787119,0,1296497,0
1485174790553,0,1308410,0
1485174793812,0,1318629,0
1485174798084,0,1333389,0
1485174801669,0,1345248,0
1485174805032,0,1352691,0
1485174808235,0,1363541,0
1485174811463,0,1373335,0
1485174814822,0,1381574,0
1485174818025,0,1390761,0
1485174822001,0,1403822,0
1485174825027,0,1416039,0
1485174828190,0,1427750,0
1485174831274,0,1437716,0
1485174834511,0,1448079,0
1485174837675,0,1455174,0
1485174840952,0,1462909,0
1485174844198,0,1474268,0
1485174848502,0,1485502,0
1485174851918,0,1488757,0
1485174854937,0,1498778,0
1485174858676,0,1511736,0
1485174861883,0,1521853,0
1485174864921,0,1533961,0
1485174868171,0,1547166,0
1485174872793,0,1561327,0
1485174875915,0,1573760,0
1485174879373,0,1588309,0
1485174883230,0,1603053,0
1485174886559,0,1615874,0
1485174890032,0,1629695,0
1485174894715,0,1646630,0
1485174897796,0,1660118,0
1485174900831,0,1671121,0
1485174905152,0,1684296,0
1485174908186,0,1696934,0
1485174911777,0,1711797,0
1485174915608,0,1724858,0
1485174918950,0,1737987,0
1485174922375,0,1752189,0
1485174925966,0,1765931,0
1485174929486,0,1778103,0
1485174936101,0,1798194,0
1485174939141,0,1809743,0
1485174942357,0,1818161,0
1485174945719,0,1828961,0
1485174948954,0,1839548,0
1485174952127,0,1850743,0
1485174955150,0,1862535,0
1485174958835,0,1875346,0
1485174962401,0,1883857,0
1485174965546,0,1894365,0
1485174969098,0,1905425,0
1485174972479,0,1916579,0
1485174976076,0,1930176,0
1485174980815,0,1944101,0
1485174983862,0,1953912,0
1485174986886,0,1963732,0
1485174990093,0,1977195,0
1485174993705,0,1991262,0
1485174996869,0,2002582,0
1485175000793,0,2014195,0
1485175004292,0,2025026,0
1485175007330,0,2038030,0
1485175011334,0,2053259,0
1485175014942,0,2066292,0
1485175018113,0,2077684,0
1485175021777,0,2092067,0
1485175026123,0,2105910,0
1485175029405,0,2117108,0
1485175033125,0,2130938,0
1485175036909,0,2140794,0
1485175039942,0,2152361,0
1485175043740,0,2165092,0
1485175047957,0,2178570,0
1485175051368,0,2189745,0
1485175054942,0,2204667,0
1485175058922,0,2220131,0
1485175062185,0,2228367,0
1485175065525,0,2246670,0
1485175069446,0,2259637,0
1485175072458,0,2269439,0
1485175075933,0,2282517,0
1485175079392,0,2293565,0
1485175082735,0,2304576,0
1485175086931,0,2319205,0
1485175090516,0,2333028,0
1485175093598,0,2344540,0
1485175097404,0,2359444,0
1485175100635,0,2371749,0
1485175103768,0,2382704,0
1485175107454,0,2395603,0
1485175114023,0,2413993,0
1485175117850,0,2429944,0
1485175122404,0,2443218,0
1485175125421,0,2455768,0
1485175128963,0,2469965,0
1485175132574,0,2484433,0
1485175135602,0,2496055,0
1485175139506,0,2514290,0
1485175144082,0,2526510,0
1485175147101,0,2538639,0
1485175150407,0,2550505,0
1485175154320,0,2565268,0
1485175157477,0,2578098,0
1485175160958,0,2591698,0
1485175164721,0,2605698,0
1485175167751,0,2616866,0
1485175171234,0,2630772,0
1485175175114,0,2644365,0
1485175178131,0,2653051,0
1485175181497,0,2667559,0
1485175185711,0,2683064,0
1485175189309,0,2695233,0
1485175193110,0,2710735,0
1485175196857,0,2723987,0
1485175200132,0,2735819,0
1485175204150,0,2751827,0
1485175207703,0,2765532,0
1485175210726,0,2777318,0
1485175214042,0,2790551,0
1485175217258,0,2801262,0
1485175220773,0,2813198,0
1485175224600,0,2828236,0
1485175228162,0,2842357,0
1485175231574,0,2852301,0
1485175235444,0,2863866,0
1485175238952,0,2870011,0
1485175242485,0,2880943,0
1485175246122,0,2886320,0
1485175249697,0,2894693,0
1485175253129,0,2908788,0
1485175256807,0,2922128,0
1485175260296,0,2934562,0
1485175264616,0,2946943,0
1485175268119,0,2955770,0
1485175271138,0,2966571,0
1485175274721,0,2976525,0
1485175278955,0,2984601,0
1485175282096,0,2995494,0
1485175286175,0,3007988,0
1485175290088,0,3022830,0
1485175293157,0,3032448,0
1485175296721,0,3044786,0
1485175300788,0,3056813,0
1485175303817,0,3060065,0
1485175307430,0,3067233,0
1485175310690,0,3078333,0
1485175314030,0,3088559,0
1485175318148,0,3096247,0
1485175321423,0,3101315,0
1485175324436,0,3114824,0
1485175327903,0,3126592,0
1485175331458,0,3138907,0
1485175334847,0,3148331,0
1485175338639,0,3157823,0
1485175341828,0,3171332,0
1485175345086,0,3182981,0
1485175348972,0,3190556,0
1485175352823,0,3203515,0
1485175356237,0,3210525,0
1485175359491,0,3216336,0
1485175362700,0,3228284,0
1485175366014,0,3242595,0
1485175369079,0,3252497,0
1485175373119,0,3269440,0
1485175376984,0,3284514,0
1485175380237,0,3294402,0
1485175383765,0,3303041,0
1485175387591,0,3311775,0
1485175391142,0,3324542,0
1485175394522,0,3329160,0
1485175398198,0,3339645,0
1485175401390,0,3349117,0
1485175404770,0,3353943,0
1485175408399,0,3360743,0
1485175411415,0,3367054,0
1485175414486,0,3372765,0
1485175417651,0,3378499,0
1485175420923,0,3384805,0
1485175423993,0,3391159,0
1485175427013,0,3399793,0
1485175430218,0,3406894,0
1485175433540,0,3411545,0
1485175436569,0,3417913,0
1485175439592,0,3422731,0
1485175442886,0,3430109,0
1485175446248,0,3433424,0
1485175449269,0,3433424,0
1485175452311,0,3436692,0
1485175455441,0,3437085,0
1485175458586,0,3437085,0
1485175461609,0,3438093,0
1485175464624,0,3438288,0
1485175467672,0,3438297,0
1485175470799,0,3439052,0
1485175473811,0,3439052,0
1485175476829,0,3439842,0
