timestamp_ms,total_time_in_millis
1485174759115,2805
1485174762259,2808
1485174765956,2808
1485174769080,2808
1485174772687,2845
1485174776564,2924
1485174780348,2942
1485174783626,3020
1485174787115,3020
1485174790551,3028
1485174793698,3028
1485174798049,3035
1485174801669,3048
1485174804960,3048
1485174808148,3049
1485174811460,3050
1485174814805,3050
1485174818014,3069
1485174821888,3069
1485174825014,3072
1485174828099,3102
1485174831272,3167
1485174834472,3185
1485174837635,3198
1485174840950,3204
1485174843970,3205
1485174848278,3535
1485174851839,3535
1485174854936,3535
1485174858674,3362
1485174861871,3362
1485174864920,3492
1485174868159,3492
1485174872792,3492
1485174875914,3492
1485174879371,3514
1485174883217,3514
1485174886542,3514
1485174890023,3517
1485174894711,3517
1485174897794,3517
1485174900828,3517
1485174904663,3544
1485174908169,3544
1485174911763,3285
1485174915603,3285
1485174918944,3285
1485174922373,3285
1485174925965,3327
1485174929385,3328
1485174936095,3329
1485174939139,3354
1485174942356,3354
1485174945671,3355
1485174948952,3382
1485174952124,3382
1485174955148,3440
1485174958790,3440
1485174962399,3509
1485174965545,3514
1485174969096,3514
1485174972478,3514
1485174976074,3514
1485174980812,3514
1485174983860,3573
1485174986884,3573
1485174990090,3573
1485174993704,3574
1485174996842,3661
1485175000791,3661
1485175004284,3707
1485175007328,3707
1485175010822,3707
1485175014934,3731
1485175018107,3732
1485175021750,3732
1485175026123,3749
1485175029232,3749
1485175033074,3749
1485175036845,3754
1485175039930,3782
1485175043737,3828
1485175047951,3847
1485175051366,3847
1485175054940,3847
1485175058920,3847
1485175062181,3944
1485175065477,3944
1485175069435,3950
1485175072457,3950
1485175075933,3950
1485175079390,3950
1485175082728,3950
1485175086789,4096
1485175090253,4096
1485175093598,4096
1485175097400,4096
1485175100633,4096
1485175103767,4096
1485175107453,4097
1485175114022,4099
1485175117849,4099
1485175122401,4099
1485175125420,4099
1485175128851,4099
1485175132572,4099
1485175135601,4099
1485175139472,4100
1485175144079,4100
1485175147099,4100
1485175150322,4100
1485175154318,4101
1485175157474,4101
1485175160956,4128
1485175164718,4271
1485175167748,4271
1485175171230,4271
1485175175062,4272
1485175178129,4287
1485175181497,4287
1485175185708,4334
1485175189301,4334
1485175193109,4334
1485175196853,4407
1485175200128,4407
1485175204063,4429
1485175207693,4430
1485175210724,4430
1485175214039,4443
1485175217200,4444
1485175220772,4449
1485175224582,4449
1485175228151,4462
1485175231575,4479
1485175235443,4479
1485175238934,4479
1485175242484,4479
1485175246091,4494
1485175249691,4494
1485175253105,4496
1485175256806,4496
1485175260251,4501
1485175264617,4763
1485175268116,4764
1485175271136,4764
1485175274702,4771
1485175278959,4772
1485175282040,4797
1485175286173,4826
1485175290084,4827
1485175293139,4827
1485175296643,4827
1485175300786,4828
1485175303814,4828
1485175307373,4969
1485175310690,4971
1485175314029,4971
1485175318129,4971
1485175321416,4971
1485175324433,5037
1485175327902,5038
1485175331306,5038
1485175334484,5038
1485175338505,5068
1485175341825,5068
1485175345071,5068
1485175348971,5096
1485175352821,5096
1485175356202,5096
1485175359478,5190
1485175362690,5190
1485175366010,5190
1485175369067,5191
1485175373112,5191
1485175376964,5192
1485175380235,5192
1485175383771,5192
1485175387468,5192
1485175391141,5202
1485175394521,5203
1485175398132,5208
1485175401238,5208
1485175404769,5248
1485175408397,5259
1485175411412,5319
1485175414483,5332
1485175417639,5375
1485175420921,5408
1485175423991,5410
1485175427016,5451
1485175430210,5502
1485175433403,5527
1485175436559,5560
1485175439590,5591
1485175442884,5605
1485175446246,5617
1485175449268,5290
1485175452308,5307
1485175455438,5317
1485175458579,5323
1485175461606,5048
1485175464623,5057
1485175467666,5057
1485175470793,5060
1485175473810,5060
1485175476822,5061
