timestamp_ms,total_time_in_millis
1485175217258,1640152
1485175220773,1648366
1485175224600,1658011
1485175228162,1658011
1485175231574,1668730
1485175235444,1676816
1485175238952,1681063
1485175242485,1689740
1485175246122,1697356
1485175249697,1706414
1485175253129,1711126
1485175256807,1720453
1485175260296,1728484
1485175264616,1737060
1485175268119,1740368
1485175271138,1747974
1485175274721,1758157
1485175278955,1765517
1485175282096,1771700
1485175286175,1778302
1485175290088,1785192
1485175293157,1792676
1485175296721,1797435
1485175300788,1809429
1485175303817,1815733
1485175307430,1822555
1485175310690,1828820
1485175314030,1834447
1485175318148,1843700
1485175321423,1851984
1485175324436,1857309
1485175327903,1863732
1485175331458,1870569
1485175334847,1877106
1485175338639,1883946
1485175341828,1887979
1485175345086,1894478
1485175348972,1904220
1485175352823,1912118
1485175356237,1921039
1485175359491,1926859
1485175362700,1931954
1485175366014,1937786
1485175369079,1944931
1485175373119,1953236
1485175376984,1958792
1485175380237,1963872
1485175383765,1972994
1485175387591,1982419
1485175391142,1989135
1485175394522,1996905
1485175398198,1999793
1485175401390,2007542
1485175404770,2013622
1485175408399,2016467
1485175411415,2021339
1485175414486,2024123
1485175417651,2028462
1485175420923,2032235
1485175423993,2036923
1485175427013,2040612
1485175430218,2045662
1485175433540,2048764
1485175436569,2052451
1485175439592,2054551
1485175442886,2058479
1485175446248,2061388
1485175449269,2061583
1485175452311,2063472
1485175455441,2064145
1485175458586,2064145
1485175461609,2064960
1485175464624,2065031
1485175467672,2065055
1485175470799,2065433
1485175473811,2065433
1485175476829,2065776
