timestamp_ms,total_time_in_millis
1485175260296,4972
1485175264616,4973
1485175268119,5005
1485175271138,5102
1485175274721,5102
1485175278955,5109
1485175282096,5120
1485175286175,5170
1485175290088,5170
1485175293157,5174
1485175296721,5254
1485175300788,5386
1485175303817,5436
1485175307430,5630
1485175310690,5652
1485175314030,5653
1485175318148,5658
1485175321423,5797
1485175324436,5797
1485175327903,5801
1485175331458,6032
1485175334847,6113
1485175338639,6147
1485175341828,6147
1485175345086,6147
1485175348972,6264
1485175352823,6264
1485175356237,6283
1485175359491,6287
1485175362700,6331
1485175366014,6350
1485175369079,6383
1485175373119,6383
1485175376984,6383
1485175380237,6383
1485175383765,6473
1485175387591,6494
1485175391142,6494
1485175394522,6507
1485175398198,6536
1485175401390,6544
1485175404770,6551
1485175408399,6557
1485175411415,6618
1485175414486,6639
1485175417651,6735
1485175420923,6744
1485175423993,6775
1485175427013,6796
1485175430218,6836
1485175433540,6890
1485175436569,6931
1485175439592,6997
1485175442886,7022
1485175446248,7070
1485175449269,7070
1485175452311,7097
1485175455441,7119
1485175458586,6539
1485175461609,6543
1485175464624,6543
1485175467672,6543
1485175470799,6545
1485175473811,6545
1485175476829,6545
