timestamp_ms,non_heap_committed_in_bytes,non_heap_used_in_bytes
1485174626480,76849152,75691704
1485174629869,76849152,75704992
1485174633086,76980224,75877768
1485174636198,77045760,75951240
1485174639280,77111296,75951560
1485174642690,77242368,76131008
1485174645707,77242368,76134536
1485174647956,77373440,76256072
1485174652189,77504512,76466704
1485174655328,77897728,76638840
1485174658827,78028800,76734016
1485174661846,78094336,76852976
1485174664940,78159872,76909296
1485174668035,78225408,76979632
1485174671088,78225408,77062024
1485174674843,78290944,77057864
1485174679377,78356480,77148896
1485174682479,78356480,77175120
1485174685599,78356480,77194256
1485174689052,78422016,77263696
1485174692389,78487552,77331504
1485174695486,78487552,77337416
1485174698585,78487552,77354504
1485174702093,78553088,77405824
1485174705644,78553088,77458848
1485174708716,78618624,77426520
1485174712918,78749696,77615032
1485174717185,78749696,77625848
1485174720406,78749696,77640376
1485174722766,78749696,77628680
1485174725789,78880768,77653824
1485174728805,78880768,77657216
1485174732325,78880768,77660264
1485174735435,78880768,77672424
1485174739908,78880768,77687656
1485174742973,78946304,77729000
1485174745313,78946304,77730792
1485174748470,78946304,77780200
1485174751489,79011840,77808248
1485174756109,79011840,77893616
1485174759119,79077376,77935240
1485174762899,79077376,77963160
1485174766028,79273984,78165784
1485174769119,79273984,78187616
1485174773504,79339520,78264824
1485174776742,79339520,78282192
1485174780373,79405056,78312976
1485174783675,79405056,78365288
1485174787157,79405056,78351608
1485174790595,79405056,78332992
1485174793715,79470592,78293272
1485174798083,79470592,78448392
1485174801699,79470592,78485584
1485174804978,79601664,78540040
1485174808169,79601664,78584264
1485174811463,79601664,78604152
1485174814883,79601664,78603728
1485174818475,79863808,78814096
1485174821913,79929344,78829928
1485174825063,80125952,78965352
1485174828104,80125952,78979368
1485174830907,80125952,79004320
1485174834491,80125952,79065880
1485174837658,80125952,79010872
1485174840767,80125952,79044408
1485174843855,80125952,79080592
1485174848253,80125952,79085776
1485174851729,80257024,79206120
1485174854944,80257024,79218280
1485174858408,80519168,79226592
1485174861873,80715776,79439904
1485174864925,80715776,79451128
1485174868187,80715776,79490304
1485174872843,80715776,79527376
1485174876180,80781312,79538192
1485174879379,80781312,79545680
1485174883281,80846848,79621008
1485174886524,80846848,79623952
1485174890201,80846848,79627512
1485174893988,80846848,79636208
1485174897281,80846848,79632256
1485174900904,80846848,79627368
1485174904683,80846848,79652616
1485174908168,80846848,79662328
1485174911717,80846848,79682896
1485174915571,80912384,79648680
1485174918960,80912384,79681224
1485174922277,80912384,79707608
1485174925387,80912384,79707464
1485174930093,80912384,79713992
1485174936119,80912384,79720712
1485174939149,80912384,79591248
1485174942245,80912384,79583720
1485174945560,80912384,79608456
1485174948907,80977920,79789768
1485174952067,81108992,79883656
1485174955241,81174528,79951304
1485174958664,81174528,79951304
1485174962421,81174528,79962368
1485174965597,81174528,80050344
1485174969083,81174528,80059096
1485174972490,81174528,80059096
1485174975901,81174528,80059096
1485174980814,81240064,80074536
1485174983485,81240064,80074536
1485174986686,81240064,80074536
1485174990043,81371136,80147040
1485174993739,81502208,80295944
1485174996888,81567744,80220984
1485175000120,81567744,80221720
1485175004201,81567744,80228504
1485175007463,81567744,80241600
1485175010491,81567744,80241600
1485175014960,81698816,80354304
1485175018728,81698816,80355264
1485175022148,81698816,80399312
1485175026142,81698816,80404632
1485175029247,81698816,80410456
1485175032909,81698816,80454936
1485175036813,81698816,80496792
1485175039976,81698816,80498968
1485175043750,81698816,80499736
1485175047935,81698816,80497944
1485175051271,81698816,80497944
1485175054914,81698816,80521448
1485175058735,81698816,80530152
1485175062195,81698816,80534312
1485175065655,81698816,80534312
1485175069326,81698816,80534312
1485175072564,81698816,80544680
1485175075942,81698816,80544680
1485175079401,81698816,80548376
1485175083705,81698816,80564688
1485175086786,81698816,80579360
1485175090174,81698816,80579360
1485175093590,81698816,80573024
1485175096762,81698816,80454368
1485175100638,81698816,80548248
1485175104442,81698816,80542680
1485175107695,81698816,80557296
1485175114834,81698816,80575856
1485175118168,81698816,80575232
1485175122412,81698816,80592400
1485175125625,81698816,80587808
1485175128837,81698816,80618968
1485175132587,81829888,80729256
1485175135628,81829888,80728552
1485175139978,81895424,80758248
1485175143638,81895424,80762984
1485175146767,81895424,80767776
1485175150212,81895424,80769688
1485175154324,81895424,80763224
1485175157475,81895424,80735000
1485175160881,81895424,80736408
1485175164731,81895424,80766744
1485175167755,81895424,80828760
1485175171114,81895424,80828760
1485175175027,81895424,80829368
1485175178140,81895424,80829560
1485175181519,81960960,80849272
1485175185718,81960960,80846512
1485175189917,81960960,80845936
1485175193015,81960960,80829296
1485175196862,81960960,80831216
1485175200164,81960960,80838704
1485175203648,82026496,80857768
1485175207695,82026496,80893056
1485175210803,82026496,80900352
1485175214041,82026496,80918464
1485175217193,82026496,80946976
1485175220668,82092032,81010832
1485175225086,82092032,81012224
1485175228159,82092032,81018368
1485175232395,82092032,81019992
1485175235921,82157568,81046872
1485175239012,82157568,81046872
1485175242813,82354176,81219992
1485175246093,82354176,81221720
1485175249460,82354176,81273400
1485175253166,82354176,81288376
1485175256673,82354176,81282912
1485175260264,82354176,81275872
1485175264439,82354176,81215616
1485175267987,82354176,81164736
1485175271012,82354176,81169984
1485175274418,82354176,81176064
1485175279009,82354176,81179648
1485175282056,82354176,81179648
1485175286657,82354176,81180768
1485175289754,82354176,81164264
1485175293140,82354176,81137952
1485175296748,82354176,81137952
1485175300166,82354176,81129952
1485175303822,82354176,81138152
1485175307342,82354176,81187616
1485175310789,82354176,81189920
1485175313988,82485248,81289888
1485175317646,82485248,81298592
1485175321292,82485248,81312864
1485175324435,82485248,81312864
1485175328127,82485248,81221952
1485175331304,82485248,81223920
1485175334487,82485248,81223920
1485175338569,82485248,81263808
1485175341884,82485248,81279200
1485175345077,82485248,81268912
1485175349784,82485248,81276784
1485175352441,82485248,81276784
1485175355858,82485248,81253808
1485175359392,82485248,81274736
1485175362700,82485248,81276328
1485175365934,82485248,81277672
1485175369002,82485248,81381912
1485175373101,82485248,81372136
1485175377131,82485248,81372136
1485175380166,82485248,81374952
1485175383569,82485248,81374952
1485175387507,82485248,81330520
1485175390825,83271680,81821744
1485175394217,83271680,81921608
1485175397846,83402752,82156496
1485175401217,83468288,82241960
1485175404702,83599360,82378248
1485175408380,83730432,82454896
1485175411470,83730432,82474224
1485175414485,83730432,82472944
1485175417875,83795968,82366496
1485175420904,83795968,82492672
1485175423936,83795968,82403512
1485175427027,83795968,82431976
1485175430224,83795968,82396376
1485175433390,83795968,82265968
1485175436557,83795968,82285040
1485175439587,83795968,82286832
1485175442855,83795968,82328400
1485175446187,83795968,82408384
1485175449271,83795968,82414288
1485175452288,83795968,82455728
1485175455473,83861504,82528480
1485175458554,83861504,82514632
1485175461609,83861504,82463896
1485175464625,83861504,82466584
1485175467676,83861504,82466584
1485175470784,83861504,82476664
1485175473806,83861504,82476664
1485175476813,83861504,82477688
