timestamp_ms,collection_time_in_millis
1485174722766,10406
1485174725789,10489
1485174728805,10511
1485174732325,10599
1485174735435,10623
1485174739908,10833
1485174742973,10876
1485174745313,10910
1485174748470,10993
1485174751489,11034
1485174756109,11247
1485174759119,11284
1485174762899,11330
1485174766028,11520
1485174769119,11654
1485174773504,11695
1485174776742,11718
1485174780373,11790
1485174783675,11852
1485174787157,11879
1485174790595,12039
1485174793715,12100
1485174798083,12372
1485174801699,12455
1485174804978,12543
1485174808169,12565
1485174811463,12604
1485174814883,12639
1485174818475,12812
1485174821913,12957
1485174825063,13002
1485174828104,13056
1485174830907,13133
1485174834491,13245
1485174837658,13468
1485174840767,13492
1485174843855,13506
1485174848253,13809
1485174851729,13886
1485174854944,13952
1485174858408,14029
1485174861873,14094
1485174864925,14160
1485174868187,14226
1485174872843,14348
1485174876180,14440
1485174879379,14589
1485174883281,14782
1485174886524,14815
1485174890201,14903
1485174893988,14983
1485174897281,15032
1485174900904,15081
1485174904683,15158
1485174908168,15171
1485174911717,15313
1485174915571,15338
1485174918960,15386
1485174922277,15404
1485174925387,15418
1485174930093,15531
1485174936119,15680
1485174939149,15693
1485174942245,15743
1485174945560,15824
1485174948907,15838
1485174952067,15862
1485174955241,15886
1485174958664,16061
1485174962421,16152
1485174965597,16191
1485174969083,16313
1485174972490,16337
1485174975901,16376
1485174980814,16414
1485174983485,16457
1485174986686,16468
1485174990043,16489
1485174993739,16736
1485174996888,17031
1485175000120,17087
1485175004201,17259
1485175007463,17287
1485175010491,17334
1485175014960,17423
1485175018728,17484
1485175022148,17704
1485175026142,17827
1485175029247,17855
1485175032909,17909
1485175036813,17974
1485175039976,18047
1485175043750,18193
1485175047935,18318
1485175051271,18318
1485175054914,18350
1485175058735,18389
1485175062195,18421
1485175065655,18542
1485175069326,18569
1485175072564,18640
1485175075942,18675
1485175079401,18694
1485175083705,18880
1485175086786,18916
1485175090174,19062
1485175093590,19088
1485175096762,19287
1485175100638,19304
1485175104442,19337
1485175107695,19380
1485175114834,19524
1485175118168,19543
1485175122412,19583
1485175125625,19677
1485175128837,19720
1485175132587,19775
1485175135628,19862
1485175139978,19915
1485175143638,19945
1485175146767,20059
1485175150212,20138
1485175154324,20228
1485175157475,20271
1485175160881,20297
1485175164731,20344
1485175167755,20366
1485175171114,20507
1485175175027,20553
1485175178140,20665
1485175181519,20711
1485175185718,20805
1485175189917,20909
1485175193015,20986
1485175196862,21012
1485175200164,21043
1485175203648,21146
1485175207695,21193
1485175210803,21235
1485175214041,21275
1485175217193,21312
1485175220668,21361
1485175225086,21441
1485175228159,21475
1485175232395,21524
1485175235921,21688
1485175239012,21718
1485175242813,21934
1485175246093,21995
1485175249460,22154
1485175253166,22327
1485175256673,22526
1485175260264,22548
1485175264439,22745
1485175267987,22767
1485175271012,22837
1485175274418,22950
1485175279009,23067
1485175282056,23144
1485175286657,23301
1485175289754,23350
1485175293140,23380
1485175296748,23395
1485175300166,23484
1485175303822,23509
1485175307342,23698
1485175310789,23729
1485175313988,23776
1485175317646,23794
1485175321292,23859
1485175324435,23937
1485175328127,23978
1485175331304,24045
1485175334487,24074
1485175338569,24159
1485175341884,24230
1485175345077,24280
1485175349784,24371
1485175352441,24438
1485175355858,24460
1485175359392,24588
1485175362700,24670
1485175365934,24748
1485175369002,24827
1485175373101,24904
1485175377131,24963
1485175380166,24987
1485175383569,25058
1485175387507,25091
1485175390825,25234
1485175394217,25384
1485175397846,25474
1485175401217,25649
1485175404702,25926
1485175408380,26196
1485175411470,26304
1485175414485,26535
1485175417875,26752
1485175420904,26898
1485175423936,27159
1485175427027,27410
1485175430224,27540
1485175433390,27716
1485175436557,27917
1485175439587,28085
1485175442855,28328
1485175446187,28535
1485175449271,28658
1485175452288,28906
1485175455473,29024
1485175458554,29066
1485175461609,29146
1485175464625,29146
1485175467676,29150
1485175470784,29202
1485175473806,29202
1485175476813,29231
