timestamp_ms,doc_values_memory_in_bytes,fixed_bit_set_memory_in_bytes,index_writer_max_memory_in_bytes,index_writer_memory_in_bytes,memory_in_bytes,norms_memory_in_bytes,stored_fields_memory_in_bytes,term_vectors_memory_in_bytes,terms_memory_in_bytes,version_map_memory_in_bytes
1485174474576,22068,0,103887660,23568664,1307696,31488,37448,0,1216692,29139
1485174477598,22540,0,103887660,25708804,1334223,32128,38144,0,1241411,31671
1485174480615,21268,0,103887660,24861080,1303003,30208,36520,0,1215007,34342
1485174483688,21976,0,103887660,25598040,1332975,31168,37496,0,1242335,37639
1485174486731,22448,0,103887660,27601992,1357742,31808,38184,0,1265302,41639
1485174489761,20940,0,103887660,29260868,1316866,29568,36304,0,1230054,48028
1485174492814,19524,0,103887660,29218012,1276712,27648,34728,0,1194812,39091
1485174495842,19996,0,103887660,31749220,1301418,28288,35432,0,1217702,46175
1485174499167,19104,0,103887660,30353696,1272121,26688,34176,0,1192153,38928
1485174502252,20048,0,103887660,29150552,1317366,27968,35512,0,1233838,40130
1485174505434,20520,0,103887660,31006440,1344791,28608,36240,0,1259423,37310
1485174508451,21228,0,103887660,30726896,1381091,29568,37320,0,1292975,40845
1485174511634,21700,0,103887660,33852364,1405570,30208,38016,0,1315646,50114
1485174514650,20428,0,103887660,33922104,1369882,28352,36384,0,1284718,48257
1485174517673,21136,0,103887660,35648632,1407136,29312,37392,0,1319296,53387
1485174520689,21608,0,103887660,34585124,1429078,29952,38048,0,1339470,55514
1485174523714,22316,0,103887660,35587696,1465384,30912,39072,0,1373084,55896
1485174526976,22552,0,103887660,36303612,1478487,31232,39408,0,1385295,70226
1485174530128,23496,0,103887660,37068540,1522191,32512,40744,0,1425439,62081
1485174533337,23968,0,103887660,38479092,1547403,33152,41408,0,1448875,73318
1485174536354,24440,0,103887660,39813512,1570289,33792,42088,0,1469969,78680
1485174539693,24912,0,103887660,39207524,1595559,34432,42768,0,1493447,75228
1485174542762,25148,0,103887660,43356760,1606494,34752,43112,0,1503482,84610
1485174546004,25856,0,103887660,40516260,1642534,35712,44136,0,1536830,74288
1485174549071,26328,0,103887660,41367144,1667295,36352,44808,0,1559807,73283
1485174552695,24964,0,103887660,41109100,1630710,34176,42880,0,1528690,70832
1485174556165,25200,0,103887660,43857256,1643139,34496,43240,0,1540203,79533
1485174559183,25672,0,103887660,43074720,1668503,35136,43936,0,1563759,75698
1485174562311,26144,0,103887660,44770684,1691216,35776,44632,0,1584664,74580
1485174565421,24492,0,103887660,43796984,1641814,33536,42808,0,1540978,74449
1485174568869,24964,0,103887660,43348136,1665777,34176,43512,0,1563125,69559
1485174571888,25436,0,103887660,42103968,1690457,34816,44240,0,1585965,62300
1485174574918,23692,0,103887660,43792352,1635688,32320,42000,0,1537676,62439
1485174578089,21804,0,103887660,44753124,1577316,29760,39736,0,1486016,68532
1485174581442,22276,0,103887660,42031132,1604029,30400,40456,0,1510897,58882
1485174584471,22748,0,103887660,37236440,1634322,31040,41248,0,1539286,49941
1485174587491,22748,0,103887660,41198008,1634322,31040,41248,0,1539286,60193
1485174590715,21096,0,103887660,36817120,1590120,28800,39496,0,1500728,53518
1485174594006,21096,0,103887660,42701284,1590120,28800,39496,0,1500728,69804
1485174598576,21804,0,103887660,41557704,1640662,29760,40672,0,1548426,65618
1485174601851,22276,0,103887660,39719876,1671464,30400,41440,0,1577348,71237
1485174605383,22748,0,103887660,39593240,1702714,31040,42216,0,1606710,68415
1485174608406,22984,0,103887660,40059388,1719651,31360,42608,0,1622699,68252
1485174611662,23456,0,103887660,36907304,1750920,32000,43384,0,1652080,66244
1485174614698,23692,0,103887660,39887416,1762008,32320,43704,0,1662292,69109
1485174617727,24164,0,103887660,34844116,1794631,32960,44472,0,1693035,61528
1485174620754,22276,0,103887660,36510812,1735091,30400,42296,0,1640119,63931
1485174623790,22512,0,103887660,35485656,1752048,30720,42688,0,1656128,61512
1485174626809,22984,0,103887660,33266000,1781106,31360,43456,0,1683306,54239
1485174629889,22984,0,103887660,39319264,1781106,31360,43456,0,1683306,65170
1485174633045,23456,0,103887660,35141180,1812303,32000,44224,0,1712623,48783
1485174636204,23456,0,103887660,38946448,1812303,32000,44224,0,1712623,55164
1485174639278,23928,0,103887660,32842320,1848108,32640,45056,0,1746484,51081
1485174642683,22184,0,103887660,37466604,1785113,30080,42784,0,1690065,54753
1485174645701,20532,0,103887660,35578440,1741489,27840,40984,0,1652133,47488
1485174648720,21004,0,103887660,33497304,1772155,28480,41752,0,1680919,40946
1485174651853,21240,0,103887660,35917948,1784570,28800,42112,0,1692418,40801
1485174655263,21476,0,103887660,35952300,1802898,29120,42520,0,1709782,44122
1485174658738,21712,0,103887660,34629840,1819381,29440,42904,0,1725325,52668
1485174661838,22184,0,103887660,39697664,1848156,30080,43648,0,1752244,53093
1485174664932,22656,0,103887660,36975156,1875015,30720,44352,0,1777287,54322
1485174668022,23600,0,103887660,34552920,1923735,32000,45720,0,1822415,50054
1485174671081,21948,0,96961816,37588228,1801897,29760,42648,0,1707541,54284
1485174674479,22656,0,96961816,34499688,1844710,30720,43720,0,1747614,46489
1485174679862,23128,0,96961816,38735844,1875920,31360,44464,0,1776968,56350
1485174682900,23600,0,96961816,33163276,1913564,32000,45304,0,1812660,57669
1485174686191,24308,0,96961816,30271348,1953956,32960,46416,0,1850272,54565
1485174689597,24780,0,96961816,32851492,1980064,33600,47144,0,1874540,46690
1485174692778,25016,0,103887658,36698668,1995775,33920,47544,0,1889295,58385
1485174695866,25488,0,103887658,32534532,2028581,34560,48352,0,1920181,51319
1485174699155,25724,0,103887658,35092064,2042341,34880,48720,0,1933017,61279
1485174702176,26196,0,103887658,33914780,2068523,35520,49440,0,1957367,59456
1485174705202,26668,0,103887658,32085156,2097412,36160,50176,0,1984408,48775
1485174708694,26904,0,103887658,36008896,2112623,36480,50552,0,1998687,55299
1485174713681,27848,0,103887658,31327872,2167354,37760,52008,0,2049738,54058
1485174716914,28320,0,103887658,30486948,2198444,38400,52784,0,2078940,53231
1485174720304,26668,0,103887658,30476248,2148640,36160,50880,0,2034932,53429
1485174723478,25016,0,103887658,30250544,2094041,33920,49024,0,1986081,46047
1485174726554,25252,0,103887658,33141416,2107556,34240,49376,0,1998688,45894
1485174729679,25488,0,103887658,29767692,2126912,34560,49800,0,2017064,38120
1485174733087,25960,0,103887658,33284740,2150469,35200,50488,0,2038821,44950
1485174736250,26432,0,103887658,31900620,2181634,35840,51272,0,2068090,42150
1485174739426,26904,0,103887658,35049392,2203958,36480,51952,0,2088622,46942
1485174742959,27612,0,103887658,32818080,2237849,37440,53000,0,2119797,43270
1485174746037,27848,0,103887658,32987104,2253121,37760,53384,0,2134129,50269
1485174749165,28320,0,103887658,34969460,2277098,38400,54072,0,2156306,50692
1485174752226,26432,0,103887658,36454300,2210257,35840,51880,0,2096105,51794
1485174756088,26904,0,103887658,33126328,2242966,36480,52672,0,2126910,46624
1485174759115,27140,0,103887658,34994224,2257664,36800,53048,0,2140676,53248
1485174762259,27612,0,103887658,33894152,2284528,37440,53768,0,2165708,50012
1485174765956,28084,0,103887658,34341308,2309554,38080,54488,0,2188902,47632
1485174769080,28084,0,103887658,40463208,2309554,38080,54488,0,2188902,60702
1485174772687,26668,0,103887658,36268156,2272269,36160,53008,0,2156433,63399
1485174776564,27140,0,103887658,35065720,2301029,36800,53744,0,2183345,52616
1485174780348,25252,0,103887658,34190364,2233799,34240,51488,0,2122819,55655
1485174783626,25960,0,103887658,34094440,2273655,35200,52600,0,2159895,50052
1485174787115,26196,0,103887658,35517840,2289672,35520,52976,0,2174980,54426
1485174790551,26668,0,103887658,31814728,2323630,36160,53760,0,2207042,47688
1485174793698,26904,0,103887658,33098188,2339208,36480,54136,0,2221688,54812
1485174798049,27376,0,103887658,36109720,2368926,37120,54896,0,2249534,64967
1485174801669,25960,0,103887658,32873172,2329838,35200,53432,0,2215246,50864
1485174804960,25960,0,103887658,38957936,2329838,35200,53432,0,2215246,61509
1485174808148,26668,0,103887658,36249320,2369271,36160,54560,0,2251883,58823
1485174811460,27376,0,103887658,34914568,2408891,37120,55632,0,2288763,51805
1485174814805,27612,0,103887658,38137760,2420906,37440,55984,0,2299870,55758
1485174818014,28084,0,103887658,37714072,2454005,38080,56792,0,2331049,50310
1485174821888,28320,0,103887658,37198884,2467948,38400,57136,0,2344092,58297
1485174825014,29028,0,103887658,36605308,2503257,39360,58160,0,2376709,51171
1485174828099,29736,0,103887658,31274172,2540998,40320,59192,0,2411750,46515
1485174831272,29972,0,103887658,34519284,2551495,40640,59512,0,2421371,47107
1485174834472,30208,0,103887658,34904360,2569661,40960,59920,0,2438573,47499
1485174837635,30444,0,103887658,37463896,2586938,41280,60328,0,2454886,55515
1485174840950,28556,0,103887658,33731248,2525138,38720,58216,0,2399646,63950
1485174843970,28792,0,103887658,38592280,2542746,39040,58600,0,2416314,61965
1485174848278,29500,0,103887658,34963168,2586753,40000,59704,0,2457549,69832
1485174851839,27848,0,103887658,37927668,2525795,37760,57792,0,2402395,62411
1485174854936,28084,0,103887658,43049696,2540030,38080,58176,0,2415690,73262
1485174858674,26904,0,96467111,35862608,2382290,36480,54816,0,2264090,52206
1485174861871,27140,0,96467111,32876964,2397113,36800,55200,0,2277973,57082
1485174864920,27612,0,96467111,33571220,2421461,37440,55880,0,2300529,52258
1485174868159,27848,0,96467111,33676212,2434518,37760,56240,0,2312670,56398
1485174872792,28556,0,103887667,31868048,2472377,38720,57280,0,2347821,51413
1485174875914,28556,0,103887667,37152444,2472377,38720,57280,0,2347821,58697
1485174879371,29028,0,103887667,32288424,2506615,39360,58072,0,2380155,45821
1485174883217,29264,0,103887667,31890856,2522350,39680,58488,0,2394918,45849
1485174886542,29264,0,103887667,38272640,2522350,39680,58488,0,2394918,56498
1485174890023,29736,0,103887667,32497748,2560363,40320,59296,0,2431011,47968
1485174894711,29972,0,103887667,35731520,2574620,40640,59680,0,2444328,58069
1485174897794,30300,0,103887667,36207032,2596518,41280,60376,0,2464562,55990
1485174900828,28412,0,103887667,35287044,2525360,38720,58184,0,2400044,56974
1485174904663,26760,0,103887667,32399176,2465268,36480,56344,0,2345684,52208
1485174908169,26996,0,103887667,37407728,2475276,36800,56664,0,2354816,54506
1485174911763,24872,0,95896308,33166424,2311719,33920,52760,0,2200167,65105
1485174915603,25344,0,95896308,35784716,2336321,34560,53456,0,2222961,48742
1485174918944,25580,0,95896308,35433196,2352651,34880,53824,0,2238367,49501
1485174922373,25816,0,95896308,33671984,2371064,35200,54224,0,2255824,53216
1485174925965,24164,0,95896308,30749232,2313805,32960,52408,0,2204273,55113
1485174929385,22512,0,95896308,31384876,2252933,30720,50560,0,2149141,45294
1485174936095,22748,0,103887660,38206148,2268014,31040,50952,0,2163274,53536
1485174939139,22984,0,103887660,36021860,2287274,31360,51368,0,2181562,49058
1485174942356,23220,0,103887660,34206304,2304078,31680,51768,0,2197410,43961
1485174945671,21332,0,103887660,34743692,2242015,29120,49648,0,2141915,47761
1485174948952,21568,0,103887660,35467140,2258827,29440,50056,0,2157763,50905
1485174952124,19916,0,103887660,34034920,2206036,27200,48272,0,2110648,45414
1485174955148,20152,0,103887660,35954788,2218604,27520,48608,0,2122324,47729
1485174958790,20388,0,103887660,35362092,2238294,27840,49024,0,2141042,50023
1485174962399,20624,0,103887660,35570612,2255286,28160,49424,0,2157078,52445
1485174965545,21096,0,103887660,30329476,2291183,28800,50248,0,2191039,46811
1485174969096,21332,0,103887660,32530068,2306704,29120,50632,0,2205620,47889
1485174972478,21568,0,103887660,34885892,2323120,29440,51040,0,2221072,51695
1485174976074,22040,0,103887660,30226876,2360239,30080,51856,0,2256263,42050
1485174980812,22040,0,103887660,32683248,2360239,30080,51856,0,2256263,57598
1485174983860,22512,0,103887660,32939780,2394241,30720,52664,0,2288345,48400
1485174986884,22748,0,103887660,31331784,2410972,31040,53048,0,2304136,53426
1485174990090,23220,0,103887660,34674260,2433927,31680,53712,0,2325315,49969
1485174993704,23456,0,103887660,34785216,2447103,32000,54072,0,2337575,51517
1485174996842,23692,0,103887660,35091404,2462296,32320,54456,0,2351828,51550
1485175000791,24164,0,103887660,32683028,2490486,32960,55168,0,2378194,56853
1485175004284,24636,0,103887660,33850004,2518377,33600,55912,0,2404229,49393
1485175007328,25108,0,103887660,31933972,2547815,34240,56648,0,2431819,45531
1485175010822,25108,0,103887660,37797696,2547815,34240,56648,0,2431819,59245
1485175014934,25580,0,103887660,33492068,2577426,34880,57400,0,2459566,50569
1485175018107,25816,0,103887660,32629092,2595201,35200,57816,0,2476369,47194
1485175021750,26288,0,103887660,34803232,2620413,35840,58496,0,2499789,54146
1485175026123,26996,0,103887660,32981236,2662596,36800,59600,0,2539200,48022
1485175029232,27468,0,103887660,30065984,2692321,37440,60368,0,2567045,45292
1485175033074,27704,0,103887660,31219076,2706662,37760,60736,0,2580462,47534
1485175036845,27940,0,103887660,33241928,2724322,38080,61136,0,2597166,50790
1485175039930,28176,0,103887660,28750204,2740602,38400,61520,0,2612506,50160
1485175043737,28504,0,103887660,34618096,2764294,39040,62240,0,2634510,51346
1485175047951,28976,0,103887660,31240448,2796541,39680,63032,0,2664853,42158
1485175051366,28976,0,103887660,33959196,2796541,39680,63032,0,2664853,48322
1485175054940,28976,0,103887660,35890208,2796541,39680,63032,0,2664853,57778
1485175058920,29684,0,103887660,32511340,2840337,40640,64112,0,2705901,50212
1485175062181,27796,0,103887660,35394980,2762169,38080,61904,0,2634389,50922
1485175065477,28032,0,103887660,34332288,2777335,38400,62296,0,2648607,49760
1485175069435,26380,0,103887660,31567460,2722959,36160,60496,0,2599923,45458
1485175072457,26616,0,103887660,31807144,2734855,36480,60848,0,2610911,42706
1485175075933,26852,0,103887660,33471992,2751529,36800,61248,0,2626629,46690
1485175079390,27324,0,103887660,31808324,2779340,37440,61960,0,2652616,37320
1485175082728,27324,0,103887660,37028084,2779340,37440,61960,0,2652616,48202
1485175086789,27796,0,103887660,32357572,2815317,38080,62760,0,2686681,44910
1485175090253,28032,0,103887660,38553444,2826983,38400,63096,0,2697455,56530
1485175093598,28504,0,103887660,35769092,2858405,39040,63840,0,2727021,46882
1485175097400,26616,0,103887660,32603524,2776672,36480,61744,0,2651832,54448
1485175100633,27324,0,103887660,32517492,2812445,37440,62744,0,2684937,42550
1485175103767,27324,0,103887660,37173020,2812445,37440,62744,0,2684937,52418
1485175107453,25816,0,103887660,35990080,2756268,35200,60920,0,2634332,47406
1485175114022,26288,0,103887660,35575616,2789874,35840,61712,0,2666034,48272
1485175117849,26760,0,103887660,33604492,2821206,36480,62488,0,2695478,40770
1485175122401,26996,0,103887660,35578220,2838782,36800,62888,0,2712098,46058
1485175125420,27232,0,103887660,34861056,2858227,37120,63288,0,2730587,50278
1485175128851,27704,0,103887660,31743212,2890027,37760,64032,0,2760531,45526
1485175132572,27940,0,103887660,32983952,2903279,38080,64408,0,2772851,51044
1485175135601,28176,0,103887660,34118524,2920539,38400,64808,0,2789155,55650
1485175139472,28648,0,103887660,28667868,2953440,39040,65592,0,2820160,44376
1485175144079,28884,0,103887660,28334588,2969086,39360,65984,0,2834858,49048
1485175147099,29120,0,103887660,33398644,2983252,39680,66368,0,2848084,46062
1485175150322,29356,0,103887660,33539692,3000622,40000,66784,0,2864482,43970
1485175154318,27468,0,103887660,32693704,2932585,37440,64688,0,2802989,42860
1485175157474,27704,0,103887660,32447768,2947981,37760,65072,0,2817445,44694
1485175160956,28176,0,103887660,29410680,2976798,38400,65824,0,2844398,38068
1485175164718,28412,0,103887660,31331316,2989953,38720,66192,0,2856629,36766
1485175167748,28648,0,103887660,31209296,3007127,39040,66568,0,2872871,39084
1485175171230,28648,0,103887660,30611224,3007127,39040,66568,0,2872871,47832
1485175175062,29120,0,103887660,33452764,3040789,39680,67336,0,2904653,42412
1485175178129,29592,0,103887660,31563552,3070208,40320,68064,0,2932232,31902
1485175181497,29592,0,103887660,36242952,3070208,40320,68064,0,2932232,40192
1485175185708,27940,0,103887660,32765284,3014013,38080,66304,0,2881689,41910
1485175189301,26432,0,103887660,32469576,2947608,35840,64488,0,2820848,29472
1485175193109,26432,0,103887660,35116836,2947608,35840,64488,0,2820848,36648
1485175196853,25016,0,103887660,28102792,2906050,33920,63088,0,2784026,31270
1485175200128,25016,0,103887660,32299100,2906050,33920,63088,0,2784026,39592
1485175204063,23220,0,103887660,28789076,2847700,31680,61304,0,2731496,37428
1485175207693,23220,0,103887660,35117088,2847700,31680,61304,0,2731496,48442
1485175210724,23692,0,103887660,31817204,2878612,32320,62064,0,2760536,45278
1485175214039,24164,0,103887660,31378228,2905641,32960,62760,0,2785757,50772
1485175217200,22512,0,103887660,32389012,2835257,30720,60872,0,2721153,41306
1485175220772,20624,0,103887660,34815324,2760465,28160,58720,0,2652961,46800
1485175224582,20860,0,103887660,31713356,2777139,28480,59120,0,2668679,48106
1485175228151,21568,0,103887660,27633996,2816669,29440,60208,0,2705453,41148
1485175231575,22040,0,103887660,23948168,2845620,30080,60960,0,2732540,45170
1485175235443,22040,0,103887660,30762256,2845620,30080,60960,0,2732540,50630
1485175238934,22512,0,103887660,29793456,2876163,30720,61744,0,2761187,42024
1485175242484,22748,0,103887660,31409880,2891965,31040,62136,0,2776041,44258
1485175246091,23220,0,103887660,29007852,2924199,31680,62904,0,2806395,30860
1485175249691,23220,0,103887660,34310040,2924199,31680,62904,0,2806395,42018
1485175253105,23692,0,103887660,32145864,2957220,32320,63696,0,2837512,32934
1485175256806,24164,0,103887660,30294352,2976078,32896,64376,0,2854642,36178
1485175260251,24636,0,103887660,30416428,3002458,33536,65072,0,2879214,30432
1485175264617,24872,0,103887660,34472168,3014036,33856,65408,0,2889900,35572
1485175268116,25344,0,103887660,29421844,3045657,34496,66136,0,2919681,25880
1485175271136,25344,0,103887660,31841056,3045657,34496,66136,0,2919681,29872
1485175274702,25816,0,103887660,29939832,3080079,35136,66912,0,2952215,25788
1485175278959,26052,0,103887660,32260604,3095836,35456,67280,0,2967048,33254
1485175282040,26288,0,103887660,31550556,3116534,35776,67704,0,2986766,38442
1485175286173,24636,0,103887660,31756860,3054365,33536,65848,0,2930345,47188
1485175290084,25108,0,103887660,30195572,3086018,34176,66616,0,2960118,53588
1485175293139,25580,0,103887660,30091380,3112891,34816,67344,0,2985151,41304
1485175296643,25580,0,103887660,33179648,3112891,34816,67344,0,2985151,54064
1485175300786,26288,0,103887660,32052412,3150803,35776,68400,0,3020339,49530
1485175303814,26524,0,103887660,32186228,3165666,36096,68744,0,3034302,44870
1485175307373,26760,0,103887660,32180596,3182607,36416,69144,0,3050287,49446
1485175310690,27232,0,103887660,30865476,3211504,37056,69888,0,3077328,41848
1485175314029,27232,0,103887660,36469112,3211504,37056,69888,0,3077328,52176
1485175318129,27704,0,103887660,32806780,3247376,37696,70696,0,3111280,49416
1485175321416,28176,0,103887660,30989936,3274640,38336,71408,0,3136720,45700
1485175324433,28648,0,103887660,30960492,3298322,38976,72072,0,3158626,40918
1485175327902,29120,0,103887660,30662548,3323100,39616,72776,0,3181588,36968
1485175331306,29120,0,103887660,35387736,3323100,39616,72776,0,3181588,47134
1485175334484,29592,0,103887660,30053188,3355428,40256,73528,0,3212052,36930
1485175338505,29828,0,103887660,28774320,3370367,40576,73888,0,3226075,47536
1485175341825,30536,0,103887660,26874776,3407122,41536,74928,0,3260122,35972
1485175345071,30536,0,103887660,32316968,3407122,41536,74928,0,3260122,45712
1485175348971,31008,0,103887660,29382676,3438554,42176,75696,0,3289674,38196
1485175352821,29264,0,103887660,29923688,3363988,39616,73544,0,3221564,38048
1485175356202,27376,0,103887660,27200320,3293883,37056,71456,0,3157995,51178
1485175359478,28084,0,103887660,26796904,3335516,38016,72544,0,3196872,43806
1485175362690,28320,0,103887660,29834208,3349682,38336,72928,0,3210098,48370
1485175366010,28556,0,103887660,31023620,3365601,38656,73320,0,3225069,53240
1485175369067,28792,0,103887660,31740912,3382971,38976,73736,0,3241467,59652
1485175373112,29028,0,103887660,32871152,3398272,39296,74120,0,3255828,63970
1485175376964,29500,0,103887660,30115156,3429024,39936,74864,0,3284724,60136
1485175380235,29972,0,103887660,27293172,3454990,40576,75576,0,3308866,46240
1485175383771,29972,0,103887660,32883332,3454990,40576,75576,0,3308866,56444
1485175387468,30444,0,103887660,30977976,3486165,41216,76352,0,3338153,48460
1485175391141,30680,0,103887660,32209652,3500023,41536,76736,0,3351071,44690
1485175394521,30916,0,103887660,29698376,3519716,41856,77152,0,3369792,45346
1485175398132,29972,0,103887660,25779736,3502717,40640,76248,0,3355857,29998
1485175401238,30536,0,103887660,26253716,3538632,41600,77280,0,3389216,23080
1485175404769,29684,0,103887660,20145956,3522969,40640,76744,0,3375901,17754
1485175408397,31048,0,103887660,17807376,3588819,42880,79064,0,3435827,13588
1485175411412,32228,0,103887660,16923428,3652276,44480,80808,0,3494760,20552
1485175414483,31284,0,103887660,15805308,3620447,43200,79920,0,3466043,11040
1485175417639,28688,0,103887660,9123936,3537750,39680,77216,0,3392166,8026
1485175420921,28596,0,103887660,4166036,3534615,39360,77280,0,3389379,0
1485175423991,27888,0,103887660,10689528,3500649,38400,76680,0,3357681,9310
1485175427016,29540,0,103887660,8147064,3578618,40640,79024,0,3429414,16412
1485175430210,27416,0,103887660,0,3523139,37760,76992,0,3380971,0
1485175433403,26472,0,103887660,12040840,3501186,36480,75944,0,3362290,9430
1485175436559,28216,0,103887660,7455932,3572531,39040,78504,0,3426771,7460
1485175439590,29868,0,103887660,7739460,3639571,41280,80792,0,3487631,8024
1485175442884,31756,0,103887660,6341364,3708457,43840,83376,0,3549485,6722
1485175446246,33172,0,103887660,0,3769539,45760,85336,0,3605271,0
1485175449268,32228,0,95230355,0,3560610,44480,81168,0,3402734,0
1485175452308,33880,0,95230355,2752788,3615085,46720,83352,0,3451133,0
1485175455438,27744,0,95230355,0,3300173,38400,76816,0,3157213,0
1485175458579,25620,0,95230355,0,3152532,35520,74656,0,3016736,0
1485175461606,22500,0,86573050,4177124,2779094,31680,68184,0,2656730,1866
1485175464623,21136,0,86573050,0,2747094,29440,66168,0,2630350,0
1485175467666,21136,0,86573050,9186868,2747094,29440,66168,0,2630350,9192
1485175470793,20520,0,86573050,0,2754060,28800,65824,0,2638916,0
1485175473810,20520,0,103887660,0,2754060,28800,65824,0,2638916,0
1485175476822,21700,0,103887660,0,2807648,30400,67464,0,2688084,0
