timestamp_ms,delete_total,index_failed,index_total,noop_update_total
1485175196858,0,0,5561,0
1485175200350,0,0,6258,0
1485175204065,0,0,6295,0
1485175207706,0,0,6348,0
1485175210728,0,0,6379,0
1485175214045,0,0,6447,0
1485175217205,0,0,6493,0
1485175220860,0,0,7083,0
1485175224615,0,0,7096,0
1485175228161,0,0,7165,0
1485175231592,0,0,7241,0
1485175235497,0,0,7302,0
1485175238943,0,0,7367,0
1485175242713,0,0,7413,0
1485175246105,0,0,7446,0
1485175249699,0,0,7470,0
1485175253127,0,0,7493,0
1485175256808,0,0,7507,0
1485175260253,0,0,7525,0
1485175264685,0,0,7590,0
1485175268118,0,0,7668,0
1485175271136,0,0,7695,0
1485175274781,0,0,7759,0
1485175278958,0,0,7805,0
1485175282074,0,0,7848,0
1485175286345,0,0,7890,0
1485175290086,0,0,7941,0
1485175293156,0,0,8016,0
1485175296651,0,0,8044,0
1485175300792,0,0,8100,0
1485175303819,0,0,8175,0
1485175307376,0,0,8233,0
1485175310693,0,0,8288,0
1485175314031,0,0,8312,0
1485175318151,0,0,8371,0
1485175321418,0,0,8424,0
1485175324439,0,0,8447,0
1485175327905,0,0,8480,0
1485175331309,0,0,8506,0
1485175334487,0,0,8559,0
1485175338508,0,0,8616,0
1485175341831,0,0,8634,0
1485175345074,0,0,8668,0
1485175348974,0,0,8767,0
1485175352842,0,0,8831,0
1485175356226,0,0,8907,0
1485175359492,0,0,8990,0
1485175362691,0,0,9067,0
1485175366013,0,0,9141,0
1485175369081,0,0,9161,0
1485175373113,0,0,9209,0
1485175377082,0,0,9238,0
1485175380238,0,0,9278,0
1485175383767,0,0,9314,0
1485175387468,0,0,9393,0
1485175391144,0,0,9442,0
1485175394521,0,0,9479,0
1485175398145,0,0,9518,0
1485175401239,0,0,9561,0
1485175404825,0,0,9594,0
1485175408399,0,0,9641,0
1485175411417,0,0,9774,0
1485175414480,0,0,9830,0
1485175417659,0,0,9930,0
1485175420920,0,0,10007,0
1485175423997,0,0,10068,0
1485175427014,0,0,10203,0
1485175430204,0,0,10309,0
1485175433408,0,0,10404,0
1485175436562,0,0,10470,0
1485175439757,0,0,10574,0
1485175442885,0,0,10621,0
1485175446250,0,29,11031,0
1485175449267,0,29,11031,0
1485175452308,0,29,11110,0
1485175455434,0,29,11134,0
1485175458589,0,29,12062,0
1485175461609,0,29,12136,0
1485175464625,0,29,12161,0
1485175467669,0,29,12189,0
1485175470795,0,29,12259,0
1485175473811,0,29,12259,0
1485175476824,0,29,12376,0
