timestamp_ms,total_docs
1485175264616,31573
1485175268119,32598
1485175271138,32598
1485175274721,32598
1485175278955,32598
1485175282096,32598
1485175286175,32992
1485175290088,32992
1485175293157,32992
1485175296721,34063
1485175300788,34063
1485175303817,34063
1485175307430,34063
1485175310690,34063
1485175314030,34437
1485175318148,34694
1485175321423,34694
1485175324436,34694
1485175327903,34694
1485175331458,34694
1485175334847,34694
1485175338639,35088
1485175341828,35088
1485175345086,35088
1485175348972,35088
1485175352823,35088
1485175356237,35088
1485175359491,35088
1485175362700,35088
1485175366014,35639
1485175369079,35639
1485175373119,35639
1485175376984,35639
1485175380237,35639
1485175383765,36358
1485175387591,36697
1485175391142,36697
1485175394522,36697
1485175398198,36984
1485175401390,36984
1485175404770,37325
1485175408399,37634
1485175411415,38233
1485175414486,38233
1485175417651,38233
1485175420923,38657
1485175423993,42615
1485175427013,42789
1485175430218,43544
1485175433540,43941
1485175436569,43941
1485175439592,44182
1485175442886,45072
1485175446248,45072
1485175449269,45072
1485175452311,45072
1485175455441,47038
1485175458586,49143
1485175461609,49143
1485175464624,49628
1485175467672,52637
1485175470799,52637
1485175473811,52637
1485175476829,52637
