timestamp_ms,collection_time_in_millis
1485175235605,12497
1485175239106,12497
1485175242498,12501
1485175246174,13160
1485175249444,13160
1485175253148,13160
1485175256673,13160
1485175261543,13160
1485175264553,13160
1485175267980,13160
1485175271011,13165
1485175274425,13908
1485175278957,13908
1485175283098,13908
1485175286177,13908
1485175289755,13908
1485175293176,13908
1485175296724,13908
1485175300670,14328
1485175303843,14328
1485175307433,14328
1485175310706,14328
1485175314004,14328
1485175317646,14328
1485175321359,14328
1485175324613,14328
1485175327905,14328
1485175331459,14332
1485175335112,14785
1485175338641,14785
1485175341975,14785
1485175345135,14785
1485175348316,14785
1485175352448,14785
1485175355869,14785
1485175359493,14785
1485175362698,14785
1485175365932,14785
1485175369051,15243
1485175373117,15243
1485175377127,15243
1485175380162,15243
1485175383567,15243
1485175387588,15243
1485175390757,15243
1485175394221,15243
1485175397842,15243
1485175401221,15575
1485175404688,15575
1485175408380,15575
1485175411421,15575
1485175414630,15575
1485175417665,15575
1485175420900,15596
1485175423939,15669
1485175427044,15669
1485175430224,15669
1485175433547,15842
1485175436562,15842
1485175439584,15842
1485175442865,15842
1485175446191,15842
1485175449271,15842
1485175452315,15842
1485175455473,15842
1485175458553,15842
1485175461611,15842
1485175464637,15842
1485175467659,15842
1485175470784,15842
1485175473806,15842
1485175476813,15845
