timestamp_ms,max_file_descriptors,open_file_descriptors
1485175122410,64000,429
1485175125433,64000,431
1485175128964,64000,438
1485175132583,64000,442
1485175135604,64000,438
1485175141033,64000,446
1485175143640,64000,447
1485175146761,64000,449
1485175150211,64000,450
1485175154312,64000,455
1485175157483,64000,458
1485175160872,64000,456
1485175164733,64000,464
1485175167745,64000,459
1485175171108,64000,468
1485175175116,64000,472
1485175178133,64000,470
1485175182651,64000,467
1485175185715,64000,474
1485175189311,64000,477
1485175193011,64000,471
1485175196862,64000,474
1485175200134,64000,479
1485175203751,64000,462
1485175207710,64000,443
1485175210727,64000,454
1485175214048,64000,439
1485175217259,64000,432
1485175220676,64000,424
1485175224745,64000,421
1485175228540,64000,431
1485175231576,64000,432
1485175235605,64000,422
1485175239105,64000,415
1485175242498,64000,422
1485175246137,64000,422
1485175249443,64000,431
1485175253147,64000,431
1485175256673,64000,433
1485175261541,64000,437
1485175264552,64000,437
1485175267979,64000,440
1485175271010,64000,424
1485175274424,64000,425
1485175278957,64000,432
1485175283097,64000,429
1485175286177,64000,429
1485175289754,64000,437
1485175293157,64000,434
1485175296723,64000,430
1485175300669,64000,418
1485175303842,64000,407
1485175307432,64000,413
1485175310706,64000,415
1485175314003,64000,410
1485175317646,64000,411
1485175321358,64000,401
1485175324612,64000,412
1485175327904,64000,422
1485175331459,64000,424
1485175335112,64000,425
1485175338640,64000,425
1485175341974,64000,433
1485175345135,64000,423
1485175348315,64000,421
1485175352448,64000,433
1485175355868,64000,428
1485175359493,64000,439
1485175362697,64000,447
1485175365931,64000,462
1485175369051,64000,451
1485175373116,64000,459
1485175377127,64000,467
1485175380162,64000,471
1485175383566,64000,472
1485175387588,64000,466
1485175390757,64000,465
1485175394220,64000,444
1485175397842,64000,466
1485175401220,64000,454
1485175404688,64000,452
1485175408380,64000,451
1485175411421,64000,443
1485175414630,64000,457
1485175417664,64000,467
1485175420899,64000,463
1485175423938,64000,443
1485175427043,64000,435
1485175430223,64000,417
1485175433546,64000,431
1485175436561,64000,429
1485175439583,64000,427
1485175442864,64000,417
1485175446190,64000,421
1485175449271,64000,421
1485175452314,64000,431
1485175455472,64000,410
1485175458553,64000,395
1485175461611,64000,390
1485175464637,64000,379
1485175467658,64000,358
1485175470784,64000,361
1485175473806,64000,361
1485175476813,64000,364
