Linux 3.10.0-234.el7.x86_64 (a.foo.example.com) 	04/01/2015 	_x86_64_	(16 CPU)

07:50:06 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
07:50:09 AM     all      1.17      0.00      0.79      0.00      0.00      0.00      0.00      0.00      0.00     98.04
07:50:09 AM       0      1.01      0.00      2.35      0.34      0.00      0.00      0.00      0.00      0.00     96.31
07:50:09 AM       1      0.33      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     99.34
07:50:09 AM       2      4.32      0.00      1.66      0.00      0.00      0.00      0.00      0.00      0.00     94.02
07:50:09 AM       3      3.67      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00     94.33
07:50:09 AM       4      1.66      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     97.34
07:50:09 AM       5      2.01      0.00      1.00      0.00      0.00      0.00      0.00      0.00      0.00     96.99
07:50:09 AM       6      1.00      0.00      0.67      0.00      0.00      0.00      0.00      0.00      0.00     98.33
07:50:09 AM       7      0.66      0.00      0.66      0.00      0.00      0.00      0.00      0.00      0.00     98.67
07:50:09 AM       8      0.67      0.00      0.67      0.00      0.00      0.00      0.00      0.00      0.00     98.66
07:50:09 AM       9      1.00      0.00      0.67      0.00      0.00      0.00      0.00      0.00      0.00     98.33
07:50:09 AM      10      0.00      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     99.67
07:50:09 AM      11      1.00      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     98.67
07:50:09 AM      12      1.00      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     98.66
07:50:09 AM      13      0.33      0.00      0.33      0.00      0.00      0.00      0.00      0.00      0.00     99.33
07:50:09 AM      14      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00
07:50:09 AM      15      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00    100.00

07:50:06 AM    proc/s   cswch/s
07:50:09 AM       154      0.00
07:50:09 AM       155      0.00
07:50:09 AM       156      0.00
07:50:09 AM       157      0.00
07:50:09 AM       158      0.00
07:50:09 AM       159      0.00
07:50:09 AM       160      0.00
07:50:09 AM       161      0.00
07:50:09 AM       162      0.00
07:50:09 AM       163      0.00
07:50:09 AM       164      0.00
07:50:09 AM       165      0.00
07:50:09 AM       166      0.00
07:50:09 AM       167      2.33
07:50:09 AM       168      0.00
07:50:09 AM       169      0.00
07:50:09 AM       170      0.00
07:50:09 AM       171      0.00
07:50:09 AM       172      0.00
07:50:09 AM       173      0.00
07:50:09 AM       174      0.00
07:50:09 AM       175      0.00
07:50:09 AM       176      0.00
07:50:09 AM       177      0.00
07:50:09 AM       178      0.00
07:50:09 AM       179      0.00
07:50:09 AM       180      0.00
07:50:09 AM       181      0.00
07:50:09 AM       182      0.00
07:50:09 AM       183      0.00
07:50:09 AM       184      0.00
07:50:09 AM       185      0.00
07:50:09 AM       186      0.00
07:50:09 AM       187      0.00
07:50:09 AM       188      0.00
07:50:09 AM       189      0.00
07:50:09 AM       190      0.00
07:50:09 AM       191      0.00
07:50:09 AM       192      0.00
07:50:09 AM       193      0.00
07:50:09 AM       194      0.00
07:50:09 AM       195      0.00
07:50:09 AM       196      0.00
07:50:09 AM       197      0.00
07:50:09 AM       198      0.00
07:50:09 AM       199      0.00
07:50:09 AM       200      0.00
07:50:09 AM       201      0.00
07:50:09 AM       202      0.00
07:50:09 AM       203      0.00
07:50:09 AM       204      0.00
07:50:09 AM       205      0.00
07:50:09 AM       206      0.00
07:50:09 AM       207      0.00
07:50:09 AM       208      0.00
07:50:09 AM       209      0.00
07:50:09 AM       210      0.00
07:50:09 AM       211      0.00
07:50:09 AM       212      0.00
07:50:09 AM       213      0.00
07:50:09 AM       214      0.00
07:50:09 AM       215      0.00
07:50:09 AM       216      0.00
07:50:09 AM       217      0.00
07:50:09 AM       218      0.00
07:50:09 AM       219      0.00
07:50:09 AM       220      0.00
07:50:09 AM       221      0.00
07:50:09 AM       222      0.00
07:50:09 AM       223      0.00
07:50:09 AM       224      0.00
07:50:09 AM       225      0.00
07:50:09 AM       226      0.00
07:50:09 AM       227      0.00
07:50:09 AM       228      0.00
07:50:09 AM       229      0.00
07:50:09 AM       230      0.00
07:50:09 AM       231      0.00
07:50:09 AM       232      0.00
07:50:09 AM       233      9.67
07:50:09 AM       234      3.00
07:50:09 AM       235      1.33
07:50:09 AM       236      0.00
07:50:09 AM       237     10.67
07:50:09 AM       238      0.00
07:50:09 AM       239      0.00
07:50:09 AM       240      0.00
07:50:09 AM       241      0.00
07:50:09 AM       242      0.00
07:50:09 AM       243      0.00
07:50:09 AM       244      0.00
07:50:09 AM       245      0.00
07:50:09 AM       246      0.00
07:50:09 AM       247      0.00
07:50:09 AM       248      0.00
07:50:09 AM       249      0.00
07:50:09 AM       250      0.00
07:50:09 AM       251      0.00
07:50:09 AM       252      0.00
07:50:09 AM       253      0.00
07:50:09 AM       254      0.00
07:50:09 AM       255      0.00
07:50:09 AM       256      0.00
07:50:09 AM       257      0.00
07:50:09 AM       258      0.00
07:50:09 AM       259      0.00
07:50:09 AM       260      0.00
07:50:09 AM       261      0.00
07:50:09 AM       262      0.00
07:50:09 AM       263      0.00
07:50:09 AM       264      0.00
07:50:09 AM       265      0.00
07:50:09 AM       266      0.00
07:50:09 AM       267      0.00
07:50:09 AM       268      0.00
07:50:09 AM       269      0.00
07:50:09 AM       270      0.00
07:50:09 AM       271      0.00
07:50:09 AM       272      0.00
07:50:09 AM       273      0.00
07:50:09 AM       274      0.00
07:50:09 AM       275      0.00
07:50:09 AM       276      0.00
07:50:09 AM       277      0.00
07:50:09 AM       278      0.00
07:50:09 AM       279      0.00
07:50:09 AM       280      0.00
07:50:09 AM       281      0.00
07:50:09 AM       282      0.00
07:50:09 AM       283      0.00
07:50:09 AM       284      0.00
07:50:09 AM       285      0.00
07:50:09 AM       286      0.00
07:50:09 AM       287      0.00
07:50:09 AM       288      0.00
07:50:09 AM       289      0.00
07:50:09 AM       290      0.00
07:50:09 AM       291      0.00
07:50:09 AM       292      0.00
07:50:09 AM       293      0.00
07:50:09 AM       294      0.00
07:50:09 AM       295      0.00
07:50:09 AM       296      0.00
07:50:09 AM       297      0.00
07:50:09 AM       298      0.00
07:50:09 AM       299      0.00
07:50:09 AM       300      0.00
07:50:09 AM       301      0.00
07:50:09 AM       302      0.00
07:50:09 AM       303      0.00
07:50:09 AM       304      0.00
07:50:09 AM       305      0.00
07:50:09 AM       306      0.00
07:50:09 AM       307      0.00
07:50:09 AM       308      0.00
07:50:09 AM       309      0.00
07:50:09 AM       310      0.00
07:50:09 AM       311      0.00
07:50:09 AM       312      0.00
07:50:09 AM       313      0.00
07:50:09 AM       314      0.00
07:50:09 AM       315      0.00
07:50:09 AM       316      0.00
07:50:09 AM       317      0.00
07:50:09 AM       318      0.00
07:50:09 AM       319      0.00
07:50:09 AM       320      0.00
07:50:09 AM       321      0.00
07:50:09 AM       322      0.00
07:50:09 AM       323      0.00
07:50:09 AM       324      0.00
07:50:09 AM       325      0.00
07:50:09 AM       326      0.00
07:50:09 AM       327      0.00
07:50:09 AM       328      0.00
07:50:09 AM       329      0.00
07:50:09 AM       330      0.00
07:50:09 AM       331      0.00
07:50:09 AM       332      0.00
07:50:09 AM       333      0.00
07:50:09 AM       334      0.00
07:50:09 AM       335      0.00
07:50:09 AM       336      0.00
07:50:09 AM       337      0.00
07:50:09 AM       338      0.00
07:50:09 AM       339      0.00
07:50:09 AM       340      0.00
07:50:09 AM       341      0.00
07:50:09 AM       342      0.00
07:50:09 AM       343      0.00
07:50:09 AM       344      0.00
07:50:09 AM       345      0.00
07:50:09 AM       346      0.00
07:50:09 AM       347      0.00
07:50:09 AM       348      0.00
07:50:09 AM       349      0.00
07:50:09 AM       350      0.00
07:50:09 AM       351      0.00
07:50:09 AM       352      0.00
07:50:09 AM       353      0.00
07:50:09 AM       354      0.00
07:50:09 AM       355      0.00
07:50:09 AM       356      0.00
07:50:09 AM       357      0.00
07:50:09 AM       358      0.00
07:50:09 AM       359      0.00
07:50:09 AM       360      0.00
07:50:09 AM       361      0.00
07:50:09 AM       362      0.00
07:50:09 AM       363      0.00
07:50:09 AM       364      0.00
07:50:09 AM       365      0.00
07:50:09 AM       366      0.00
07:50:09 AM       367      0.00
07:50:09 AM       368      0.00
07:50:09 AM       369      0.00
07:50:09 AM       370      0.00
07:50:09 AM       371      0.00
07:50:09 AM       372      0.00
07:50:09 AM       373      0.00
07:50:09 AM       374      0.00
07:50:09 AM       375      0.00
07:50:09 AM       376      0.00
07:50:09 AM       377      0.00
07:50:09 AM       378      0.00
07:50:09 AM       379      0.00
07:50:09 AM       380      0.00
07:50:09 AM       381      0.00
07:50:09 AM       382      0.00
07:50:09 AM       383      0.00
07:50:09 AM       384      0.00
07:50:09 AM       385      0.00
07:50:09 AM       386      0.00
07:50:09 AM       387      0.00
07:50:09 AM       388      0.00
07:50:09 AM       389      0.00
07:50:09 AM       390      0.00
07:50:09 AM       391      0.00
07:50:09 AM       392      0.00
07:50:09 AM       393      0.00
07:50:09 AM       394      0.00
07:50:09 AM       395      0.00
07:50:09 AM       396      0.00
07:50:09 AM       397      0.00
07:50:09 AM       398      0.00
07:50:09 AM       399      0.00
07:50:09 AM       400      0.00
07:50:09 AM       401      0.00
07:50:09 AM       402      0.00
07:50:09 AM       403      0.00
07:50:09 AM       404      0.00
07:50:09 AM       405      0.00
07:50:09 AM       406      0.00
07:50:09 AM       407      0.00
07:50:09 AM       408      0.00
07:50:09 AM       409      0.00
07:50:09 AM       410      0.00
07:50:09 AM       411      0.00
07:50:09 AM       412      0.00
07:50:09 AM       413      0.00
07:50:09 AM       414      0.00
07:50:09 AM       415      0.00
07:50:09 AM       416      0.00
07:50:09 AM       417      0.00
07:50:09 AM       418      0.00
07:50:09 AM       419      0.00
07:50:09 AM       420      0.00
07:50:09 AM       421      0.00
07:50:09 AM       422      0.00
07:50:09 AM       423      0.00
07:50:09 AM       424      0.00
07:50:09 AM       425      0.00
07:50:09 AM       426      0.00
07:50:09 AM       427      0.00
07:50:09 AM       428      0.00
07:50:09 AM       429      0.00
07:50:09 AM       430      0.00
07:50:09 AM       431      0.00
07:50:09 AM       432      0.00
07:50:09 AM       433      0.00
07:50:09 AM       434      0.00
07:50:09 AM       435      0.00
07:50:09 AM       436      0.00
07:50:09 AM       437      0.00
07:50:09 AM       438      0.00
07:50:09 AM       439      0.00
07:50:09 AM       440      0.00
07:50:09 AM       441      0.00
07:50:09 AM       442      0.00
07:50:09 AM       443      0.00
07:50:09 AM       444      0.00
07:50:09 AM       445      0.00
07:50:09 AM       446      0.00
07:50:09 AM       447      0.00
07:50:09 AM       448      0.00
07:50:09 AM       449      0.00
07:50:09 AM       450      0.00
07:50:09 AM       451      0.00
07:50:09 AM       452      0.00
07:50:09 AM       453      0.00
07:50:09 AM       454      0.00
07:50:09 AM       455      0.00
07:50:09 AM       456      0.00
07:50:09 AM       457      0.00
07:50:09 AM       458      0.00
07:50:09 AM       459      0.00
07:50:09 AM       460      0.00
07:50:09 AM       461      0.00
07:50:09 AM       462      0.00
07:50:09 AM       463      0.00
07:50:09 AM       464      0.00
07:50:09 AM       465      0.00
07:50:09 AM       466      0.00
07:50:09 AM       467      0.00
07:50:09 AM       468      0.00
07:50:09 AM       469      0.00
07:50:09 AM       470      0.00
07:50:09 AM       471      0.00
07:50:09 AM       472      0.00
07:50:09 AM       473      0.00
07:50:09 AM       474      0.00
07:50:09 AM       475      0.00
07:50:09 AM       476      0.00
07:50:09 AM       477      0.00
07:50:09 AM       478      0.00
07:50:09 AM       479      0.00
07:50:09 AM       480      0.00
07:50:09 AM       481      0.00
07:50:09 AM       482      0.00
07:50:09 AM       483      0.00
07:50:09 AM       484      0.00
07:50:09 AM       485      0.00
07:50:09 AM       486      0.00
07:50:09 AM       487      0.00
07:50:09 AM       488      0.00
07:50:09 AM       489      0.00
07:50:09 AM       490      0.00
07:50:09 AM       491      0.00
07:50:09 AM       492      0.00
07:50:09 AM       493      0.00
07:50:09 AM       494      0.00
07:50:09 AM       495      0.00
07:50:09 AM       496      0.00
07:50:09 AM       497      0.00
07:50:09 AM       498      0.00
07:50:09 AM       499      0.00
07:50:09 AM       500      0.00
07:50:09 AM       501      0.00
07:50:09 AM       502      0.00
07:50:09 AM       503      0.00
07:50:09 AM       504      0.00
07:50:09 AM       505      0.00
07:50:09 AM       506      0.00
07:50:09 AM       507      0.00
07:50:09 AM       508      0.00
07:50:09 AM       509      0.00
07:50:09 AM       510      0.00
07:50:09 AM       511      0.00
07:50:09 AM       512      0.00
07:50:09 AM       513      0.00
07:50:09 AM       514      0.00
07:50:09 AM       515      0.00
07:50:09 AM       516      0.00
07:50:09 AM       517      0.00
07:50:09 AM       518      0.00
07:50:09 AM       519      0.00
07:50:09 AM       520      0.00
07:50:09 AM       521      0.00
07:50:09 AM       522      0.00
07:50:09 AM       523      0.00
07:50:09 AM       524      0.00
07:50:09 AM       525      0.00
07:50:09 AM       526      0.00
07:50:09 AM       527      0.00
07:50:09 AM       528      0.00
07:50:09 AM       529      0.00
07:50:09 AM       530      0.00
07:50:09 AM       531      0.00
07:50:09 AM       532      0.00
07:50:09 AM       533      0.00
07:50:09 AM       534      0.00
07:50:09 AM       535      0.00
07:50:09 AM       536      0.00
07:50:09 AM       537      0.00
07:50:09 AM       538      0.00
07:50:09 AM       539      0.00
07:50:09 AM       540      0.00
07:50:09 AM       541      0.00
07:50:09 AM       542      0.00
07:50:09 AM       543      0.00
07:50:09 AM       544      0.00
07:50:09 AM       545      0.00
07:50:09 AM       546      0.00
07:50:09 AM       547      0.00
07:50:09 AM       548      0.00
07:50:09 AM       549      0.00
07:50:09 AM       550      0.00
07:50:09 AM       551      0.00
07:50:09 AM       552      0.00
07:50:09 AM       553      0.00
07:50:09 AM       554      0.00
07:50:09 AM       555      0.00
07:50:09 AM       556      0.00
07:50:09 AM       557      0.00
07:50:09 AM       558      0.00
07:50:09 AM       559      0.00
07:50:09 AM       560      0.00
07:50:09 AM       561      0.00
07:50:09 AM       562      0.00
07:50:09 AM       563      0.00
07:50:09 AM       564      0.00
07:50:09 AM       565      0.00
07:50:09 AM       566      0.00
07:50:09 AM       567      0.00
07:50:09 AM       568      0.00
07:50:09 AM       569      0.00
07:50:09 AM       570      0.00
07:50:09 AM       571      0.00
07:50:09 AM       572      0.00
07:50:09 AM       573      0.00
07:50:09 AM       574      0.00
07:50:09 AM       575      0.00
07:50:09 AM       576      0.00
07:50:09 AM       577      0.00
07:50:09 AM       578      0.00
07:50:09 AM       579      0.00
07:50:09 AM       580      0.00
07:50:09 AM       581      0.00
07:50:09 AM       582      0.00
07:50:09 AM       583      0.00
07:50:09 AM       584      0.00
07:50:09 AM       585      0.00
07:50:09 AM       586      0.00
07:50:09 AM       587      0.00
07:50:09 AM       588      0.00
07:50:09 AM       589      0.00
07:50:09 AM       590      0.00
07:50:09 AM       591      0.00
07:50:09 AM       592      0.00
07:50:09 AM       593      0.00
07:50:09 AM       594      0.00
07:50:09 AM       595      0.00
07:50:09 AM       596      0.00
07:50:09 AM       597      0.00
07:50:09 AM       598      0.00
07:50:09 AM       599      0.00
07:50:09 AM       600      0.00
07:50:09 AM       601      0.00
07:50:09 AM       602      0.00
07:50:09 AM       603      0.00
07:50:09 AM       604      0.00
07:50:09 AM       605      0.00
07:50:09 AM       606      0.00
07:50:09 AM       607      0.00
07:50:09 AM       608      0.00
07:50:09 AM       609      0.00
07:50:09 AM       610      0.00
07:50:09 AM       611      0.00
07:50:09 AM       612      0.00
07:50:09 AM       613      0.00
07:50:09 AM       614      0.00
07:50:09 AM       615      0.00
07:50:09 AM       616      0.00
07:50:09 AM       617      0.00
07:50:09 AM       618      0.00
07:50:09 AM       619      0.00
07:50:09 AM       620      0.00
07:50:09 AM       621      0.00
07:50:09 AM       622      0.00
07:50:09 AM       623      0.00
07:50:09 AM       624      0.00
07:50:09 AM       625      0.00
07:50:09 AM       626      0.00
07:50:09 AM       627      0.00
07:50:09 AM       628      0.00
07:50:09 AM       629      0.00
07:50:09 AM       630      0.00
07:50:09 AM       631      0.00
07:50:09 AM       632      0.00
07:50:09 AM       633      0.00
07:50:09 AM       634      0.00
07:50:09 AM       635      0.00
07:50:09 AM       636      0.00
07:50:09 AM       637      0.00
07:50:09 AM       638      0.00
07:50:09 AM       639      0.00
07:50:09 AM       640      0.00
07:50:09 AM       641      0.00
07:50:09 AM       642      0.00
07:50:09 AM       643      0.00
07:50:09 AM       644      0.00
07:50:09 AM       645      0.00
07:50:09 AM       646      0.00
07:50:09 AM       647      0.00
07:50:09 AM       648      0.00
07:50:09 AM       649      0.00
07:50:09 AM       650      0.00
07:50:09 AM       651      0.00
07:50:09 AM       652      0.00
07:50:09 AM       653      0.00
07:50:09 AM       654      0.00
07:50:09 AM       655      0.00
07:50:09 AM       656      0.00
07:50:09 AM       657      0.00
07:50:09 AM       658      0.00
07:50:09 AM       659      0.00
07:50:09 AM       660      0.00
07:50:09 AM       661      0.00
07:50:09 AM       662      0.00
07:50:09 AM       663      0.00
07:50:09 AM       664      0.00
07:50:09 AM       665      0.00
07:50:09 AM       666      0.00
07:50:09 AM       667      0.00
07:50:09 AM       668      0.00
07:50:09 AM       669      0.00
07:50:09 AM       670      0.00
07:50:09 AM       671      0.00
07:50:09 AM       672      0.00
07:50:09 AM       673      0.00
07:50:09 AM       674      0.00
07:50:09 AM       675      0.00
07:50:09 AM       676      0.00
07:50:09 AM       677      0.00
07:50:09 AM       678      0.00
07:50:09 AM       679      0.00
07:50:09 AM       680      0.00
07:50:09 AM       681      0.00
07:50:09 AM       682      0.00
07:50:09 AM       683      0.00
07:50:09 AM       684      0.00
07:50:09 AM       685      0.00
07:50:09 AM       686      0.00
07:50:09 AM       687      0.00
07:50:09 AM       688      0.00
07:50:09 AM       689      0.00
07:50:09 AM       690      0.00
07:50:09 AM       691      0.00
07:50:09 AM       692      0.00
07:50:09 AM       693      0.00
07:50:09 AM       694      0.00
07:50:09 AM       695      0.00
07:50:09 AM       696      0.00
07:50:09 AM       697      0.00
07:50:09 AM       698      0.00
07:50:09 AM       699      0.00
07:50:09 AM       700      0.00
07:50:09 AM       701      0.00
07:50:09 AM       702      0.00
07:50:09 AM       703      0.00
07:50:09 AM       704      0.00
07:50:09 AM       705      0.00
07:50:09 AM       706      0.00
07:50:09 AM       707      0.00
07:50:09 AM       708      0.00
07:50:09 AM       709      0.00
07:50:09 AM       710      0.00
07:50:09 AM       711      0.00
07:50:09 AM       712      0.00
07:50:09 AM       713      0.00
07:50:09 AM       714      0.00
07:50:09 AM       715      0.00
07:50:09 AM       716      0.00
07:50:09 AM       717      0.00
07:50:09 AM       718      0.00
07:50:09 AM       719      0.00
07:50:09 AM       720      0.00
07:50:09 AM       721      0.00
07:50:09 AM       722      0.00
07:50:09 AM       723      0.00
07:50:09 AM       724      0.00
07:50:09 AM       725      0.00
07:50:09 AM       726      0.00
07:50:09 AM       727      0.00
07:50:09 AM       728      0.00
07:50:09 AM       729      0.00
07:50:09 AM       730      0.00
07:50:09 AM       731      0.00
07:50:09 AM       732      0.00
07:50:09 AM       733      0.00
07:50:09 AM       734      0.00
07:50:09 AM       735      0.00
07:50:09 AM       736      0.00
07:50:09 AM       737      0.00
07:50:09 AM       738      0.00
07:50:09 AM       739      0.00
07:50:09 AM       740      0.00
07:50:09 AM       741      0.00
07:50:09 AM       742      0.00
07:50:09 AM       743      0.00
07:50:09 AM       744      0.00
07:50:09 AM       745      0.00
07:50:09 AM       746      0.00
07:50:09 AM       747      0.00
07:50:09 AM       748      0.00
07:50:09 AM       749      0.00
07:50:09 AM       750      0.00
07:50:09 AM       751      0.00
07:50:09 AM       752      0.00
07:50:09 AM       753      0.00
07:50:09 AM       754      0.00
07:50:09 AM       755      0.00
07:50:09 AM       756      0.00
07:50:09 AM       757      0.00
07:50:09 AM       758      0.00
07:50:09 AM       759      0.00
07:50:09 AM       760      0.00
07:50:09 AM       761      0.00
07:50:09 AM       762      0.00
07:50:09 AM       763      0.00
07:50:09 AM       764      0.00
07:50:09 AM       765      0.00
07:50:09 AM       766      0.00
07:50:09 AM       767      0.00
07:50:09 AM       768      0.00
07:50:09 AM       769      0.00
07:50:09 AM       770      0.00
07:50:09 AM       771      0.00
07:50:09 AM       772      0.00
07:50:09 AM       773      0.00
07:50:09 AM       774      0.00
07:50:09 AM       775      0.00
07:50:09 AM       776      0.00
07:50:09 AM       777      0.00
07:50:09 AM       778      0.00
07:50:09 AM       779      0.00
07:50:09 AM       780      0.00
07:50:09 AM       781      0.00
07:50:09 AM       782      0.00
07:50:09 AM       783      0.00
07:50:09 AM       784      0.00
07:50:09 AM       785      0.00
07:50:09 AM       786      0.00
07:50:09 AM       787      0.00
07:50:09 AM       788      0.00
07:50:09 AM       789      0.00
07:50:09 AM       790      0.00
07:50:09 AM       791      0.00
07:50:09 AM       792      0.00
07:50:09 AM       793      0.00
07:50:09 AM       794      0.00
07:50:09 AM       795      0.00
