Linux 3.16.6-200.fc20.x86_64 (a.foo.example.com) 	02/25/15 	_x86_64_	(8 CPU)

17:48:49     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:16     all    1.51    0.00   11.96    0.59    0.29    0.04    0.00    0.21    0.00   85.40
17:49:16       0    1.02    0.00    0.68    0.34    0.34    0.00    0.00    0.68    0.00   96.95
17:49:16       1    0.00    0.00    0.33    0.00    0.00    0.00    0.00    0.67    0.00   99.00
17:49:16       2    7.69    0.00   91.64    0.00    0.67    0.00    0.00    0.00    0.00    0.00
17:49:16       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:49:16       4    0.68    0.00    0.68    1.01    0.00    0.34    0.00    0.34    0.00   96.96
17:49:16       5    1.00    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   98.33
17:49:16       6    1.35    0.00    1.35    3.04    0.34    0.00    0.00    0.00    0.00   93.92
17:49:16       7    0.00    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00   99.00

17:49:16     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:19     all    4.31    0.00   12.89    7.63    0.29    0.12    0.00    1.53    0.00   73.22
17:49:19       0    2.67    0.00    1.67    5.33    0.67    0.67    0.00    1.67    0.00   87.33
17:49:19       1    3.63    0.00    0.99    0.00    0.00    0.00    0.00    2.64    0.00   92.74
17:49:19       2    6.95    0.00   92.05    0.00    0.66    0.33    0.00    0.00    0.00    0.00
17:49:19       3    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.67
17:49:19       4    4.23    0.00    2.61   15.31    0.65    0.00    0.00    2.93    0.00   74.27
17:49:19       5    5.67    0.00    2.33   22.67    0.33    0.00    0.00    0.33    0.00   68.67
17:49:19       6    9.33    0.00    2.33   11.33    0.00    0.00    0.00    2.67    0.00   74.33
17:49:19       7    2.00    0.00    1.00    6.33    0.00    0.00    0.00    2.00    0.00   88.67

17:49:19     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:22     all    1.57    0.00   12.56    0.46    0.17    0.04    0.00    1.12    0.00   84.09
17:49:22       0    1.65    0.00    1.98    1.32    0.33    0.00    0.00    1.65    0.00   93.07
17:49:22       1    0.66    0.00    0.66    0.00    0.00    0.00    0.00    0.99    0.00   97.69
17:49:22       2    6.35    0.00   92.98    0.00    0.67    0.00    0.00    0.00    0.00    0.00
17:49:22       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:49:22       4    0.32    0.00    1.95    2.27    0.32    0.00    0.00    3.90    0.00   91.23
17:49:22       5    0.34    0.00    1.35    0.00    0.00    0.00    0.00    0.34    0.00   97.98
17:49:22       6    1.32    0.00    1.99    0.00    0.33    0.33    0.00    1.99    0.00   94.04
17:49:22       7    1.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   98.00

17:49:22     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:25     all    7.68    0.00   13.12    2.57    0.34    0.17    0.00    0.30    0.00   75.82
17:49:25       0    7.22    0.00    2.41    3.78    0.69    1.03    0.00    0.34    0.00   84.54
17:49:25       1   12.08    0.00    1.01    4.36    0.00    0.00    0.00    1.01    0.00   81.54
17:49:25       2    7.36    0.00   91.97    0.00    0.67    0.00    0.00    0.00    0.00    0.00
17:49:25       3    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
17:49:25       4    8.53    0.00    2.05    5.46    0.00    0.34    0.00    0.68    0.00   82.94
17:49:25       5    5.78    0.00    2.38    3.74    0.34    0.00    0.00    0.00    0.00   87.76
17:49:25       6    8.81    0.00    2.03    2.03    0.34    0.00    0.00    0.34    0.00   86.44
17:49:25       7   11.11    0.00    1.35    1.01    0.00    0.00    0.00    0.34    0.00   86.20

17:49:25     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:28     all    3.54    0.00   12.29    1.64    0.29    0.08    0.00    0.25    0.00   81.90
17:49:28       0    4.10    0.00    1.02    2.73    0.68    0.34    0.00    0.00    0.00   91.13
17:49:28       1    4.71    0.00    0.34    0.34    0.00    0.00    0.00    0.34    0.00   94.28
17:49:28       2    8.28    0.00   90.73    0.00    0.66    0.33    0.00    0.00    0.00    0.00
17:49:28       3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:49:28       4    2.71    0.00    1.69    4.75    0.34    0.00    0.00    1.02    0.00   89.49
17:49:28       5    3.33    0.00    1.33    3.00    1.00    0.00    0.00    0.00    0.00   91.33
17:49:28       6    4.73    0.00    2.03    2.36    0.34    0.00    0.00    0.00    0.00   90.54
17:49:28       7    1.01    0.00    0.34    0.00    0.00    0.00    0.00    0.34    0.00   98.32

17:49:28     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:31     all    5.18    0.04   12.56    4.80    0.21    0.08    0.00    0.29    0.00   76.82
17:49:31       0    6.78    0.00   65.08    3.39    0.68    0.34    0.00    0.00    0.00   23.73
17:49:31       1    9.06    0.00    0.34   10.74    0.00    0.00    0.00    0.00    0.00   79.87
17:49:31       2    5.08    0.00   29.15    2.37    0.34    0.00    0.00    0.68    0.00   62.37
17:49:31       3    1.68    0.00    0.34    0.00    0.00    0.00    0.00    0.67    0.00   97.32
17:49:31       4    6.10    0.00    1.02   10.51    0.34    0.00    0.00    0.34    0.00   81.69
17:49:31       5    3.03    0.00    1.68    7.41    0.00    0.00    0.00    0.00    0.00   87.88
17:49:31       6    7.09    0.00    2.36    4.05    0.00    0.34    0.00    0.68    0.00   85.47
17:49:31       7    2.02    0.00    0.67    0.00    0.00    0.00    0.00    0.34    0.00   96.97

17:49:31     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:34     all    1.60    0.00   11.96    0.80    0.21    0.08    0.00    0.29    0.00   85.05
17:49:34       0    8.31    0.00   90.70    0.00    0.66    0.33    0.00    0.00    0.00    0.00
17:49:34       1    0.33    0.00    0.00    3.65    0.00    0.00    0.00    0.00    0.00   96.01
17:49:34       2    1.01    0.00    0.68    0.00    0.34    0.00    0.00    0.34    0.00   97.64
17:49:34       3    0.34    0.00    0.00    0.00    0.00    0.00    0.00    0.34    0.00   99.32
17:49:34       4    1.01    0.00    1.35    2.69    0.00    0.34    0.00    0.34    0.00   94.28
17:49:34       5    0.67    0.00    0.67    0.00    0.34    0.00    0.00    0.00    0.00   98.32
17:49:34       6    1.68    0.00    1.01    0.00    0.00    0.34    0.00    1.01    0.00   95.97
17:49:34       7    0.00    0.00    0.34    0.00    0.00    0.00    0.00    0.34    0.00   99.33

17:49:34     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:37     all    1.64    0.00   12.01    1.60    0.17    0.04    0.00    0.29    0.00   84.26
17:49:37       0    7.36    0.00   91.97    0.00    0.67    0.00    0.00    0.00    0.00    0.00
17:49:37       1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:49:37       2    0.67    0.00    0.67    0.34    0.00    0.34    0.00    1.34    0.00   96.64
17:49:37       3    0.34    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.66
17:49:37       4    1.01    0.00    1.01    0.34    0.34    0.00    0.00    0.67    0.00   96.63
17:49:37       5    0.33    0.00    0.67    0.33    0.00    0.00    0.00    0.00    0.00   98.66
17:49:37       6    1.35    0.00    1.01    3.03    0.34    0.00    0.00    0.00    0.00   94.28
17:49:37       7    2.00    0.00    0.67    9.00    0.00    0.00    0.00    0.33    0.00   88.00

17:49:37     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:40     all    1.72    0.00   12.19    2.93    0.29    0.08    0.00    0.42    0.00   82.37
17:49:40       0    5.30    0.00   58.61    2.65    0.66    0.66    0.00    0.00    0.00   32.12
17:49:40       1    2.67    0.00   32.67    0.00    0.00    0.00    0.00    0.00    0.00   64.67
17:49:40       2    1.36    0.00    0.68    0.34    0.34    0.00    0.00    0.68    0.00   96.61
17:49:40       3    0.67    0.00    0.67    6.02    0.00    0.00    0.00    0.00    0.00   92.64
17:49:40       4    0.68    0.00    0.68    5.46    0.00    0.00    0.00    0.68    0.00   92.49
17:49:40       5    0.34    0.00    1.01    4.70    1.01    0.00    0.00    0.34    0.00   92.62
17:49:40       6    1.35    0.00    1.01    0.68    0.34    0.00    0.00    1.35    0.00   95.27
17:49:40       7    0.67    0.00    0.33    3.34    0.00    0.00    0.00    0.33    0.00   95.32

17:49:40     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:43     all    2.01    0.04   12.04    2.68    0.42    0.04    0.00    0.29    0.00   82.48
17:49:43       0    0.33    0.00    0.00    2.94    2.29    0.00    0.00    0.00    0.00   94.44
17:49:43       1    8.67    0.00   91.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00
17:49:43       2    1.34    0.34    0.67    7.05    0.34    0.00    0.00    1.01    0.00   89.26
17:49:43       3    0.34    0.00    0.34    0.00    0.00    0.00    0.00    0.67    0.00   98.66
17:49:43       4    1.35    0.00    0.67    6.06    0.34    0.00    0.00    0.34    0.00   91.25
17:49:43       5    1.33    0.00    1.00    5.67    0.00    0.00    0.00    0.00    0.00   92.00
17:49:43       6    2.34    0.00    2.01    0.00    0.33    0.00    0.00    0.33    0.00   94.98
17:49:43       7    1.00    0.00    0.67    0.00    0.33    0.00    0.00    0.00    0.00   97.99

17:49:43     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:46     all    1.63    0.00   12.15    0.42    0.08    0.04    0.00    0.38    0.00   85.30
17:49:46       0    0.67    0.00    0.00    2.68    0.00    0.00    0.00    0.00    0.00   96.66
17:49:46       1    6.98    0.00   93.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
17:49:46       2    0.67    0.00    0.67    0.00    0.00    0.34    0.00    1.01    0.00   97.32
17:49:46       3    0.34    0.00    0.00    0.34    0.00    0.00    0.00    0.34    0.00   98.99
17:49:46       4    0.67    0.34    0.67    0.00    0.34    0.34    0.00    0.67    0.00   96.97
17:49:46       5    0.67    0.00    0.34    0.00    0.00    0.00    0.00    0.67    0.00   98.32
17:49:46       6    2.04    0.00    1.36    0.00    0.00    0.00    0.00    0.34    0.00   96.26
17:49:46       7    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.67

17:49:46     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:49     all    1.51    0.00   12.04    0.76    0.17    0.04    0.00    0.29    0.00   85.19
17:49:49       0    0.66    0.00    0.33    1.33    0.00    0.00    0.00    0.00    0.00   97.67
17:49:49       1    7.67    0.00   92.33    0.00    0.00    0.00    0.00    0.00    0.00    0.00
17:49:49       2    0.67    0.00    0.67    0.00    0.67    0.00    0.00    1.01    0.00   96.97
17:49:49       3    0.33    0.00    0.00    0.00    0.00    0.00    0.00    0.67    0.00   99.00
17:49:49       4    0.68    0.00    0.34    2.04    0.00    0.00    0.00    0.34    0.00   96.60
17:49:49       5    0.33    0.00    0.67    0.00    0.00    0.00    0.00    0.00    0.00   99.00
17:49:49       6    1.68    0.00    1.68    0.67    0.34    0.34    0.00    0.34    0.00   94.97
17:49:49       7    0.00    0.00    0.33    2.34    0.00    0.00    0.00    0.33    0.00   96.99

17:49:49     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:49:52     all    1.60    0.04   12.02    0.50    0.00    0.00    0.00    0.17    0.00   85.67
17:49:52       0    0.00    0.00    0.00    0.34    0.00    0.00    0.00    0.00    0.00   99.66
17:49:52       1    8.36    0.00   91.64    0.00    0.00    0.00    0.00    0.00    0.00    0.00
17:49:52       2    1.02    0.00    0.68    3.40    0.00    0.00    0.00    0.00    0.00   94.90
17:49:52       3    0.33    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   99.33
17:49:52       4    0.34    0.00    0.68    0.00    0.34    0.00    0.00    0.68    0.00   97.97
17:49:52       5    0.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.33
17:49:52       6    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.68    0.00   96.26
17:49:52       7    0.67    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.33
